Administrative,Administrative_Duration,Informational,Informational_Duration,ProductRelated,ProductRelated_Duration,BounceRates,ExitRates,PageValues,SpecialDay,Month,OperatingSystems,Browser,Region,TrafficType,VisitorType,Weekend,target
0,0.0,0,0.0,6,140.0,0.0,0.033333333,0.0,0.0,5,3,2,1,1,2,False,False
4,103.0,0,0.0,13,250.1666667,0.0,0.030612245,0.0,0.0,5,3,2,1,11,2,False,False
0,0.0,0,0.0,7,370.8333333,0.028571429,0.057142857,0.0,0.0,5,2,2,2,3,2,False,False
6,45.83333333,2,284.0,54,1509.8,0.0,0.006779661,7.272067797,0.0,5,2,2,7,2,0,False,False
3,206.6666667,0,0.0,15,936.1666667,0.01875,0.09375,0.0,0.0,5,2,4,3,1,2,False,False
5,238.375,0,0.0,24,2174.375,0.008928571,0.017460317,27.07791667,0.0,5,3,2,3,1,2,False,False
0,0.0,0,0.0,6,330.0,0.066666667,0.1,0.0,0.0,5,3,2,8,10,2,False,False
0,0.0,0,0.0,2,171.0,0.0,0.1,0.0,0.0,5,3,2,2,2,2,True,False
0,0.0,0,0.0,2,115.0,0.0,0.05,0.0,0.0,5,3,3,1,9,2,True,False
0,0.0,0,0.0,39,609.5,0.0,0.005128205,0.0,0.0,5,2,2,2,2,2,True,False
6,137.0,0,0.0,49,1077.007576,0.0,0.015030864,0.0,0.0,5,3,2,1,2,2,False,False
0,0.0,0,0.0,2,19.0,0.0,0.1,0.0,0.0,5,2,2,1,3,2,False,False
0,0.0,1,44.0,41,1089.75,0.0,0.005853659,0.0,0.0,5,2,2,3,2,0,False,False
3,42.6,2,41.5,18,1049.516667,0.023809524,0.03968254,14.25648352,0.0,5,3,2,2,3,2,True,True
3,62.0,2,193.0,4,139.0,0.0,0.0125,0.0,0.0,5,3,2,1,10,2,False,False
8,429.3333333,1,56.0,35,1549.857143,0.005263158,0.019210526,0.0,0.0,5,2,2,1,2,2,True,False
0,0.0,0,0.0,29,669.9679487,0.013793103,0.017241379,0.0,0.0,5,1,2,6,2,2,False,False
1,100.0,2,111.0,13,1001.0,0.0,0.013333333,0.0,0.0,5,2,2,1,1,2,False,False
0,0.0,0,0.0,2,57.0,0.0,0.1,0.0,0.0,5,3,2,1,1,2,True,False
3,22.83333333,0,0.0,115,2625.009524,0.0,0.004013317,0.0,0.0,5,2,5,6,1,2,False,False
0,0.0,0,0.0,37,684.7272727,0.005405405,0.023423423,0.0,0.0,5,2,4,3,1,2,False,False
2,28.0,2,175.5,27,1253.333333,0.006666667,0.014666667,39.7173,0.0,5,2,2,1,2,2,False,True
4,197.0,1,25.0,46,1596.672282,0.0,0.008,19.92584938,0.0,5,4,2,2,2,0,True,False
7,211.5,0,0.0,54,9128.283883,0.011461988,0.039251601,0.0,0.0,5,2,2,6,1,2,False,False
5,143.8333333,1,55.0,19,1762.5,0.0,0.013461538,31.54642738,0.0,5,3,2,1,2,2,False,True
0,0.0,1,65.5,49,574.8333333,0.0,0.012,0.0,0.0,5,2,2,2,10,2,False,False
4,179.6071429,2,5.5,34,1045.102381,0.0,0.007603276,0.0,0.0,5,1,1,1,3,2,False,False
0,0.0,0,0.0,10,1656.666667,0.06,0.1,0.0,0.0,5,4,2,1,3,2,False,False
4,56.0,0,0.0,10,709.0,0.0,0.016666667,0.0,0.0,5,2,2,1,2,0,False,False
0,0.0,0,0.0,2,0.0,0.2,0.2,0.0,0.0,5,3,2,6,1,2,False,False
0,0.0,0,0.0,2,288.0,0.0,0.1,0.0,0.0,5,1,1,1,1,2,True,False
4,99.5,0,0.0,16,315.1666667,0.0,0.016666667,12.53314286,0.0,5,1,1,6,3,2,False,True
1,28.0,0,0.0,8,290.0,0.0,0.01,0.0,0.0,5,2,2,1,2,2,False,False
0,0.0,0,0.0,9,196.0,0.0,0.022222222,0.0,0.0,5,2,2,3,10,2,False,False
1,51.0,2,117.2857143,15,969.102381,0.005882353,0.008888889,0.0,0.0,5,3,3,1,2,2,False,False
4,203.8333333,0,0.0,30,823.5,0.0,0.001666667,0.0,0.0,5,3,2,1,11,0,False,False
0,0.0,0,0.0,13,412.0,0.0,0.028205128,0.0,0.0,5,2,2,4,3,2,False,False
2,9.5,0,0.0,18,529.702381,0.0,0.005263158,0.0,0.0,5,2,2,4,2,2,True,False
0,0.0,0,0.0,10,254.0,0.02,0.04,14.0292,0.0,5,2,2,9,2,0,False,True
1,13.0,0,0.0,19,614.9444444,0.0,0.022105263,0.0,0.0,5,3,2,3,3,2,False,False
0,0.0,0,0.0,2,18.0,0.1,0.15,0.0,0.0,5,2,5,3,10,2,False,False
5,146.0,0,0.0,8,489.0,0.0,0.015384615,0.0,0.0,5,2,2,8,3,2,False,False
1,11.0,0,0.0,5,71.0,0.0,0.033333333,0.0,0.0,5,2,2,6,3,2,False,False
0,0.0,1,0.0,37,1358.75,0.001754386,0.03245614,0.0,0.0,5,2,5,3,1,2,False,False
9,324.3,4,205.0,71,2816.43881,0.0,0.002666667,0.0,0.0,5,2,2,1,8,0,True,False
5,55.5,0,0.0,12,1076.5,0.0,0.011764706,0.0,0.0,5,2,2,1,2,0,False,False
0,0.0,0,0.0,8,357.25,0.0,0.0625,0.0,0.0,5,2,10,4,3,2,True,False
3,78.0,0,0.0,3,29.0,0.033333333,0.066666667,0.0,0.0,5,2,2,7,2,0,True,False
0,0.0,0,0.0,4,50.0,0.0,0.05,0.0,0.0,5,2,2,3,1,2,False,False
0,0.0,0,0.0,7,111.6666667,0.0,0.014285714,0.0,0.0,5,2,4,1,2,2,True,False
0,0.0,1,0.0,46,4053.092208,0.014184397,0.029684228,0.0,0.0,5,1,1,1,2,2,False,False
0,0.0,0,0.0,18,1485.416667,0.0,0.027777778,0.0,0.0,5,2,4,1,1,2,False,False
0,0.0,0,0.0,2,4.0,0.0,0.1,0.0,0.0,5,2,2,4,1,2,False,False
0,0.0,0,0.0,1,0.0,0.2,0.2,0.0,0.0,5,1,1,3,9,2,True,False
2,42.0,0,0.0,29,218.0,0.0,0.003225806,0.0,0.0,5,2,2,1,2,2,False,False
6,145.0,6,199.0,40,1834.166667,0.0,0.006734694,49.47040982,0.0,5,2,5,3,2,2,False,True
0,0.0,0,0.0,6,36.0,0.066666667,0.133333333,0.0,0.0,5,4,1,1,3,2,True,False
2,47.5,0,0.0,5,116.5,0.0,0.005714286,0.0,0.0,5,3,2,5,2,2,True,False
0,0.0,0,0.0,8,258.0,0.025,0.075,0.0,0.0,5,2,2,3,1,2,False,False
1,185.0,6,263.0,6,133.3333333,0.0,0.019230769,0.0,0.0,5,3,2,3,3,2,False,False
13,241.7666667,0,0.0,12,255.3,0.002,0.036666667,0.0,0.0,5,2,2,8,2,2,False,False
2,28.66666667,0,0.0,12,224.1666667,0.0,0.023333333,44.73466667,0.0,5,3,2,6,2,2,False,True
7,445.3333333,1,135.5,52,1896.272222,0.005310734,0.013192815,3.795661017,0.0,5,3,2,6,1,2,False,False
13,654.775,8,604.8,160,5349.563713,0.001142857,0.001799477,17.34893623,0.0,5,2,2,1,2,2,True,True
0,0.0,0,0.0,1,0.0,0.0,0.1,0.0,0.0,5,2,2,2,6,2,False,False
0,0.0,0,0.0,7,98.5,0.071428571,0.1,0.0,0.0,5,1,1,6,1,2,False,False
0,0.0,0,0.0,1,0.0,0.2,0.2,0.0,0.0,5,2,5,2,3,2,False,False
0,0.0,0,0.0,9,125.0,0.0,0.022222222,0.0,0.0,5,2,2,3,1,2,False,False
4,71.5,0,0.0,42,758.75,0.004444444,0.015555556,0.0,0.0,5,2,5,2,2,2,False,False
4,200.8333333,0,0.0,18,381.3333333,0.0,0.009090909,0.0,0.0,5,2,4,7,2,0,True,False
2,33.5,1,91.0,31,1271.821212,0.0,0.011505376,1.592774194,0.0,5,1,8,4,1,2,False,True
5,53.0,1,97.0,66,4891.972222,0.0,0.002159624,0.0,0.0,5,2,2,8,1,2,False,False
1,6.0,0,0.0,15,500.0,0.026666667,0.073333333,19.996,0.0,5,2,2,3,1,2,False,True
1,78.0,0,0.0,21,555.8944444,0.0,0.002380952,24.75047619,0.0,5,1,1,1,2,0,False,True
3,46.5,0,0.0,16,402.6904762,0.0,0.0125,0.0,0.0,5,2,4,1,1,2,True,False
2,254.0,1,39.0,95,4990.959524,0.004123711,0.015307716,5.638103093,0.0,6,2,2,1,6,2,False,True
0,0.0,0,0.0,13,152.25,0.030769231,0.025641026,0.0,0.0,6,1,2,5,2,2,False,False
0,0.0,0,0.0,1,0.0,0.2,0.2,0.0,0.0,6,1,1,1,6,2,False,False
1,7.0,0,0.0,151,2564.278157,0.00917226,0.0210895,0.0,0.6,6,1,1,1,15,2,False,False
2,16.5,0,0.0,5,37.5,0.0,0.033333333,0.0,0.0,6,2,2,1,3,2,False,False
0,0.0,0,0.0,8,227.0,0.025,0.05,0.0,0.0,6,3,2,6,13,2,False,False
1,22.75,0,0.0,16,461.0833333,0.0,0.011458333,17.991,0.0,6,2,2,1,4,2,False,False
0,0.0,0,0.0,2,12.0,0.0,0.1,0.0,0.0,6,1,1,1,3,2,True,False
4,46.5,0,0.0,34,762.5,0.0,0.013513514,0.0,0.6,6,2,2,1,4,2,False,False
0,0.0,0,0.0,19,583.1666667,0.010526316,0.030701754,0.0,0.8,6,2,4,1,3,2,False,False
3,62.0,0,0.0,13,392.9285714,0.0125,0.025,0.0,0.0,6,3,2,3,2,0,False,False
0,0.0,0,0.0,23,1888.5,0.0,0.008695652,46.00643478,0.0,6,2,2,4,4,0,True,True
0,0.0,0,0.0,6,140.0,0.0,0.033333333,0.0,0.0,6,2,6,3,6,2,False,False
0,0.0,0,0.0,12,666.0,0.0,0.018181818,0.0,0.0,6,2,4,8,2,2,False,False
0,0.0,0,0.0,36,851.3333333,0.010810811,0.032432432,0.0,0.2,6,4,1,1,4,2,False,False
0,0.0,0,0.0,18,224.0,0.011764706,0.02254902,0.0,0.2,6,1,2,3,4,2,False,False
0,0.0,0,0.0,22,370.3333333,0.018181818,0.054545455,0.0,0.6,6,2,2,4,13,2,False,False
4,47.0,0,0.0,29,5198.533333,0.0,0.019892473,0.0,0.0,6,2,4,2,2,2,False,False
2,37.0,1,18.0,25,430.5,0.0,0.007142857,0.0,0.0,6,2,2,2,2,2,True,False
0,0.0,0,0.0,7,137.5,0.0,0.033333333,0.0,0.6,6,2,2,1,3,2,False,False
0,0.0,0,0.0,20,950.3285714,0.072108844,0.086507937,0.0,1.0,6,2,2,4,1,2,True,False
7,89.5,0,0.0,26,1163.333333,0.0,0.009375,26.983125,0.0,6,3,2,3,4,0,False,True
3,91.75,0,0.0,20,1171.333333,0.003174603,0.018571429,0.0,0.0,6,3,2,2,4,2,True,False
1,81.0,0,0.0,12,131.5,0.0,0.003076923,0.0,1.0,6,3,2,1,4,2,True,False
3,296.0,0,0.0,9,394.5,0.0,0.005555556,28.39833333,0.0,6,2,2,8,2,0,True,True
3,430.8333333,1,262.0,49,2338.567766,0.023529412,0.028907563,9.609529412,0.6,6,3,2,4,4,2,False,True
0,0.0,0,0.0,10,170.0,0.04,0.1,0.0,0.0,6,2,2,6,3,2,False,False
0,0.0,0,0.0,23,1299.5,0.034782609,0.069565217,0.0,0.6,6,2,2,1,4,2,False,False
0,0.0,0,0.0,2,162.0,0.0,0.05,0.0,0.0,6,2,4,1,4,2,False,False
7,228.125,0,0.0,71,1294.251207,0.002631579,0.01503053,4.508271053,0.0,6,2,2,3,13,2,False,False
7,133.1666667,2,80.0,10,246.7916667,0.0,0.008333333,0.0,0.0,6,2,2,1,3,0,False,False
6,91.98484848,3,58.95238095,54,2407.322811,0.003448276,0.010418719,0.0,0.0,6,3,2,3,4,2,False,False
4,86.0,0,0.0,34,4656.800366,0.006306306,0.038438438,5.185457275,0.0,6,2,2,1,2,2,False,False
0,0.0,0,0.0,1,0.0,0.2,0.2,0.0,0.4,6,1,8,7,4,2,False,False
1,299.0,0,0.0,4,212.5,0.0,0.04,0.0,0.0,6,2,2,2,1,2,True,False
3,77.0,5,243.0,127,2573.875,0.00025641,0.009196581,0.0,0.0,6,2,2,4,3,2,False,False
1,35.0,1,49.5,11,1464.0,0.0,0.020512821,32.946,0.2,6,2,2,4,4,2,False,True
0,0.0,2,236.0,66,1483.55,0.0,0.006153846,143.2115385,0.0,6,2,4,3,3,2,True,True
15,161.764411,7,227.25,104,6254.420122,0.028065242,0.036927442,3.431210317,0.0,6,3,2,1,2,2,True,False
1,5.0,0,0.0,7,228.0,0.0,0.028571429,0.0,0.0,6,1,1,3,3,2,False,False
3,80.0,0,0.0,32,931.5,0.008823529,0.023529412,51.11722549,0.0,6,2,2,1,1,2,False,False
4,309.0,0,0.0,27,877.5,0.0,0.007407407,44.47733333,0.0,6,1,1,1,4,0,False,True
0,0.0,1,416.0,20,412.8333333,0.019047619,0.038095238,0.0,0.0,6,2,2,3,6,2,False,False
3,47.0,0,0.0,22,486.5,0.0,0.030666667,0.0,0.0,6,3,2,3,11,2,False,False
0,0.0,1,51.0,29,1225.5,0.0,0.010344828,25.90331034,0.0,6,4,2,1,4,0,False,True
2,123.0,0,0.0,6,178.3333333,0.0,0.023809524,0.0,0.0,6,3,2,1,1,2,True,False
3,44.0,4,1636.0,49,4945.083333,0.009259259,0.029444444,6.165,0.8,6,2,2,2,4,2,False,True
0,0.0,0,0.0,13,468.1666667,0.0,0.006060606,0.0,0.0,6,2,2,6,2,0,True,False
0,0.0,0,0.0,15,432.5,0.0,0.015384615,0.0,0.0,6,2,6,6,1,2,False,False
0,0.0,0,0.0,33,663.2333333,0.026470588,0.059803922,0.0,0.8,6,3,2,3,13,2,False,False
0,0.0,0,0.0,10,262.6666667,0.02,0.08,0.0,0.0,6,1,1,1,3,2,False,False
8,119.0,0,0.0,31,1273.875,0.0,0.003921569,12.63441176,0.0,6,2,4,1,3,0,False,True
0,0.0,0,0.0,1,0.0,0.2,0.2,0.0,0.0,6,1,1,1,1,2,False,False
0,0.0,0,0.0,13,399.5,0.0,0.005128205,0.0,1.0,6,3,2,5,1,2,True,False
1,24.0,0,0.0,10,238.5,0.0,0.011111111,0.0,0.0,6,2,4,3,3,0,False,False
7,145.0,0,0.0,7,96.0,0.0,0.013333333,0.0,0.0,6,2,2,1,4,0,False,False
0,0.0,0,0.0,1,0.0,0.2,0.2,0.0,0.0,6,3,2,3,15,2,False,False
0,0.0,0,0.0,4,44.0,0.0,0.05,0.0,0.0,6,2,2,2,1,2,False,False
4,124.0,0,0.0,3,165.0,0.0,0.033333333,0.0,0.0,6,2,6,4,1,2,False,False
2,39.5,1,161.0,34,1406.209524,0.010810811,0.021212121,23.60518919,0.2,6,2,2,8,4,2,False,True
0,0.0,1,33.0,25,972.25,0.019230769,0.012937063,0.0,0.0,6,1,2,1,1,2,False,False
0,0.0,0,0.0,2,0.0,0.2,0.2,0.0,0.4,6,1,1,3,3,2,False,False
0,0.0,0,0.0,7,267.0,0.0,0.033333333,0.0,0.2,6,2,2,7,1,2,False,False
1,29.0,0,0.0,20,451.9333333,0.014285714,0.020634921,0.0,0.4,6,3,2,1,2,2,False,False
0,0.0,0,0.0,10,224.0,0.0,0.01,0.0,0.4,6,2,2,1,4,2,False,False
0,0.0,0,0.0,19,900.9166667,0.027777778,0.024814815,0.0,0.6,6,1,1,8,1,2,False,False
0,0.0,0,0.0,9,216.0,0.066666667,0.077777778,0.0,0.0,6,1,1,1,3,2,False,False
2,13.5,0,0.0,23,1580.166667,0.024,0.054666667,0.0,0.8,6,2,2,1,2,2,False,False
0,0.0,0,0.0,40,587.6911765,0.005,0.020277778,0.0,0.8,6,2,10,1,3,2,False,False
0,0.0,0,0.0,65,3864.428571,0.006153846,0.023003663,2.7412,0.0,6,2,4,2,1,2,False,False
0,0.0,0,0.0,10,173.25,0.0,0.024,0.0,0.0,6,2,6,2,2,2,False,False
0,0.0,0,0.0,17,433.1333333,0.023529412,0.051960784,0.0,1.0,6,3,2,4,4,2,True,False
8,462.0,1,57.0,63,1621.152083,0.007692308,0.023447941,0.0,0.0,6,3,2,5,1,2,False,False
0,0.0,0,0.0,9,120.0,0.0,0.044444444,0.0,0.8,6,2,4,9,2,2,False,False
0,0.0,0,0.0,1,0.0,0.2,0.2,0.0,0.4,6,2,2,1,3,2,False,False
0,0.0,0,0.0,5,226.0,0.086666667,0.133333333,0.0,0.0,6,1,1,1,1,2,False,False
0,0.0,0,0.0,8,59.0,0.0,0.075,0.0,0.8,6,2,2,6,13,2,False,False
0,0.0,0,0.0,10,231.0,0.12,0.14,0.0,0.0,6,3,2,2,13,2,False,False
2,20.0,0,0.0,21,2008.833333,0.0,0.022857143,0.0,0.6,6,4,1,1,2,2,False,False
0,0.0,0,0.0,21,584.1333333,0.0,0.007142857,0.0,0.0,6,2,2,4,4,2,True,False
1,27.0,0,0.0,4,30.0,0.04,0.08,0.0,0.6,6,3,2,2,11,0,False,False
2,109.0,5,125.0,1,34.0,0.0,0.00952381,0.0,0.0,6,3,2,1,4,2,False,False
0,0.0,0,0.0,2,17.0,0.1,0.15,0.0,0.6,6,1,1,5,2,2,False,False
3,91.0,0,0.0,13,298.2333333,0.0,0.04,0.0,0.0,6,1,1,1,6,2,False,False
0,0.0,0,0.0,5,28.0,0.12,0.16,0.0,0.4,6,3,2,4,3,2,False,False
0,0.0,0,0.0,23,1516.966667,0.0,0.024242424,0.0,0.2,6,1,1,8,1,2,False,False
0,0.0,0,0.0,24,648.0678571,0.016666667,0.035648148,0.0,0.4,6,2,2,3,1,2,False,False
0,0.0,0,0.0,16,462.0,0.0125,0.05,0.0,0.0,6,1,1,1,6,2,False,False
0,0.0,0,0.0,8,181.0,0.0,0.00625,0.0,1.0,6,1,1,3,2,2,True,False
0,0.0,0,0.0,8,134.0,0.0,0.025,0.0,0.0,6,2,2,1,2,2,False,False
0,0.0,0,0.0,38,726.2761905,0.031578947,0.056052632,0.0,1.0,6,2,2,4,13,2,True,False
6,140.0,1,12.0,52,723.315873,0.001212121,0.006277056,4.504381818,0.0,6,3,2,4,11,2,False,False
0,0.0,0,0.0,12,281.5,0.016666667,0.020833333,0.0,0.0,6,2,4,7,4,2,True,False
0,0.0,0,0.0,41,2213.0,0.004545455,0.031060606,0.0,0.2,6,2,2,5,4,2,False,False
10,252.5,2,506.0,14,289.6666667,0.0,0.021212121,29.77418182,0.0,6,2,4,4,2,2,False,True
0,0.0,0,0.0,12,121.5,0.025,0.066666667,0.0,0.0,6,2,4,1,2,2,True,False
0,0.0,0,0.0,4,403.0,0.05,0.1,0.0,0.0,6,1,1,1,15,2,True,False
1,13.0,0,0.0,13,220.3333333,0.0,0.002197802,0.0,0.0,6,2,2,8,16,2,False,False
0,0.0,0,0.0,9,464.0,0.0,0.022222222,29.31555556,0.0,6,2,2,1,2,2,False,True
4,82.16666667,0,0.0,45,673.4813797,0.016326531,0.025194363,15.15205714,0.2,6,2,2,7,2,2,False,False
0,0.0,0,0.0,11,151.5,0.016666667,0.066666667,0.0,0.0,6,2,2,2,6,2,True,False
0,0.0,0,0.0,4,117.5,0.05,0.05,0.0,0.6,6,2,2,3,4,2,False,False
0,0.0,0,0.0,1,0.0,0.2,0.2,0.0,0.0,6,2,2,3,3,2,False,False
12,345.8333333,0,0.0,52,3258.071212,0.0,0.00327381,0.0,0.0,6,1,2,2,2,2,True,False
1,11.42857143,2,146.0,20,1329.261905,0.010434783,0.01955353,20.79115942,0.0,6,2,2,4,4,2,False,False
0,0.0,0,0.0,43,813.8,0.023255814,0.03255814,0.0,0.6,6,2,5,1,2,2,False,False
5,168.0,0,0.0,31,1239.083333,0.006666667,0.02,0.0,0.0,6,3,2,6,13,2,False,False
5,106.3214286,4,189.0,37,1306.028022,0.004263566,0.010939177,33.3335814,0.0,6,2,4,1,3,2,False,False
0,0.0,0,0.0,27,420.0,0.0,0.007692308,0.0,0.0,6,2,2,9,1,2,True,False
3,166.0,1,140.0,35,701.5,0.029411765,0.05,0.0,0.0,6,2,5,6,1,2,True,False
0,0.0,0,0.0,4,60.0,0.05,0.075,0.0,1.0,6,1,1,1,17,2,True,False
0,0.0,0,0.0,1,0.0,0.2,0.2,0.0,0.8,6,3,2,1,2,2,False,False
2,26.5,0,0.0,47,716.625,0.0,0.009574468,0.0,0.0,6,2,4,6,5,0,False,False
2,161.0,0,0.0,28,1286.75,0.0,0.007692308,0.0,0.0,6,1,2,6,4,2,True,False
0,0.0,0,0.0,2,83.0,0.0,0.05,0.0,0.6,6,1,2,2,4,0,False,False
0,0.0,0,0.0,35,897.6666667,0.011764706,0.017016807,5.220705882,0.0,6,3,2,2,3,2,False,True
8,535.75,2,12.0,22,2178.672222,0.01382716,0.032020784,15.0047619,0.0,6,1,2,2,13,2,False,False
2,65.0,0,0.0,13,1248.0,0.0,0.020512821,0.0,0.0,6,1,2,8,6,2,False,False
0,0.0,0,0.0,1,0.0,0.2,0.2,0.0,0.0,6,6,2,3,5,2,False,False
0,0.0,0,0.0,8,24.0,0.15,0.175,0.0,0.4,6,2,2,1,3,2,False,False
0,0.0,0,0.0,39,963.1666667,0.005405405,0.028828829,9.922972973,0.6,6,2,6,2,3,2,False,False
0,0.0,0,0.0,6,387.0,0.133333333,0.166666667,0.0,0.0,6,2,2,3,3,2,False,False
1,22.0,0,0.0,26,982.8333333,0.0,0.008,0.0,0.0,6,2,2,1,1,0,True,False
0,0.0,0,0.0,2,23.0,0.0,0.1,0.0,0.8,6,2,2,1,4,2,False,False
0,0.0,0,0.0,1,0.0,0.2,0.2,0.0,0.0,6,1,1,5,3,0,False,False
1,69.5,0,0.0,16,895.8095238,0.0,0.004444444,32.14213333,0.6,6,3,2,2,6,2,False,True
4,135.6666667,0,0.0,28,615.8166667,0.007407407,0.016049383,0.0,0.0,6,1,1,1,4,2,False,False
0,0.0,0,0.0,5,131.5,0.04,0.093333333,0.0,0.6,6,1,1,1,1,2,False,False
1,16.0,0,0.0,7,136.0,0.0,0.00952381,0.0,0.0,6,2,10,3,2,2,False,False
6,40.16666667,0,0.0,41,895.8333333,0.057142857,0.073412698,0.0,0.0,6,2,2,6,4,2,False,False
10,299.6031746,2,166.0,86,2559.541228,0.008333333,0.008587569,2.087782738,0.0,6,3,2,7,5,2,False,False
10,150.0,0,0.0,24,304.5230769,0.0,0.007993197,0.0,0.0,6,1,1,3,2,2,False,False
6,61.66666667,0,0.0,18,397.6666667,0.0,0.011904762,12.55885714,0.0,6,2,2,1,4,2,False,True
0,0.0,0,0.0,2,0.0,0.2,0.2,0.0,0.0,6,1,1,3,11,2,True,False
1,114.0,1,173.0,36,2542.333333,0.042592593,0.059814815,33.44055556,0.0,6,2,2,7,1,2,True,False
0,0.0,0,0.0,7,82.0,0.0,0.057142857,0.0,0.0,6,4,1,1,3,2,False,False
12,155.6,6,282.0,52,1283.052597,0.024747475,0.039201413,12.07468889,0.0,6,1,1,3,2,2,False,False
0,0.0,0,0.0,3,0.0,0.2,0.2,0.0,0.8,6,3,2,1,3,2,False,False
0,0.0,0,0.0,7,80.0,0.028571429,0.057142857,0.0,0.0,6,2,2,4,3,2,True,False
0,0.0,0,0.0,34,1266.333333,0.005882353,0.026470588,0.0,0.4,6,2,2,3,4,2,False,False
0,0.0,0,0.0,1,0.0,0.2,0.2,0.0,1.0,6,4,1,2,3,2,True,False
5,103.0,0,0.0,16,399.0,0.021052632,0.056140351,0.0,0.0,6,2,5,1,19,2,False,False
11,376.5,4,63.0,104,2743.819189,0.0,0.007753623,7.345321739,0.0,6,1,1,2,20,2,False,False
3,69.0,0,0.0,37,769.0,0.0,0.004273504,47.93128205,0.0,6,3,2,3,2,0,True,True
0,0.0,0,0.0,25,319.3333333,0.016666667,0.036666667,10.4445,0.0,6,2,5,5,1,2,False,True
0,0.0,0,0.0,11,822.0,0.054545455,0.063636364,0.0,0.4,6,2,2,2,4,2,False,False
1,44.5,0,0.0,18,519.5,0.0,0.035,20.394,0.0,6,2,2,7,13,2,False,False
0,0.0,0,0.0,10,3.0,0.14,0.16,0.0,0.8,6,2,5,2,3,2,False,False
8,206.0,0,0.0,8,107.0,0.0,0.02,0.0,0.0,6,1,1,6,1,2,False,False
0,0.0,0,0.0,31,1138.504762,0.02,0.040555556,0.0,0.4,6,2,2,1,3,2,False,False
1,0.0,0,0.0,3,22.0,0.066666667,0.1,0.0,0.8,6,2,2,1,6,2,False,False
10,620.952381,5,1307.0,131,9487.940434,0.001726619,0.011632486,0.761076259,0.0,6,2,2,2,2,2,False,False
0,0.0,0,0.0,14,803.0,0.046153846,0.05,0.0,0.0,6,2,5,3,3,2,False,False
4,52.0,0,0.0,16,360.0,0.0,0.010526316,0.0,0.0,6,2,2,1,16,0,False,False
7,204.5,2,37.0,52,1941.083333,0.01754386,0.029824561,0.0,0.0,6,2,2,2,13,2,False,False
11,498.9,3,147.1666667,43,1090.060606,0.004081633,0.011337868,4.759935374,0.0,6,1,2,4,5,2,False,False
0,0.0,0,0.0,29,594.9666667,0.013793103,0.022024757,0.0,0.0,6,2,2,3,2,2,False,False
0,0.0,0,0.0,7,117.0,0.0,0.028571429,0.0,0.0,6,2,10,6,1,2,True,False
0,0.0,0,0.0,6,313.0,0.0,0.05,0.0,0.0,6,2,4,3,1,2,False,False
4,82.0,0,0.0,32,1040.166667,0.011764706,0.041176471,0.0,0.0,6,2,2,2,3,2,True,False
0,0.0,0,0.0,12,136.5,0.016666667,0.033333333,0.0,0.0,6,2,2,3,3,2,False,False
2,37.5,0,0.0,10,573.1666667,0.0,0.045,0.0,0.0,6,3,2,7,3,2,False,False
0,0.0,0,0.0,16,507.8333333,0.0,0.01,0.0,0.0,6,2,4,1,4,2,False,False
0,0.0,0,0.0,19,196.5,0.0,0.021052632,0.0,0.0,6,2,2,7,1,2,True,False
1,28.0,0,0.0,115,1822.008117,0.001169591,0.007901699,0.0,0.0,6,2,2,2,2,2,False,False
6,162.1071429,0,0.0,31,1269.766667,0.012121212,0.021212121,29.77472727,0.0,6,2,5,1,2,0,True,False
0,0.0,0,0.0,7,316.25,0.0,0.014285714,0.0,0.0,6,3,2,1,4,2,True,False
0,0.0,0,0.0,7,368.5,0.0,0.057142857,0.0,0.0,6,2,2,1,2,2,False,False
5,102.0676923,2,16.0,142,6223.870847,0.0,0.006649462,15.47720763,0.0,6,2,2,3,2,2,True,True
0,0.0,0,0.0,3,117.0,0.066666667,0.1,0.0,0.0,6,3,2,1,11,2,False,False
0,0.0,0,0.0,48,4346.916667,0.020138889,0.034791667,0.0,0.0,6,3,2,2,13,2,False,False
1,3.0,0,0.0,45,884.3357143,0.001086957,0.014389234,18.12446087,0.0,6,2,2,1,4,2,False,False
0,0.0,1,31.0,41,1678.733333,0.01,0.013333333,0.0,0.0,6,3,2,2,6,2,False,False
1,29.0,2,149.0,11,561.55,0.014285714,0.038571429,10.02085714,0.6,6,3,2,1,4,2,False,True
12,331.3,0,0.0,206,9997.728571,0.001439737,0.010741385,26.02377063,0.0,6,2,2,1,1,2,False,False
3,166.0,0,0.0,2,134.0,0.0,0.03,0.0,0.8,6,3,2,8,2,2,False,False
1,45.0,0,0.0,22,2905.5,0.01,0.04,0.0,0.0,6,2,2,1,2,2,True,False
0,0.0,0,0.0,4,127.0,0.0,0.075,0.0,0.0,6,2,2,6,4,2,False,False
0,0.0,0,0.0,8,541.5,0.05,0.083333333,0.0,0.0,6,2,2,4,1,2,False,False
0,0.0,0,0.0,2,25.0,0.0,0.1,0.0,0.0,6,2,2,1,5,2,True,False
13,228.9166667,1,10.0,64,817.0163767,0.0,0.013814416,2.995465753,0.0,6,2,5,3,4,0,True,False
0,0.0,2,13.0,4,145.0,0.0,0.04,0.0,0.0,6,1,8,4,6,2,True,False
0,0.0,0,0.0,7,117.5,0.0,0.033333333,0.0,0.0,6,4,2,8,3,2,True,False
3,176.0,0,0.0,21,654.5,0.009090909,0.031818182,0.0,0.2,6,1,1,2,3,2,False,False
