Unnamed: 0,age,job,marital,education,default,housing,loan,contact,month,day_of_week,campaign,pdays,previous,poutcome,emp.var.rate,cons.price.idx,cons.conf.idx,euribor3m,nr.employed,target
20034,32,0,2,6,0,2,2,0,1,1,3,999,0,1,1.4,93.444,-36.1,4.965,5228.1,0
37011,53,0,1,3,0,0,0,0,3,3,1,999,1,0,-2.9,92.469,-33.6,1.044,5076.2,1
17737,54,3,0,0,0,1,1,0,3,3,2,999,0,1,1.4,93.918,-42.7,4.961,5228.1,0
13663,30,1,2,2,0,2,2,0,3,2,1,999,0,1,1.4,93.918,-42.7,4.963,5228.1,0
33801,33,7,2,1,1,0,0,0,6,4,4,999,0,1,-1.8,92.893,-46.2,1.281,5099.1,0
40250,51,9,1,3,0,0,0,0,3,1,1,6,3,2,-1.7,94.215,-40.3,0.889,4991.6,1
127,31,9,0,5,0,2,2,1,6,1,1,999,0,1,1.1,93.994,-36.4,4.857,5191.0,0
9343,39,4,1,1,1,2,0,1,4,0,3,999,0,1,1.4,94.465,-41.8,4.967,5228.1,0
27732,43,1,1,2,0,0,0,0,5,3,2,999,0,1,-1.8,92.843,-50.0,1.7990000000000002,5099.1,1
27100,58,0,1,6,1,0,0,0,7,0,2,999,1,0,-0.1,93.2,-42.0,4.021,5195.8,0
28100,32,7,1,3,0,0,0,0,0,0,1,999,0,1,-1.8,93.075,-47.1,1.479,5099.1,0
27018,46,0,2,3,0,2,2,0,7,0,2,999,1,0,-0.1,93.2,-42.0,4.021,5195.8,0
14155,27,9,2,5,0,0,0,0,3,1,2,999,0,1,1.4,93.918,-42.7,4.962,5228.1,0
34108,43,0,1,3,0,2,0,1,6,4,2,999,1,0,-1.8,92.893,-46.2,1.281,5099.1,0
12194,53,7,1,2,0,2,0,1,3,3,2,999,0,1,1.4,93.918,-42.7,4.955,5228.1,0
5021,40,1,1,1,0,0,0,1,6,4,5,999,0,1,1.1,93.994,-36.4,4.8580000000000005,5191.0,0
37053,20,8,2,3,0,0,0,0,3,4,1,999,1,0,-2.9,92.469,-33.6,1.029,5076.2,0
7854,39,1,1,0,1,2,0,1,4,1,1,999,0,1,1.4,94.465,-41.8,4.865,5228.1,0
13335,29,4,2,3,0,2,0,0,3,4,1,999,0,1,1.4,93.918,-42.7,4.962,5228.1,0
19343,52,9,2,5,0,2,0,0,1,4,2,999,0,1,1.4,93.444,-36.1,4.967,5228.1,0
5860,33,9,2,5,0,2,2,1,6,1,2,999,0,1,1.1,93.994,-36.4,4.857,5191.0,0
32707,30,1,1,2,0,0,2,0,6,1,6,999,0,1,-1.8,92.893,-46.2,1.2990000000000002,5099.1,0
31480,49,7,2,3,0,0,2,0,6,4,2,999,1,0,-1.8,92.893,-46.2,1.334,5099.1,0
26479,48,0,1,6,0,0,0,0,7,2,1,999,1,0,-0.1,93.2,-42.0,4.0760000000000005,5195.8,0
13287,52,7,1,3,0,0,0,0,3,4,1,999,0,1,1.4,93.918,-42.7,4.962,5228.1,0
22219,58,5,1,3,1,2,0,0,1,2,1,999,0,1,1.4,93.444,-36.1,4.963,5228.1,0
33526,32,2,1,3,0,2,0,0,6,3,2,999,0,1,-1.8,92.893,-46.2,1.291,5099.1,0
5081,54,1,2,0,1,2,0,1,6,0,1,999,0,1,1.1,93.994,-36.4,4.857,5191.0,0
12917,33,0,1,6,1,2,0,0,3,3,2,999,0,1,1.4,93.918,-42.7,4.962,5228.1,0
27340,56,7,2,3,0,2,0,0,7,0,2,999,1,0,-0.1,93.2,-42.0,4.021,5195.8,0
11260,57,5,1,0,1,0,0,1,4,2,2,999,0,1,1.4,94.465,-41.8,4.961,5228.1,0
31326,41,1,1,0,0,2,2,0,6,4,2,999,0,1,-1.8,92.893,-46.2,1.334,5099.1,0
5977,26,9,1,5,0,0,0,1,6,3,3,999,0,1,1.1,93.994,-36.4,4.857,5191.0,0
8576,30,1,1,3,0,0,0,1,4,4,1,999,0,1,1.4,94.465,-41.8,4.864,5228.1,0
23030,40,9,0,5,0,2,0,0,1,3,8,999,0,1,1.4,93.444,-36.1,4.965,5228.1,0
16886,53,11,2,7,0,2,0,0,3,2,1,999,0,1,1.4,93.918,-42.7,4.962,5228.1,0
29057,55,0,1,3,0,0,0,0,0,0,3,999,0,1,-1.8,93.075,-47.1,1.405,5099.1,0
22235,51,9,1,5,1,0,2,0,1,2,1,999,0,1,1.4,93.444,-36.1,4.963,5228.1,0
34164,51,1,1,0,0,0,0,0,6,4,2,999,1,0,-1.8,92.893,-46.2,1.281,5099.1,0
29697,45,0,0,3,1,2,0,0,0,1,1,999,0,1,-1.8,93.075,-47.1,1.405,5099.1,0
32015,30,1,1,0,0,2,2,0,6,2,2,999,0,1,-1.8,92.893,-46.2,1.327,5099.1,0
39695,29,0,1,3,0,0,0,1,6,4,1,999,0,1,-1.8,93.876,-40.0,0.69,5008.7,0
36428,44,0,2,6,0,0,0,0,4,3,2,4,1,2,-2.9,92.963,-40.8,1.262,5076.2,1
19730,34,0,2,6,0,2,0,0,1,2,3,999,0,1,1.4,93.444,-36.1,4.968,5228.1,0
33884,31,0,1,3,0,2,0,0,6,4,1,999,0,1,-1.8,92.893,-46.2,1.281,5099.1,1
3624,30,1,2,0,1,1,1,1,6,0,1,999,0,1,1.1,93.994,-36.4,4.859,5191.0,0
16949,53,9,1,7,1,2,0,0,3,2,5,999,0,1,1.4,93.918,-42.7,4.962,5228.1,0
12745,46,1,1,1,1,2,0,1,3,3,3,999,0,1,1.4,93.918,-42.7,4.962,5228.1,0
30446,44,2,2,5,0,0,0,0,6,1,1,999,0,1,-1.8,92.893,-46.2,1.354,5099.1,0
35228,58,4,1,6,0,2,0,0,6,0,2,12,1,2,-1.8,92.893,-46.2,1.25,5099.1,0
34107,30,1,1,2,0,1,1,1,6,4,3,999,0,1,-1.8,92.893,-46.2,1.281,5099.1,0
23496,40,0,1,6,0,0,0,0,1,2,11,999,0,1,1.4,93.444,-36.1,4.962,5228.1,0
31541,35,0,2,3,0,2,2,0,6,2,1,999,1,0,-1.8,92.893,-46.2,1.327,5099.1,0
12609,42,0,1,6,0,2,0,0,3,1,2,999,0,1,1.4,93.918,-42.7,4.96,5228.1,0
34346,42,1,1,2,0,0,0,1,6,2,1,999,0,1,-1.8,92.893,-46.2,1.266,5099.1,0
29945,34,1,1,2,0,0,0,0,0,1,4,999,1,0,-1.8,93.075,-47.1,1.405,5099.1,0
4142,46,1,1,2,0,2,0,1,6,1,5,999,0,1,1.1,93.994,-36.4,4.8580000000000005,5191.0,0
22025,43,0,1,6,0,0,0,0,1,4,1,999,0,1,1.4,93.444,-36.1,4.964,5228.1,0
9842,56,9,1,0,1,0,0,1,4,4,1,999,0,1,1.4,94.465,-41.8,4.959,5228.1,0
11020,38,4,1,7,1,0,0,1,4,4,9,999,0,1,1.4,94.465,-41.8,4.962,5228.1,1
24379,42,0,1,3,0,0,0,0,7,1,2,999,1,0,-0.1,93.2,-42.0,4.191,5195.8,1
29862,57,6,1,0,0,2,0,1,0,1,3,999,1,0,-1.8,93.075,-47.1,1.405,5099.1,0
31615,43,1,2,2,0,2,0,0,6,2,4,999,0,1,-1.8,92.893,-46.2,1.327,5099.1,0
5508,52,1,1,2,1,2,0,1,6,1,1,999,0,1,1.1,93.994,-36.4,4.857,5191.0,0
13614,25,0,2,3,0,2,0,0,3,2,4,999,0,1,1.4,93.918,-42.7,4.963,5228.1,0
328,35,1,1,2,1,0,0,1,6,1,2,999,0,1,1.1,93.994,-36.4,4.857,5191.0,0
31190,35,1,2,2,0,2,0,0,6,4,1,999,0,1,-1.8,92.893,-46.2,1.334,5099.1,0
11391,43,7,1,3,1,2,0,1,4,0,2,999,0,1,1.4,94.465,-41.8,4.959,5228.1,0
34756,29,1,2,0,1,2,0,1,6,2,3,999,0,1,-1.8,92.893,-46.2,1.266,5099.1,0
34170,26,8,2,3,0,2,0,0,6,4,2,999,1,0,-1.8,92.893,-46.2,1.281,5099.1,0
4173,32,4,2,0,0,0,0,1,6,1,7,999,0,1,1.1,93.994,-36.4,4.8580000000000005,5191.0,0
27054,48,4,1,6,0,0,2,0,7,0,1,999,1,0,-0.1,93.2,-42.0,4.021,5195.8,1
25329,38,4,1,2,0,2,0,0,7,3,3,999,0,1,-0.1,93.2,-42.0,4.1530000000000005,5195.8,0
36471,31,7,1,3,0,0,0,0,4,4,4,999,0,1,-2.9,92.963,-40.8,1.26,5076.2,1
3873,24,8,2,6,0,2,2,1,6,0,3,999,0,1,1.1,93.994,-36.4,4.859,5191.0,0
16821,23,1,2,2,0,2,0,0,3,2,2,999,0,1,1.4,93.918,-42.7,4.962,5228.1,0
18201,30,1,2,3,0,2,0,0,3,4,7,999,0,1,1.4,93.918,-42.7,4.963,5228.1,0
20502,39,6,1,2,0,0,0,0,1,3,4,999,0,1,1.4,93.444,-36.1,4.966,5228.1,0
27044,50,1,0,5,0,2,2,0,7,0,1,999,0,1,-0.1,93.2,-42.0,4.021,5195.8,0
29925,55,0,1,6,0,2,2,0,0,1,3,999,0,1,-1.8,93.075,-47.1,1.405,5099.1,0
38974,48,0,1,3,1,0,2,0,2,2,1,8,1,2,-3.0,92.713,-33.0,0.72,5023.5,1
28800,45,2,1,6,0,2,0,0,0,2,2,999,0,1,-1.8,93.075,-47.1,1.41,5099.1,0
12863,48,9,0,5,0,2,0,0,3,3,1,999,0,1,1.4,93.918,-42.7,4.962,5228.1,0
31476,38,6,1,2,0,0,0,0,6,4,4,999,1,0,-1.8,92.893,-46.2,1.334,5099.1,0
20348,41,6,1,6,0,2,0,0,1,3,1,999,0,1,1.4,93.444,-36.1,4.966,5228.1,0
764,38,9,1,5,0,0,0,1,6,4,2,999,0,1,1.1,93.994,-36.4,4.856,5191.0,0
7075,45,9,0,5,0,0,0,1,6,2,7,999,0,1,1.1,93.994,-36.4,4.86,5191.0,0
36074,32,9,1,5,0,2,0,0,6,3,1,999,0,1,-1.8,92.893,-46.2,1.266,5099.1,1
7201,45,0,1,2,0,2,0,1,6,2,2,999,0,1,1.1,93.994,-36.4,4.86,5191.0,0
26375,33,4,2,5,0,2,0,0,7,2,6,999,0,1,-0.1,93.2,-42.0,4.0760000000000005,5195.8,0
16465,48,7,1,2,0,2,0,0,3,4,1,999,0,1,1.4,93.918,-42.7,4.963,5228.1,0
4623,55,9,1,3,0,2,0,1,6,3,1,999,0,1,1.1,93.994,-36.4,4.856,5191.0,1
35194,60,0,0,3,1,2,0,0,6,0,1,999,1,0,-1.8,92.893,-46.2,1.25,5099.1,0
685,38,1,1,2,0,2,0,1,6,3,2,999,0,1,1.1,93.994,-36.4,4.857,5191.0,0
11765,56,9,1,7,0,0,0,1,4,0,4,999,0,1,1.4,94.465,-41.8,4.959,5228.1,0
31442,29,1,2,5,0,2,0,0,6,4,3,999,0,1,-1.8,92.893,-46.2,1.334,5099.1,0
31246,57,4,1,6,0,0,0,0,6,4,1,999,0,1,-1.8,92.893,-46.2,1.334,5099.1,1
32352,37,1,1,3,0,0,0,0,6,0,1,999,2,0,-1.8,92.893,-46.2,1.3130000000000002,5099.1,0
13288,29,9,1,5,0,2,0,0,3,4,2,999,0,1,1.4,93.918,-42.7,4.962,5228.1,0
4650,32,1,1,2,0,2,0,1,6,4,28,999,0,1,1.1,93.994,-36.4,4.8580000000000005,5191.0,0
1170,40,0,2,3,0,2,0,1,6,2,1,999,0,1,1.1,93.994,-36.4,4.855,5191.0,0
28698,41,1,1,0,0,0,0,0,0,2,1,999,1,0,-1.8,93.075,-47.1,1.41,5099.1,0
9850,22,9,1,2,1,0,0,1,4,4,1,999,0,1,1.4,94.465,-41.8,4.959,5228.1,0
31021,48,1,2,0,0,0,0,0,6,3,1,999,0,1,-1.8,92.893,-46.2,1.344,5099.1,0
17230,30,9,1,3,0,0,0,0,3,0,26,999,0,1,1.4,93.918,-42.7,4.962,5228.1,0
8190,34,0,1,6,0,2,0,1,4,3,2,999,0,1,1.4,94.465,-41.8,4.864,5228.1,0
32672,34,1,1,2,0,0,0,0,6,1,1,999,1,0,-1.8,92.893,-46.2,1.2990000000000002,5099.1,0
26924,32,0,2,6,0,0,2,0,7,2,2,999,1,0,-0.1,93.2,-42.0,4.0760000000000005,5195.8,0
31627,33,6,0,6,0,2,0,0,6,2,1,999,0,1,-1.8,92.893,-46.2,1.327,5099.1,0
38602,41,0,2,3,0,0,0,0,7,1,2,999,1,0,-3.4,92.649,-30.1,0.722,5017.5,0
34656,33,0,0,6,0,1,1,1,6,2,1,999,0,1,-1.8,92.893,-46.2,1.266,5099.1,0
27508,35,0,2,6,0,0,0,0,7,0,2,999,0,1,-0.1,93.2,-42.0,4.021,5195.8,0
10311,47,7,1,7,1,0,0,1,4,1,2,999,0,1,1.4,94.465,-41.8,4.96,5228.1,0
620,46,0,0,6,0,2,2,1,6,3,1,999,0,1,1.1,93.994,-36.4,4.857,5191.0,0
653,39,1,1,2,0,0,2,1,6,3,2,999,0,1,1.1,93.994,-36.4,4.857,5191.0,0
30633,31,7,1,3,1,0,0,1,6,1,3,999,0,1,-1.8,92.893,-46.2,1.354,5099.1,0
39869,60,3,1,0,0,2,0,0,4,3,3,999,1,0,-1.7,94.055,-39.8,0.723,4991.6,1
387,48,3,1,1,1,2,2,1,6,3,4,999,0,1,1.1,93.994,-36.4,4.857,5191.0,0
12191,40,1,1,2,0,0,2,1,3,3,2,999,0,1,1.4,93.918,-42.7,4.955,5228.1,1
22077,44,9,0,5,1,0,0,0,1,4,2,999,0,1,1.4,93.444,-36.1,4.964,5228.1,0
4008,41,1,1,2,0,0,0,1,6,1,1,999,0,1,1.1,93.994,-36.4,4.8580000000000005,5191.0,0
2035,45,10,1,3,1,0,0,1,6,1,2,999,0,1,1.1,93.994,-36.4,4.857,5191.0,0
17233,38,1,1,3,0,0,0,0,3,0,2,999,0,1,1.4,93.918,-42.7,4.962,5228.1,0
24931,52,0,0,6,0,2,2,0,7,3,1,999,0,1,-0.1,93.2,-42.0,4.1530000000000005,5195.8,0
13045,43,0,1,6,0,0,0,0,3,3,2,999,0,1,1.4,93.918,-42.7,4.962,5228.1,0
17084,40,0,1,6,0,2,0,0,3,0,1,999,0,1,1.4,93.918,-42.7,4.962,5228.1,0
17647,49,9,1,6,0,0,0,0,3,1,15,999,0,1,1.4,93.918,-42.7,4.962,5228.1,0
31266,34,1,1,7,0,0,2,0,6,4,2,999,0,1,-1.8,92.893,-46.2,1.334,5099.1,0
24466,42,0,1,3,1,0,0,0,7,1,1,999,0,1,-0.1,93.2,-42.0,4.191,5195.8,0
13782,26,3,2,3,1,2,0,0,3,2,1,999,0,1,1.4,93.918,-42.7,4.963,5228.1,0
27017,58,5,0,5,0,0,0,0,7,0,2,999,0,1,-0.1,93.2,-42.0,4.021,5195.8,0
30943,36,1,0,2,1,2,0,1,6,3,2,999,0,1,-1.8,92.893,-46.2,1.344,5099.1,0
413,57,5,3,0,0,0,0,1,6,3,1,999,0,1,1.1,93.994,-36.4,4.857,5191.0,0
13946,30,0,1,6,0,0,2,1,3,0,2,999,0,1,1.4,93.918,-42.7,4.963,5228.1,0
3831,32,7,1,3,0,0,0,1,6,0,5,999,0,1,1.1,93.994,-36.4,4.859,5191.0,0
9372,60,6,1,5,1,0,0,1,4,0,1,999,0,1,1.4,94.465,-41.8,4.967,5228.1,0
24672,36,7,1,3,0,0,0,0,7,1,2,999,0,1,-0.1,93.2,-42.0,4.191,5195.8,0
38352,34,4,1,6,0,2,0,0,8,0,1,2,1,2,-3.4,92.431,-26.9,0.7390000000000001,5017.5,0
29946,39,1,1,0,0,2,0,0,0,1,3,999,0,1,-1.8,93.075,-47.1,1.405,5099.1,0
4928,34,7,1,3,1,2,0,1,6,4,7,999,0,1,1.1,93.994,-36.4,4.8580000000000005,5191.0,0
39239,55,0,1,3,0,2,0,0,5,4,2,999,1,0,-1.8,93.369,-34.8,0.6509999999999999,5008.7,1
17855,49,0,2,6,0,0,0,0,3,3,6,999,0,1,1.4,93.918,-42.7,4.961,5228.1,0
17576,54,0,0,7,0,2,2,0,3,1,7,999,0,1,1.4,93.918,-42.7,4.962,5228.1,0
18817,54,9,1,2,0,0,2,0,3,2,9,999,0,1,1.4,93.918,-42.7,4.968,5228.1,0
1085,42,4,1,1,0,2,2,1,6,4,3,999,0,1,1.1,93.994,-36.4,4.856,5191.0,0
9701,26,0,2,3,0,2,0,1,4,1,2,999,0,1,1.4,94.465,-41.8,4.961,5228.1,0
13260,40,1,1,0,1,1,1,1,3,4,1,999,0,1,1.4,93.918,-42.7,4.962,5228.1,0
16702,26,7,2,3,0,2,0,0,3,4,3,999,0,1,1.4,93.918,-42.7,4.963,5228.1,0
28577,36,3,1,0,0,2,0,0,0,4,7,999,0,1,-1.8,93.075,-47.1,1.415,5099.1,0
36990,56,5,1,3,0,2,0,0,3,0,1,999,0,1,-2.9,92.469,-33.6,1.0590000000000002,5076.2,0
28292,38,0,1,3,0,0,2,0,0,4,1,999,1,0,-1.8,93.075,-47.1,1.445,5099.1,0
16037,35,1,0,0,0,2,0,0,3,3,1,999,0,1,1.4,93.918,-42.7,4.961,5228.1,0
19230,46,1,1,2,1,0,0,0,1,4,1,999,0,1,1.4,93.444,-36.1,4.967,5228.1,0
40194,78,5,1,0,0,0,0,0,3,1,1,999,0,1,-1.7,94.215,-40.3,0.87,4991.6,1
4712,32,4,2,6,0,2,0,1,6,4,1,999,0,1,1.1,93.994,-36.4,4.8580000000000005,5191.0,0
37729,34,9,2,7,0,2,0,0,1,2,2,3,1,2,-2.9,92.201,-31.4,0.851,5076.2,1
12598,28,7,2,3,0,2,0,0,3,1,1,999,0,1,1.4,93.918,-42.7,4.96,5228.1,0
36703,25,9,2,6,0,2,0,0,4,0,2,3,1,2,-2.9,92.963,-40.8,1.268,5076.2,0
35398,43,1,2,3,0,0,0,0,6,0,2,999,0,1,-1.8,92.893,-46.2,1.25,5099.1,0
15932,35,1,2,0,1,0,0,0,3,1,4,999,0,1,1.4,93.918,-42.7,4.96,5228.1,0
27145,57,3,1,0,0,0,0,0,7,0,1,999,0,1,-0.1,93.2,-42.0,4.021,5195.8,0
30845,36,0,2,3,0,2,0,0,6,3,1,999,1,0,-1.8,92.893,-46.2,1.344,5099.1,0
27711,26,8,2,2,0,2,0,0,5,1,2,999,0,1,-1.8,92.843,-50.0,1.811,5099.1,1
25830,40,9,1,5,0,2,0,0,7,4,1,999,0,1,-0.1,93.2,-42.0,4.12,5195.8,0
8545,58,1,0,7,0,2,0,1,4,4,1,999,0,1,1.4,94.465,-41.8,4.864,5228.1,0
20535,35,9,2,6,0,0,0,0,1,3,4,999,0,1,1.4,93.444,-36.1,4.966,5228.1,0
14440,46,9,0,5,0,0,0,0,3,3,3,999,0,1,1.4,93.918,-42.7,4.961,5228.1,0
9578,44,1,2,0,0,0,0,1,4,1,1,999,0,1,1.4,94.465,-41.8,4.961,5228.1,0
28129,37,9,0,2,0,2,0,0,0,1,1,999,1,0,-1.8,93.075,-47.1,1.466,5099.1,0
29232,34,1,1,5,0,0,0,0,0,0,2,999,0,1,-1.8,93.075,-47.1,1.405,5099.1,0
11422,56,9,1,5,1,0,0,1,4,0,1,999,0,1,1.4,94.465,-41.8,4.959,5228.1,0
29976,54,4,1,6,0,2,0,0,0,3,1,999,0,1,-1.8,93.075,-47.1,1.405,5099.1,0
40178,51,0,1,6,0,0,2,0,3,0,1,999,0,1,-1.7,94.215,-40.3,0.861,4991.6,1
35852,27,0,2,6,0,2,0,0,6,0,1,999,0,1,-1.8,92.893,-46.2,1.259,5099.1,0
20697,54,1,1,0,1,2,0,0,1,4,1,999,0,1,1.4,93.444,-36.1,4.965,5228.1,0
35309,31,0,2,2,0,2,2,0,6,0,4,999,0,1,-1.8,92.893,-46.2,1.25,5099.1,0
31525,38,0,2,6,0,0,0,0,6,2,2,999,0,1,-1.8,92.893,-46.2,1.327,5099.1,0
1211,28,0,2,5,0,0,0,1,6,2,1,999,0,1,1.1,93.994,-36.4,4.855,5191.0,0
12452,50,1,1,0,1,2,0,0,3,1,2,999,0,1,1.4,93.918,-42.7,4.96,5228.1,0
70,41,4,1,1,0,0,0,1,6,1,1,999,0,1,1.1,93.994,-36.4,4.857,5191.0,0
24328,52,4,0,6,0,2,0,0,7,1,1,999,1,0,-0.1,93.2,-42.0,4.191,5195.8,0
27445,36,0,2,3,0,2,2,1,7,0,1,999,0,1,-0.1,93.2,-42.0,4.021,5195.8,0
17682,50,1,1,2,1,2,0,0,3,3,3,999,0,1,1.4,93.918,-42.7,4.961,5228.1,0
923,49,1,2,1,0,2,0,1,6,4,4,999,0,1,1.1,93.994,-36.4,4.856,5191.0,0
30215,59,5,1,0,0,2,0,0,0,2,1,999,1,0,-1.8,93.075,-47.1,1.365,5099.1,1
1902,29,0,2,2,1,0,0,1,6,0,3,999,0,1,1.1,93.994,-36.4,4.855,5191.0,0
39030,56,5,1,0,0,0,0,0,2,2,4,999,0,1,-3.0,92.713,-33.0,0.7140000000000001,5023.5,1
40083,46,0,1,6,0,2,0,0,3,0,3,999,0,1,-1.7,94.215,-40.3,0.8220000000000001,4991.6,1
40134,53,1,2,2,0,0,0,1,3,4,1,6,2,2,-1.7,94.215,-40.3,0.84,4991.6,1
40098,62,9,1,7,0,1,1,0,3,1,3,999,1,0,-1.7,94.215,-40.3,0.8270000000000001,4991.6,1
31750,37,7,1,2,0,0,2,0,6,2,2,999,1,0,-1.8,92.893,-46.2,1.327,5099.1,0
36069,27,7,1,6,0,2,0,0,6,3,1,999,0,1,-1.8,92.893,-46.2,1.266,5099.1,1
37919,26,0,2,6,0,2,0,1,9,2,1,7,1,2,-3.4,92.379,-29.8,0.809,5017.5,1
25165,34,1,1,0,0,0,0,0,7,3,2,999,0,1,-0.1,93.2,-42.0,4.1530000000000005,5195.8,0
34857,31,9,2,6,0,2,0,1,6,0,6,999,1,0,-1.8,92.893,-46.2,1.25,5099.1,0
29671,52,7,1,1,0,2,0,0,0,1,1,999,0,1,-1.8,93.075,-47.1,1.405,5099.1,0
2621,39,1,0,2,1,0,0,1,6,3,2,999,0,1,1.1,93.994,-36.4,4.856,5191.0,0
36296,27,9,1,5,0,2,0,0,4,1,1,999,0,1,-2.9,92.963,-40.8,1.266,5076.2,0
30898,40,1,1,1,0,0,0,0,6,3,1,11,1,2,-1.8,92.893,-46.2,1.344,5099.1,0
13232,55,0,0,3,0,0,0,0,3,4,1,999,0,1,1.4,93.918,-42.7,4.962,5228.1,0
20277,29,0,2,6,0,2,0,0,1,1,5,999,0,1,1.4,93.444,-36.1,4.965,5228.1,0
15523,35,9,2,6,0,2,0,0,3,0,10,999,0,1,1.4,93.918,-42.7,4.957,5228.1,0
4081,33,0,1,6,0,0,0,1,6,1,1,999,0,1,1.1,93.994,-36.4,4.8580000000000005,5191.0,0
39155,38,1,2,3,0,2,0,1,5,4,1,999,0,1,-1.8,93.369,-34.8,0.655,5008.7,1
28211,39,0,1,3,0,2,0,1,0,3,1,999,0,1,-1.8,93.075,-47.1,1.453,5099.1,0
12677,32,0,0,3,0,2,0,0,3,1,1,999,0,1,1.4,93.918,-42.7,4.96,5228.1,0
29363,39,4,2,6,0,0,0,0,0,0,2,999,1,0,-1.8,93.075,-47.1,1.405,5099.1,0
21629,31,0,1,6,0,0,0,0,1,3,1,999,0,1,1.4,93.444,-36.1,4.963,5228.1,0
35313,30,0,2,6,0,0,0,1,6,0,3,999,0,1,-1.8,92.893,-46.2,1.25,5099.1,0
23080,37,9,0,5,0,0,0,0,1,3,2,999,0,1,1.4,93.444,-36.1,4.965,5228.1,0
21753,43,4,1,6,0,2,0,0,1,3,7,999,0,1,1.4,93.444,-36.1,4.963,5228.1,0
34154,44,10,0,2,0,0,0,1,6,4,3,999,0,1,-1.8,92.893,-46.2,1.281,5099.1,0
37446,42,9,1,5,0,2,0,0,1,4,1,999,0,1,-2.9,92.201,-31.4,0.879,5076.2,0
34941,41,1,1,1,0,2,0,0,6,0,1,999,0,1,-1.8,92.893,-46.2,1.25,5099.1,0
17365,47,9,2,5,0,2,0,0,3,1,3,999,0,1,1.4,93.918,-42.7,4.962,5228.1,1
23140,38,0,1,6,0,0,0,0,1,3,1,999,0,1,1.4,93.444,-36.1,4.965,5228.1,0
37139,24,8,2,3,0,2,0,0,1,3,1,999,0,1,-2.9,92.201,-31.4,0.884,5076.2,0
7810,44,6,0,3,0,2,0,1,4,1,1,999,0,1,1.4,94.465,-41.8,4.865,5228.1,0
34894,30,0,2,6,0,0,0,0,6,0,1,999,1,0,-1.8,92.893,-46.2,1.25,5099.1,0
11286,60,2,1,0,0,0,0,1,4,2,3,999,0,1,1.4,94.465,-41.8,4.961,5228.1,0
2999,42,1,1,0,0,2,2,1,6,4,5,999,0,1,1.1,93.994,-36.4,4.859,5191.0,0
2636,52,4,1,0,1,2,0,1,6,3,2,999,0,1,1.1,93.994,-36.4,4.856,5191.0,0
19654,37,3,1,3,1,0,0,0,1,2,1,999,0,1,1.4,93.444,-36.1,4.968,5228.1,0
32943,32,1,1,1,0,2,0,0,6,1,2,999,0,1,-1.8,92.893,-46.2,1.2990000000000002,5099.1,0
10337,53,0,1,6,0,0,0,1,4,1,19,999,0,1,1.4,94.465,-41.8,4.96,5228.1,0
5419,34,4,1,7,0,2,0,1,6,0,16,999,0,1,1.1,93.994,-36.4,4.857,5191.0,0
23447,47,9,1,6,0,2,0,0,1,4,7,999,0,1,1.4,93.444,-36.1,4.964,5228.1,0
20395,32,9,1,6,0,2,0,0,1,3,2,999,0,1,1.4,93.444,-36.1,4.966,5228.1,1
19637,47,4,1,6,0,0,0,0,1,2,1,999,0,1,1.4,93.444,-36.1,4.968,5228.1,0
762,37,7,1,3,0,2,0,1,6,4,2,999,0,1,1.1,93.994,-36.4,4.856,5191.0,0
33656,36,1,1,2,1,2,0,1,6,4,1,999,1,0,-1.8,92.893,-46.2,1.281,5099.1,0
38577,82,5,2,0,0,2,0,0,8,2,2,999,0,1,-3.4,92.431,-26.9,0.722,5017.5,0
18414,38,0,1,3,0,0,2,0,3,2,3,999,0,1,1.4,93.918,-42.7,4.968,5228.1,0
19647,52,9,0,3,0,2,0,0,1,2,1,999,0,1,1.4,93.444,-36.1,4.968,5228.1,0
18250,35,9,1,3,1,0,0,0,3,4,1,999,0,1,1.4,93.918,-42.7,4.963,5228.1,0
40953,48,9,1,5,0,2,0,0,8,2,1,999,0,1,-1.1,94.601,-49.5,0.987,4963.6,0
4744,38,4,1,6,0,2,0,1,6,4,2,999,0,1,1.1,93.994,-36.4,4.8580000000000005,5191.0,0
459,40,1,1,1,0,0,2,1,6,3,1,999,0,1,1.1,93.994,-36.4,4.857,5191.0,0
35444,43,0,2,3,0,2,0,0,6,1,3,999,0,1,-1.8,92.893,-46.2,1.244,5099.1,0
29206,30,7,2,3,1,2,0,1,0,0,1,999,0,1,-1.8,93.075,-47.1,1.405,5099.1,0
19160,38,9,1,3,0,0,0,0,1,3,2,999,0,1,1.4,93.444,-36.1,4.968,5228.1,0
21943,32,9,1,6,1,0,0,0,1,4,2,999,0,1,1.4,93.444,-36.1,4.964,5228.1,0
5941,30,7,1,3,0,2,0,1,6,3,1,999,0,1,1.1,93.994,-36.4,4.857,5191.0,0
14553,36,1,1,0,1,0,0,0,3,3,3,999,0,1,1.4,93.918,-42.7,4.961,5228.1,1
1943,56,7,0,3,1,0,0,1,6,0,2,999,0,1,1.1,93.994,-36.4,4.855,5191.0,0
8161,36,7,2,1,1,0,0,1,4,3,1,999,0,1,1.4,94.465,-41.8,4.864,5228.1,0
16,35,1,1,1,0,2,0,1,6,1,1,999,0,1,1.1,93.994,-36.4,4.857,5191.0,0
27097,47,4,1,6,0,0,0,0,7,0,2,999,0,1,-0.1,93.2,-42.0,4.021,5195.8,0
