age,job,marital,education,default,housing,loan,contact,month,day_of_week,duration,campaign,pdays,previous,poutcome,emp.var.rate,cons.price.idx,cons.conf.idx,euribor3m,nr.employed,target
51,5,0,5,0,2,0,0,3,1,70,3,999,0,1,1.4,93.918,-42.7,4.962,5228.1,0
58,5,1,6,1,0,0,0,1,3,587,1,999,0,1,1.4,93.444,-36.1,4.963,5228.1,0
36,0,1,6,1,0,0,0,1,2,111,1,999,0,1,1.4,93.444,-36.1,4.968,5228.1,0
44,0,2,6,0,2,0,0,7,4,132,1,999,0,1,-0.1,93.2,-42.0,4.12,5195.8,0
34,0,2,6,0,2,2,0,5,3,301,1,3,2,2,-1.8,93.369,-34.8,0.652,5008.7,1
55,11,1,0,0,2,0,0,3,2,1298,1,999,0,1,1.4,93.918,-42.7,4.962,5228.1,1
41,7,1,3,0,2,0,0,3,1,56,8,999,0,1,1.4,93.918,-42.7,4.962,5228.1,0
38,0,1,6,1,2,0,0,1,0,273,5,999,0,1,1.4,93.444,-36.1,4.966,5228.1,0
37,9,1,6,0,2,0,0,1,1,121,2,999,0,1,1.4,93.444,-36.1,4.965,5228.1,0
37,0,1,6,1,2,0,1,6,1,214,1,999,0,1,1.1,93.994,-36.4,4.857,5191.0,0
30,1,1,2,0,0,0,1,6,2,644,2,999,0,1,1.1,93.994,-36.4,4.86,5191.0,0
44,1,1,1,1,0,0,0,1,2,145,1,999,0,1,1.4,93.444,-36.1,4.964,5228.1,0
35,6,1,6,0,0,0,0,3,2,1175,2,999,0,1,1.4,93.918,-42.7,4.958,5228.1,1
27,0,2,3,0,0,0,1,3,2,135,3,999,0,1,1.4,93.918,-42.7,4.968,5228.1,0
32,9,2,3,0,0,0,1,3,4,40,5,999,0,1,1.4,93.918,-42.7,4.963,5228.1,0
31,8,2,7,1,0,0,0,0,2,102,1,999,1,0,-1.8,93.075,-47.1,1.41,5099.1,0
55,7,0,3,1,2,2,0,3,3,47,7,999,0,1,1.4,93.918,-42.7,4.962,5228.1,0
44,2,0,6,0,2,0,0,0,2,580,1,999,1,0,-1.8,93.075,-47.1,1.41,5099.1,0
38,1,1,2,0,2,0,0,7,4,112,1,999,1,0,-0.1,93.2,-42.0,4.12,5195.8,0
45,1,2,1,0,2,0,1,6,4,129,5,999,0,1,1.1,93.994,-36.4,4.856,5191.0,0
33,1,1,2,0,0,0,1,6,1,68,2,999,0,1,1.1,93.994,-36.4,4.857,5191.0,0
39,6,1,2,0,0,0,0,1,3,139,4,999,0,1,1.4,93.444,-36.1,4.966,5228.1,0
34,7,1,5,0,2,0,0,6,1,72,5,999,0,1,-1.8,92.893,-46.2,1.354,5099.1,0
47,2,2,6,1,2,0,1,4,0,39,3,999,0,1,1.4,94.465,-41.8,4.959,5228.1,0
52,3,1,1,0,0,0,0,1,3,144,1,999,0,1,1.4,93.444,-36.1,4.966,5228.1,0
27,6,1,6,0,0,0,1,3,4,215,3,999,0,1,1.4,93.918,-42.7,4.963,5228.1,0
56,1,1,0,1,0,0,1,6,1,136,1,999,0,1,1.1,93.994,-36.4,4.857,5191.0,0
43,0,2,6,0,0,0,0,7,4,97,1,999,0,1,-0.1,93.2,-42.0,4.12,5195.8,0
48,2,1,6,0,0,0,0,0,2,294,2,2,1,2,-1.8,93.075,-47.1,1.365,5099.1,1
46,9,1,2,0,2,0,0,7,3,226,1,999,1,0,-0.1,93.2,-42.0,4.153,5195.8,0
54,5,2,0,0,2,0,0,3,2,392,4,999,0,1,-1.7,94.215,-40.3,0.846,4991.6,0
30,1,2,2,1,2,0,1,6,2,578,3,999,0,1,1.1,93.994,-36.4,4.86,5191.0,0
31,0,1,6,1,0,0,0,1,4,150,5,999,0,1,1.4,93.444,-36.1,4.964,5228.1,0
33,0,1,6,0,2,0,0,7,3,318,2,3,3,2,-3.4,92.649,-30.1,0.715,5017.5,1
27,1,2,1,0,0,2,0,3,3,153,1,999,0,1,1.4,93.918,-42.7,4.961,5228.1,0
50,7,2,3,0,0,0,0,3,4,81,1,999,0,1,1.4,93.918,-42.7,4.963,5228.1,0
31,0,1,6,0,2,0,0,7,2,395,1,999,0,1,-0.1,93.2,-42.0,4.076,5195.8,0
33,7,2,3,0,2,0,0,0,1,44,3,999,0,1,-1.8,93.075,-47.1,1.392,5099.1,0
40,1,1,0,1,0,0,1,6,2,144,5,999,0,1,1.1,93.994,-36.4,4.86,5191.0,0
35,9,1,5,0,0,0,0,1,0,222,6,999,0,1,1.4,93.444,-36.1,4.964,5228.1,0
30,0,1,6,0,0,0,0,1,1,180,1,999,0,1,1.4,93.444,-36.1,4.963,5228.1,0
34,0,2,3,0,2,0,0,7,1,121,2,999,1,0,-3.4,92.649,-30.1,0.722,5017.5,1
34,7,1,3,0,0,0,0,6,3,222,3,999,0,1,-1.8,92.893,-46.2,1.266,5099.1,0
44,1,1,1,0,2,0,0,0,2,304,1,999,0,1,-1.8,93.075,-47.1,1.41,5099.1,0
49,10,1,3,1,2,0,0,1,0,112,2,999,0,1,1.4,93.444,-36.1,4.964,5228.1,0
57,9,1,3,0,2,0,0,0,4,99,1,999,0,1,-1.8,93.075,-47.1,1.415,5099.1,0
46,1,1,1,0,0,0,0,3,2,130,1,999,0,1,1.4,93.918,-42.7,4.962,5228.1,0
25,1,1,2,0,2,0,0,3,4,497,5,999,0,1,1.4,93.918,-42.7,4.963,5228.1,0
28,1,1,2,0,0,0,0,3,3,143,5,999,0,1,1.4,93.918,-42.7,4.961,5228.1,0
44,1,1,2,1,2,0,0,3,1,162,2,999,0,1,1.4,93.918,-42.7,4.96,5228.1,0
30,9,0,5,0,0,0,0,3,4,180,1,999,0,1,1.4,93.918,-42.7,4.963,5228.1,0
36,0,1,3,1,2,2,0,6,1,47,4,999,0,1,-1.8,92.893,-46.2,1.244,5099.1,0
34,0,1,3,1,0,0,0,6,1,186,1,999,0,1,-1.8,92.893,-46.2,1.244,5099.1,0
36,1,1,2,0,0,2,1,4,4,920,1,999,0,1,1.4,94.465,-41.8,4.864,5228.1,1
33,1,1,2,1,2,0,1,6,3,408,2,999,1,0,-1.8,92.893,-46.2,1.344,5099.1,0
43,4,1,6,0,2,0,0,1,3,343,7,999,0,1,1.4,93.444,-36.1,4.963,5228.1,0
51,7,1,7,1,0,0,1,6,0,25,2,999,0,1,1.1,93.994,-36.4,4.857,5191.0,0
29,2,1,0,1,0,0,0,6,1,494,3,999,0,1,-1.8,92.893,-46.2,1.299,5099.1,0
44,1,0,1,0,0,0,1,6,1,55,2,999,0,1,1.1,93.994,-36.4,4.857,5191.0,0
40,0,1,6,0,2,2,0,1,3,117,1,999,0,1,1.4,93.444,-36.1,4.966,5228.1,0
28,8,2,6,0,0,0,0,6,0,81,1,999,1,0,-1.8,92.893,-46.2,1.313,5099.1,0
36,0,1,3,0,0,0,0,3,3,383,6,999,0,1,-2.9,92.469,-33.6,0.908,5076.2,0
47,1,1,1,1,0,0,0,3,0,51,1,999,0,1,1.4,93.918,-42.7,4.962,5228.1,0
41,9,0,6,0,0,0,0,1,2,86,1,999,0,1,1.4,93.444,-36.1,4.968,5228.1,0
43,0,1,3,0,0,2,0,3,1,111,1,999,0,1,1.4,93.918,-42.7,4.96,5228.1,0
31,9,2,6,1,2,0,0,1,4,136,1,999,0,1,1.4,93.444,-36.1,4.964,5228.1,0
27,7,2,3,1,0,0,1,6,0,75,1,999,0,1,1.1,93.994,-36.4,4.855,5191.0,0
50,1,0,5,0,2,0,0,7,3,137,2,9,3,2,-1.1,94.767,-50.8,1.049,4963.6,0
44,0,1,3,0,2,0,0,6,4,150,3,999,2,0,-1.8,92.893,-46.2,1.281,5099.1,0
58,0,1,7,1,2,0,1,4,0,158,5,999,0,1,1.4,94.465,-41.8,4.959,5228.1,0
41,9,1,5,0,0,0,0,5,0,229,2,999,0,1,-1.8,92.843,-50.0,1.531,5099.1,1
29,7,1,3,0,2,0,0,6,2,343,2,999,0,1,-1.8,92.893,-46.2,1.266,5099.1,0
49,9,1,5,1,2,2,0,1,1,148,1,999,0,1,1.4,93.444,-36.1,4.97,5228.1,0
32,9,2,6,0,2,0,0,1,3,297,1,999,0,1,1.4,93.444,-36.1,4.968,5228.1,0
41,1,1,0,0,2,0,0,7,2,81,2,999,0,1,-0.1,93.2,-42.0,4.076,5195.8,0
48,1,1,2,1,0,0,0,3,1,212,4,999,0,1,1.4,93.918,-42.7,4.96,5228.1,0
25,1,2,3,1,2,0,0,6,1,23,1,999,0,1,-1.8,92.893,-46.2,1.299,5099.1,0
51,1,1,2,1,2,0,0,3,3,156,3,999,0,1,1.4,93.918,-42.7,4.961,5228.1,0
41,9,1,1,0,0,0,1,4,2,41,1,999,0,1,1.4,94.465,-41.8,4.866,5228.1,0
33,1,1,3,0,0,0,0,0,1,164,1,999,0,1,-1.8,93.075,-47.1,1.405,5099.1,0
34,0,1,6,0,2,0,0,1,2,137,1,999,0,1,1.4,93.444,-36.1,4.964,5228.1,0
40,6,1,2,1,0,0,0,7,3,53,1,999,1,0,-0.1,93.2,-42.0,4.153,5195.8,0
30,1,1,2,1,2,0,0,6,4,176,1,999,0,1,-1.8,92.893,-46.2,1.334,5099.1,0
34,9,2,5,0,0,0,0,6,1,573,1,999,1,0,-1.8,92.893,-46.2,1.299,5099.1,0
47,9,1,6,0,2,0,0,1,4,206,2,999,0,1,1.4,93.444,-36.1,4.964,5228.1,0
51,1,1,2,1,2,0,1,6,3,162,2,999,0,1,1.1,93.994,-36.4,4.857,5191.0,0
31,9,1,3,0,0,0,0,3,1,75,3,999,0,1,1.4,93.918,-42.7,4.96,5228.1,0
38,11,1,7,0,2,2,0,1,4,60,4,999,0,1,1.4,93.444,-36.1,4.964,5228.1,0
21,8,2,7,0,0,0,1,9,3,9,1,999,0,1,-1.1,94.199,-37.5,0.877,4963.6,0
48,0,1,3,0,2,0,0,1,4,110,2,999,0,1,1.4,93.444,-36.1,4.965,5228.1,0
29,0,2,5,0,2,0,0,0,2,130,2,999,0,1,-1.8,93.075,-47.1,1.365,5099.1,0
31,1,1,0,0,2,0,1,6,4,650,1,999,0,1,1.1,93.994,-36.4,4.856,5191.0,0
56,7,1,0,0,2,2,0,0,1,15,1,999,0,1,-1.8,93.075,-47.1,1.405,5099.1,0
37,2,1,6,0,2,0,0,6,1,79,5,999,0,1,-1.8,92.893,-46.2,1.354,5099.1,0
58,0,0,6,1,2,0,0,1,1,57,2,999,0,1,1.4,93.444,-36.1,4.965,5228.1,0
25,8,2,2,0,0,2,0,6,4,219,1,999,0,1,-1.8,92.893,-46.2,1.334,5099.1,0
45,3,1,0,0,2,0,0,3,3,241,4,999,0,1,1.4,93.918,-42.7,4.961,5228.1,0
49,0,1,6,1,0,0,0,1,2,54,2,999,0,1,1.4,93.444,-36.1,4.962,5228.1,0
30,1,1,0,0,0,0,1,6,4,445,2,999,0,1,1.1,93.994,-36.4,4.858,5191.0,0
44,0,0,3,1,0,0,1,4,3,81,2,999,0,1,1.4,94.465,-41.8,4.961,5228.1,0
32,0,2,2,1,0,0,1,6,2,44,3,999,0,1,1.1,93.994,-36.4,4.86,5191.0,0
34,1,1,5,0,0,0,0,7,3,95,1,999,0,1,-0.1,93.2,-42.0,4.153,5195.8,0
33,0,2,6,0,2,0,0,7,2,77,1,999,0,1,-0.1,93.2,-42.0,4.076,5195.8,0
63,5,1,1,0,2,0,0,8,0,91,2,999,0,1,-3.4,92.431,-26.9,0.752,5017.5,0
49,1,1,2,1,0,0,0,3,2,134,1,999,0,1,1.4,93.918,-42.7,4.962,5228.1,0
50,1,1,7,1,2,0,0,3,2,222,2,999,0,1,1.4,93.918,-42.7,4.958,5228.1,0
50,1,1,7,1,0,0,0,3,2,1275,1,999,0,1,1.4,93.918,-42.7,4.958,5228.1,1
52,4,1,6,0,0,0,0,6,0,404,2,9,1,2,-1.8,93.876,-40.0,0.684,5008.7,1
43,3,1,2,1,0,0,0,3,4,96,1,999,0,1,1.4,93.918,-42.7,4.957,5228.1,0
26,4,2,6,0,0,0,0,5,2,139,1,999,0,1,-1.8,92.843,-50.0,1.65,5099.1,1
21,1,2,2,0,0,0,0,6,1,154,1,999,0,1,-1.8,92.893,-46.2,1.244,5099.1,0
36,9,1,5,0,2,2,1,4,1,37,1,999,0,1,1.4,94.465,-41.8,4.961,5228.1,0
37,1,1,1,1,0,0,1,4,3,714,2,999,0,1,1.4,94.465,-41.8,4.961,5228.1,0
34,11,1,0,0,0,0,1,0,1,151,3,999,0,1,-1.8,93.075,-47.1,1.392,5099.1,0
26,7,0,1,0,0,0,1,6,2,186,1,999,0,1,1.1,93.994,-36.4,4.855,5191.0,0
25,1,1,1,1,2,0,0,3,2,59,3,999,0,1,1.4,93.918,-42.7,4.958,5228.1,0
37,0,2,3,0,2,0,0,3,1,87,1,999,0,1,1.4,93.918,-42.7,4.96,5228.1,0
60,0,2,3,0,0,2,1,6,3,474,2,999,0,1,1.1,93.994,-36.4,4.856,5191.0,0
58,5,0,5,0,2,0,0,7,0,321,3,999,1,0,-0.1,93.2,-42.0,4.021,5195.8,0
24,9,1,5,0,2,0,0,6,2,99,4,999,0,1,-1.8,92.893,-46.2,1.266,5099.1,0
30,9,0,3,0,2,2,1,4,3,131,2,999,0,1,1.4,94.465,-41.8,4.961,5228.1,0
39,7,1,2,0,2,0,1,3,1,543,2,999,0,1,1.4,93.918,-42.7,4.96,5228.1,0
38,7,1,2,0,2,0,0,0,2,220,1,999,1,0,-1.8,93.075,-47.1,1.435,5099.1,0
48,1,1,2,0,0,0,1,6,0,407,14,999,0,1,1.1,93.994,-36.4,4.857,5191.0,0
66,5,1,5,0,0,2,0,5,3,525,1,21,2,0,-1.8,93.369,-34.8,0.655,5008.7,1
34,1,1,0,0,0,0,0,7,2,223,1,999,1,0,-0.1,93.2,-42.0,4.076,5195.8,0
43,4,2,6,0,2,0,1,6,2,140,2,999,0,1,-1.8,92.893,-46.2,1.327,5099.1,0
53,1,1,0,0,0,0,1,6,2,198,3,999,0,1,1.1,93.994,-36.4,4.86,5191.0,0
27,0,2,3,1,2,0,1,4,1,114,1,999,0,1,1.4,94.465,-41.8,4.961,5228.1,0
35,6,1,5,0,0,0,1,6,0,268,2,999,0,1,1.1,93.994,-36.4,4.855,5191.0,0
46,6,1,6,0,2,0,1,6,3,151,5,999,0,1,1.1,93.994,-36.4,4.857,5191.0,0
59,1,1,5,0,0,0,1,8,3,19,1,999,0,1,-0.1,93.798,-40.4,4.968,5195.8,0
29,7,1,7,0,2,2,0,3,4,268,2,999,0,1,1.4,93.918,-42.7,4.957,5228.1,0
36,1,1,2,1,2,0,0,3,2,217,1,999,0,1,1.4,93.918,-42.7,4.963,5228.1,0
33,10,0,2,0,1,1,0,3,1,385,1,999,0,1,1.4,93.918,-42.7,4.96,5228.1,0
43,0,1,6,0,2,0,0,7,1,139,2,999,1,0,-0.1,93.2,-42.0,4.191,5195.8,0
37,9,1,5,0,2,0,1,7,3,164,1,999,0,1,-0.1,93.2,-42.0,4.153,5195.8,0
29,10,0,3,0,0,0,0,8,1,92,1,999,0,1,-3.4,92.431,-26.9,0.743,5017.5,0
37,4,1,6,0,0,0,0,6,0,262,2,999,1,0,-1.8,92.893,-46.2,1.25,5099.1,0
41,0,1,3,0,0,0,1,6,3,635,1,999,0,1,1.1,93.994,-36.4,4.857,5191.0,0
35,0,1,3,0,2,2,1,3,3,157,1,999,0,1,1.4,93.918,-42.7,4.955,5228.1,0
30,0,2,2,0,0,0,0,7,2,106,2,999,1,0,-0.1,93.2,-42.0,4.076,5195.8,0
40,4,1,6,0,1,1,1,4,2,315,1,999,0,1,1.4,94.465,-41.8,4.866,5228.1,0
30,1,1,5,0,2,0,0,6,0,168,4,999,0,1,-1.8,92.893,-46.2,1.25,5099.1,0
34,3,2,0,0,2,0,0,7,3,393,4,999,0,1,-3.4,92.649,-30.1,0.715,5017.5,1
58,5,1,5,1,0,0,1,7,0,28,1,999,0,1,-0.1,93.2,-42.0,4.021,5195.8,0
53,7,0,3,0,2,0,0,7,3,233,1,999,0,1,-0.1,93.2,-42.0,4.153,5195.8,0
59,4,1,0,0,2,0,0,5,1,284,2,999,0,1,-1.8,93.369,-34.8,0.652,5008.7,0
38,9,0,5,0,2,0,0,1,0,73,2,999,0,1,1.4,93.444,-36.1,4.963,5228.1,0
50,1,1,7,1,0,0,0,3,2,200,1,999,0,1,1.4,93.918,-42.7,4.958,5228.1,0
51,7,1,3,1,2,2,1,6,1,94,2,999,0,1,1.1,93.994,-36.4,4.858,5191.0,0
52,1,0,0,0,0,0,0,7,2,200,1,999,0,1,-0.1,93.2,-42.0,4.076,5195.8,0
53,3,1,3,0,2,0,0,4,2,94,2,999,0,1,-2.9,92.963,-40.8,1.26,5076.2,0
49,1,1,2,1,0,0,1,6,3,27,1,999,0,1,1.1,93.994,-36.4,4.857,5191.0,0
57,1,0,7,1,2,0,1,6,0,369,1,999,0,1,1.1,93.994,-36.4,4.857,5191.0,0
28,8,2,3,0,2,0,0,4,1,1144,2,999,0,1,-2.9,92.963,-40.8,1.266,5076.2,1
35,0,1,6,0,0,2,0,9,4,242,2,999,1,0,-1.1,94.199,-37.5,0.886,4963.6,0
28,1,1,2,0,0,2,0,3,1,165,2,999,0,1,1.4,93.918,-42.7,4.96,5228.1,0
57,7,0,3,1,2,0,1,4,1,80,4,999,0,1,1.4,94.465,-41.8,4.96,5228.1,0
31,0,1,6,0,0,0,0,6,1,213,1,999,1,0,-1.8,92.893,-46.2,1.244,5099.1,0
41,4,1,6,1,0,0,1,6,3,174,2,999,0,1,1.1,93.994,-36.4,4.857,5191.0,0
36,1,1,2,0,2,0,0,3,1,80,3,999,0,1,1.4,93.918,-42.7,4.962,5228.1,0
36,1,1,7,0,0,0,1,6,3,257,1,999,0,1,-1.8,92.893,-46.2,1.291,5099.1,0
41,1,0,1,0,0,0,0,3,0,159,1,999,0,1,1.4,93.918,-42.7,4.963,5228.1,0
29,0,2,6,0,0,0,0,4,1,114,1,999,0,1,-2.9,92.963,-40.8,1.266,5076.2,1
51,0,1,6,0,2,0,0,1,3,112,7,999,0,1,1.4,93.444,-36.1,4.965,5228.1,0
50,9,1,3,0,2,0,0,1,2,50,3,999,0,1,1.4,93.444,-36.1,4.964,5228.1,0
43,1,1,2,1,2,0,1,6,0,226,2,999,0,1,1.1,93.994,-36.4,4.864,5191.0,0
61,5,1,3,0,2,0,0,6,1,104,5,999,0,1,-1.8,92.893,-46.2,1.354,5099.1,0
34,7,0,2,0,2,0,0,6,1,465,1,999,0,1,-1.8,92.893,-46.2,1.299,5099.1,0
38,0,1,3,0,0,0,1,3,3,5,1,999,1,0,-1.7,94.215,-40.3,0.876,4991.6,0
46,1,1,2,1,2,0,1,0,1,125,3,999,1,0,-1.8,93.075,-47.1,1.466,5099.1,0
36,1,2,1,0,2,0,0,6,2,329,1,999,0,1,-1.8,92.893,-46.2,1.266,5099.1,0
23,1,2,3,0,0,0,0,6,1,380,2,999,1,0,-1.8,92.893,-46.2,1.244,5099.1,0
48,7,1,3,1,0,0,1,6,3,162,1,999,0,1,1.1,93.994,-36.4,4.856,5191.0,0
36,10,1,1,0,2,0,0,7,3,144,1,999,0,1,-0.1,93.2,-42.0,4.153,5195.8,0
54,5,0,0,0,2,0,1,6,3,276,2,999,0,1,1.1,93.994,-36.4,4.856,5191.0,0
20,8,2,2,0,0,0,0,1,4,98,2,999,0,1,-2.9,92.201,-31.4,0.854,5076.2,0
57,5,1,0,1,0,2,0,3,1,65,5,999,0,1,1.4,93.918,-42.7,4.962,5228.1,0
35,1,1,1,0,0,0,1,6,4,404,5,999,0,1,1.1,93.994,-36.4,4.856,5191.0,0
28,0,2,6,0,2,0,1,6,0,286,5,999,0,1,1.1,93.994,-36.4,4.855,5191.0,0
24,0,2,3,0,0,0,1,3,4,41,6,999,0,1,1.4,93.918,-42.7,4.957,5228.1,0
36,2,1,6,0,0,0,1,6,1,410,4,999,0,1,-1.8,92.893,-46.2,1.354,5099.1,1
47,3,2,2,0,0,0,0,7,2,128,1,999,0,1,-0.1,93.2,-42.0,4.076,5195.8,0
54,4,1,3,0,0,0,0,1,1,725,4,999,0,1,1.4,93.444,-36.1,4.963,5228.1,0
36,1,1,2,0,2,0,1,6,2,55,2,999,0,1,1.1,93.994,-36.4,4.86,5191.0,0
33,0,1,6,0,0,0,0,0,2,157,6,999,0,1,-1.8,93.749,-34.6,0.659,5008.7,0
28,9,0,5,1,2,0,1,6,2,174,1,999,0,1,1.1,93.994,-36.4,4.86,5191.0,0
35,0,0,3,0,2,0,0,6,2,406,2,999,0,1,-1.8,92.893,-46.2,1.266,5099.1,0
31,0,1,3,0,2,0,1,6,4,160,1,999,0,1,1.1,93.994,-36.4,4.858,5191.0,0
34,0,2,3,0,2,0,0,6,0,217,6,999,1,0,-1.8,92.893,-46.2,1.25,5099.1,0
44,1,1,2,0,2,0,0,3,2,121,1,999,0,1,1.4,93.918,-42.7,4.963,5228.1,0
36,0,2,3,0,2,0,0,6,3,479,1,999,0,1,-1.8,92.893,-46.2,1.344,5099.1,0
32,9,1,6,0,2,0,0,1,3,83,2,999,0,1,1.4,93.444,-36.1,4.966,5228.1,0
46,0,1,3,0,2,0,0,3,3,335,3,999,2,0,-1.7,94.215,-40.3,0.797,4991.6,1
35,0,1,3,0,2,2,1,6,1,159,10,999,0,1,-1.8,92.893,-46.2,1.354,5099.1,0
55,0,1,3,1,0,0,0,7,1,73,1,999,1,0,-0.1,93.2,-42.0,4.191,5195.8,0
56,4,0,6,0,0,0,0,6,0,166,1,999,0,1,-1.8,92.893,-46.2,1.313,5099.1,0
50,1,0,0,0,2,0,1,4,4,30,22,999,0,1,1.4,94.465,-41.8,4.959,5228.1,0
54,9,1,6,1,0,0,1,6,2,109,4,999,0,1,1.1,93.994,-36.4,4.86,5191.0,0
28,7,2,3,0,0,0,1,6,4,72,3,999,0,1,1.1,93.994,-36.4,4.857,5191.0,0
33,0,2,6,0,2,0,0,0,0,76,2,999,0,1,-1.8,93.075,-47.1,1.405,5099.1,0
42,7,1,3,0,2,0,1,6,1,304,4,999,0,1,1.1,93.994,-36.4,4.857,5191.0,0
36,4,2,6,0,0,0,0,3,4,101,7,999,0,1,1.4,93.918,-42.7,4.957,5228.1,0
55,11,1,6,0,2,0,0,4,2,153,1,999,0,1,-2.9,92.963,-40.8,1.26,5076.2,0
34,9,1,5,0,0,0,1,5,1,300,6,6,1,2,-1.8,93.369,-34.8,0.646,5008.7,1
53,11,1,3,1,0,0,1,4,4,89,3,999,0,1,1.4,94.465,-41.8,4.959,5228.1,0
44,7,1,3,0,2,0,1,7,4,102,2,999,0,1,-0.1,93.2,-42.0,4.12,5195.8,0
58,0,0,3,0,0,0,0,3,0,666,2,999,0,1,1.4,93.918,-42.7,4.963,5228.1,0
58,1,3,2,1,0,0,1,4,0,180,6,999,0,1,1.4,94.465,-41.8,4.959,5228.1,0
56,2,1,6,0,2,2,0,6,0,536,2,999,0,1,-1.8,92.893,-46.2,1.25,5099.1,0
35,0,0,6,0,2,0,0,7,0,102,1,999,0,1,-0.1,93.2,-42.0,4.021,5195.8,0
56,7,0,3,1,2,0,0,0,2,144,2,999,0,1,-1.8,93.075,-47.1,1.41,5099.1,0
25,1,2,2,1,2,0,0,3,4,442,2,999,0,1,1.4,93.918,-42.7,4.963,5228.1,0
35,1,1,7,0,0,0,0,6,2,446,1,999,1,0,-1.8,92.893,-46.2,1.327,5099.1,0
26,6,1,0,0,0,0,1,6,3,16,3,999,0,1,-1.8,92.893,-46.2,1.291,5099.1,0
39,0,1,6,0,2,0,0,7,1,44,1,999,1,0,-0.1,93.2,-42.0,4.191,5195.8,0
25,1,2,3,1,2,0,1,6,1,300,3,999,2,0,-1.8,92.893,-46.2,1.299,5099.1,0
34,0,2,3,0,0,0,1,6,2,80,1,999,0,1,1.1,93.994,-36.4,4.86,5191.0,0
41,0,2,3,0,0,0,0,6,1,18,4,999,1,0,-1.8,92.893,-46.2,1.244,5099.1,0
41,1,1,7,1,0,0,1,6,1,217,1,999,0,1,1.1,93.994,-36.4,4.857,5191.0,0
60,5,1,3,1,2,0,1,6,0,597,6,999,0,1,1.1,93.994,-36.4,4.857,5191.0,1
46,2,1,3,0,2,0,0,1,3,435,5,999,0,1,1.4,93.444,-36.1,4.965,5228.1,0
28,9,2,5,0,2,0,1,4,4,1195,2,999,0,1,1.4,94.465,-41.8,4.962,5228.1,0
31,9,1,6,0,0,0,0,6,1,733,2,999,0,1,-1.8,92.893,-46.2,1.299,5099.1,1
43,1,0,2,0,2,0,0,3,3,82,1,999,0,1,1.4,93.918,-42.7,4.962,5228.1,0
58,2,1,6,0,0,0,0,3,4,101,1,999,0,1,1.4,93.918,-42.7,4.963,5228.1,0
69,5,1,0,0,2,0,0,8,2,124,1,999,0,1,-3.4,92.431,-26.9,0.722,5017.5,1
78,11,1,7,0,2,0,0,9,4,234,1,999,1,0,-3.4,92.379,-29.8,0.781,5017.5,1
58,1,1,7,1,2,0,0,1,0,101,1,999,0,1,1.4,93.444,-36.1,4.964,5228.1,0
45,1,1,5,0,2,0,0,6,0,157,3,999,0,1,-1.8,92.893,-46.2,1.259,5099.1,0
28,0,1,6,0,0,0,1,4,4,392,1,999,0,1,1.4,94.465,-41.8,4.962,5228.1,0
32,4,1,6,0,2,2,1,7,3,15,1,999,0,1,-0.1,93.2,-42.0,4.7,5195.8,0
39,4,1,6,0,0,0,0,7,1,71,1,999,1,0,-0.1,93.2,-42.0,4.191,5195.8,0
55,5,1,6,1,2,0,1,4,2,1012,1,999,0,1,1.4,94.465,-41.8,4.961,5228.1,1
26,0,2,6,0,2,0,0,3,4,455,1,999,0,1,1.4,93.918,-42.7,4.957,5228.1,0
40,3,2,6,0,0,0,1,6,3,160,3,999,0,1,1.1,93.994,-36.4,4.856,5191.0,0
56,2,1,6,0,0,0,0,0,2,24,1,999,0,1,-1.8,93.075,-47.1,1.365,5099.1,0
47,7,1,5,0,2,0,0,6,4,137,3,999,0,1,-1.8,92.893,-46.2,1.281,5099.1,0
34,1,1,6,0,0,2,0,6,0,208,4,999,0,1,-1.8,92.893,-46.2,1.313,5099.1,0
35,9,1,5,0,2,2,1,1,2,34,3,999,0,1,1.4,93.444,-36.1,4.964,5228.1,0
27,8,2,3,0,2,0,0,5,2,80,4,999,0,1,-1.8,92.843,-50.0,1.65,5099.1,1
31,1,1,1,0,2,0,1,4,0,55,12,999,0,1,1.4,94.465,-41.8,4.959,5228.1,0
41,11,1,1,1,0,0,1,6,1,204,2,999,0,1,1.1,93.994,-36.4,4.857,5191.0,0
39,3,1,6,0,2,0,1,6,3,260,1,999,0,1,1.1,93.994,-36.4,4.857,5191.0,0
40,7,1,3,0,0,0,0,0,2,161,1,999,0,1,-1.8,93.075,-47.1,1.41,5099.1,1
31,0,2,6,0,2,0,0,0,2,87,1,999,0,1,-1.8,93.075,-47.1,1.435,5099.1,0
30,1,2,7,0,2,0,1,7,1,235,2,999,0,1,-3.4,92.649,-30.1,0.715,5017.5,0
36,9,2,3,0,0,0,1,3,4,97,4,999,0,1,1.4,93.918,-42.7,4.956,5228.1,0
55,0,1,6,0,1,1,0,7,2,187,2,999,0,1,-0.1,93.2,-42.0,4.076,5195.8,0
31,0,2,3,0,0,0,0,3,4,108,2,999,0,1,1.4,93.918,-42.7,4.962,5228.1,0
28,1,0,0,0,0,0,1,3,0,327,1,999,0,1,1.4,93.918,-42.7,4.959,5228.1,0
48,9,1,5,0,2,0,1,4,1,358,3,999,0,1,1.4,94.465,-41.8,4.961,5228.1,0
31,9,2,5,0,2,0,0,1,4,72,3,999,0,1,1.4,93.444,-36.1,4.964,5228.1,0
34,7,2,2,1,2,2,1,6,3,1168,2,999,0,1,1.1,93.994,-36.4,4.857,5191.0,0
