Gender,Age,Region_Code,Occupation,Channel_Code,Vintage,Credit_Product,Avg_Account_Balance,Is_Lead,target
1,84,19,1,2,61,0,3201614,0,1
1,42,23,3,1,61,1,813620,0,1
1,77,4,1,1,93,1,978074,1,0
0,43,4,1,1,56,1,2576630,1,1
1,45,34,1,1,50,0,1089226,0,1
0,51,33,0,2,91,1,1625540,1,1
1,29,31,1,0,25,1,1172984,0,0
0,33,11,2,0,25,0,516956,0,0
1,38,20,3,1,27,0,806971,0,1
0,46,18,3,1,38,0,1459422,0,1
1,45,34,1,1,87,1,875733,0,0
0,29,18,2,0,31,0,1797061,0,0
0,26,16,2,0,21,0,279397,0,0
1,29,30,2,0,19,1,380661,0,0
0,25,33,2,0,14,0,911724,0,0
0,32,22,2,0,27,0,1077451,0,0
1,29,25,2,0,25,0,595748,0,0
0,73,18,1,1,85,0,1991980,0,1
0,30,24,2,0,32,0,874878,0,0
1,44,30,3,1,13,1,856251,0,1
0,26,33,2,0,15,0,1119255,0,0
0,27,18,2,0,13,0,370382,0,1
0,27,4,3,1,20,0,2460939,0,1
1,41,4,3,2,21,0,614295,0,0
0,28,2,2,0,33,0,964234,0,0
1,48,33,3,2,57,0,3190205,0,1
1,45,3,3,1,87,1,869574,0,1
0,35,33,1,3,15,1,841477,1,0
0,40,18,1,1,61,0,1139164,0,0
1,29,4,3,2,9,0,624254,0,1
0,45,20,3,1,20,1,546032,0,0
1,41,18,3,2,39,0,2499529,1,1
0,63,11,1,1,13,0,1035515,0,0
1,30,27,2,0,21,0,421370,0,1
1,30,32,1,0,25,0,892643,0,0
1,53,34,3,2,92,1,1303102,0,1
0,29,20,2,0,19,0,787765,0,0
1,49,30,3,3,14,0,1871509,0,1
1,52,0,3,1,91,1,1394398,0,0
1,46,34,3,1,61,1,1107818,0,1
0,29,20,1,0,20,1,537684,0,0
1,71,4,1,2,98,1,2021608,1,0
1,63,27,1,2,104,1,755850,1,1
0,62,33,1,0,63,1,2920410,0,0
1,43,0,3,0,31,0,403365,0,0
1,29,32,1,0,25,0,963451,0,0
1,66,1,1,2,116,0,1047227,0,0
0,37,13,1,0,19,0,4586036,0,0
1,71,34,1,1,74,0,442739,1,1
0,30,31,2,0,20,1,898811,0,0
0,58,33,3,0,49,1,574245,0,0
1,33,29,3,1,20,0,667437,0,1
0,26,2,2,0,26,0,615025,0,0
0,42,4,3,1,38,0,1210026,0,1
1,43,27,3,3,15,1,351701,0,0
0,32,30,1,1,20,0,327635,0,1
1,48,11,3,1,68,0,724175,0,0
0,36,10,2,0,32,0,162371,0,0
1,29,33,1,0,33,0,807372,0,1
1,56,4,3,2,49,1,5174967,0,0
1,57,29,3,2,91,0,394804,0,0
1,56,33,3,1,86,0,1448136,1,0
0,44,18,3,2,75,0,2624779,0,1
1,69,26,1,1,56,0,1344345,0,0
0,30,31,2,0,32,0,685344,0,0
1,47,32,1,1,69,0,1223420,1,1
0,27,17,2,0,25,0,513369,0,0
1,26,8,2,0,19,0,508341,0,0
1,30,24,1,0,32,0,893577,0,0
0,39,18,3,1,37,1,1335534,0,0
1,66,27,1,2,21,0,928643,0,1
1,40,30,1,1,21,0,561776,0,1
0,62,33,1,2,122,1,804649,0,1
1,60,11,3,2,80,0,1081100,0,1
1,57,33,3,2,80,0,1402337,1,1
0,73,0,1,2,21,1,442926,1,0
0,33,14,2,0,31,0,1483630,0,0
1,29,20,2,0,27,0,551283,0,0
1,34,33,3,2,69,0,689385,0,0
1,53,3,3,2,26,0,359560,0,1
1,29,22,1,0,32,0,423292,0,0
1,28,11,3,0,14,0,855610,0,0
1,49,33,3,1,19,0,2094437,0,1
0,24,2,2,0,15,0,739251,0,0
0,28,11,2,0,31,1,355724,0,0
0,36,8,1,0,26,0,509355,0,0
1,35,17,2,0,15,0,277270,0,0
0,39,18,3,1,26,0,473613,0,1
0,33,20,1,0,26,0,497216,0,0
1,25,4,3,0,21,0,2182191,0,0
1,60,33,3,1,75,0,790782,0,0
0,32,23,1,0,25,0,1017127,0,0
1,26,11,3,0,14,1,663886,0,0
1,30,33,2,0,27,0,355537,0,0
1,46,18,3,2,92,1,2163937,1,1
1,28,30,2,0,21,0,523079,0,0
1,52,4,3,1,74,0,768372,0,0
0,63,21,1,2,117,0,1143160,0,1
1,54,13,1,0,49,1,806767,1,0
1,36,12,1,0,21,1,1294700,0,0
1,50,15,1,1,91,1,481783,0,0
0,54,33,3,1,69,1,1399080,1,0
0,51,3,3,0,13,1,1914781,0,0
1,31,11,3,0,13,0,552965,0,0
0,34,34,3,2,51,0,2313510,0,1
1,55,19,3,2,115,0,589553,0,1
0,59,33,2,2,81,1,841156,1,0
0,25,34,2,0,15,0,2148682,0,1
1,28,18,2,0,13,0,2056345,0,1
1,57,1,2,1,19,1,519724,1,1
1,77,34,1,0,79,0,751836,1,1
0,28,29,1,0,27,0,921630,0,0
0,31,4,1,0,32,0,1294932,0,1
1,28,22,1,0,13,0,1925986,0,0
1,61,18,1,1,21,1,1814781,0,0
0,51,33,2,2,74,1,2010216,1,0
0,31,7,1,0,32,0,510690,0,0
0,28,32,2,0,32,0,620143,0,0
1,27,11,2,0,26,1,1080887,0,0
1,61,4,1,1,97,0,1367591,1,0
1,49,33,1,1,73,0,1003911,1,0
1,24,5,2,0,14,0,803216,0,0
0,28,4,2,0,13,0,1473377,0,0
0,34,27,1,0,27,0,906999,0,0
0,65,33,1,1,55,0,1947248,0,1
0,54,34,3,2,122,0,3822683,0,1
0,28,2,2,0,26,0,366742,0,0
1,71,11,1,2,61,0,2762106,0,0
0,43,30,3,1,68,0,238920,0,1
0,27,11,3,0,20,0,686394,0,1
0,30,4,2,0,33,0,1112962,0,0
1,28,19,2,0,13,0,1129855,0,0
1,55,18,3,2,93,0,1498822,1,1
1,68,18,1,2,79,1,1059473,1,0
1,57,27,1,2,105,0,620525,0,0
0,27,20,2,0,26,0,406614,0,0
0,26,33,2,0,14,0,936814,0,1
0,75,34,1,1,86,0,1008476,0,1
0,45,22,3,0,15,0,844360,0,0
0,28,24,2,0,13,0,1848387,0,1
1,52,34,1,2,110,1,2618664,1,0
0,77,18,1,0,55,1,1875986,0,0
1,64,34,1,2,99,0,3303190,1,1
0,39,33,1,1,38,1,869360,0,1
0,26,5,2,0,13,1,319937,0,0
0,46,31,2,0,21,1,801916,1,0
0,24,20,2,0,15,0,394626,1,0
0,57,19,3,1,51,1,551889,0,0
1,78,22,1,2,93,0,439063,0,1
1,34,24,2,0,33,1,840961,0,0
1,29,16,2,0,21,1,967171,0,1
0,27,18,2,0,27,0,1353040,0,0
1,30,32,2,0,27,1,1020518,0,0
1,40,29,3,0,33,0,520365,0,0
1,49,34,3,2,105,0,642971,0,1
1,49,34,3,1,93,1,1809476,1,0
1,39,20,3,0,14,0,519493,0,0
0,29,31,2,0,27,1,836057,0,0
0,46,31,1,1,75,1,1164422,0,0
0,31,21,2,0,15,0,518709,0,0
1,52,4,3,1,98,0,2043235,1,1
0,31,34,2,0,21,0,1870788,0,1
0,27,11,2,0,32,1,657104,0,0
1,30,4,3,0,27,0,2199857,0,0
0,58,34,3,2,43,0,1222539,0,0
0,31,6,2,0,31,1,495792,0,0
1,76,11,1,1,63,0,973864,0,1
1,29,33,3,0,27,0,1234136,0,0
0,34,4,2,0,21,1,2794938,0,0
0,31,4,2,0,25,0,1019147,0,1
1,35,5,1,1,27,0,1132124,0,0
1,44,27,3,2,81,1,992910,1,0
1,46,23,3,1,57,0,579167,0,0
1,57,14,3,1,104,0,808796,0,0
1,58,25,3,1,86,1,1180549,1,0
0,28,32,2,0,14,0,1319585,0,0
0,40,27,1,2,56,1,1169290,1,0
0,27,19,2,0,26,0,328418,0,0
1,52,28,3,1,62,0,944743,0,1
0,32,4,2,0,31,0,784561,0,0
0,29,11,2,0,33,0,889857,0,0
0,33,4,2,0,26,0,1213604,1,0
1,36,33,3,2,63,0,3012062,0,1
1,79,34,1,2,55,0,1383852,0,0
1,31,34,2,0,32,0,1506850,0,1
1,55,2,3,1,38,0,823650,0,1
0,36,30,1,0,20,0,1446757,0,0
1,27,11,1,0,14,1,538681,0,0
1,43,20,1,0,32,0,641485,0,0
0,27,19,1,0,26,1,725848,0,0
0,50,27,3,2,14,0,1600460,0,1
1,31,18,2,0,25,0,1332552,0,0
0,37,19,2,0,20,0,858476,0,0
1,28,4,2,0,19,0,2211988,0,0
1,50,27,3,1,67,0,449948,0,1
1,29,4,2,0,27,0,2708812,0,0
0,43,18,3,2,15,1,701079,0,0
1,49,11,3,1,91,0,1172388,0,1
1,25,2,2,0,13,1,429433,0,0
1,29,30,2,0,13,0,291163,0,0
0,31,4,2,0,19,1,1733177,0,0
1,55,18,3,2,127,0,534979,1,0
0,40,11,3,0,21,0,848116,0,0
0,28,6,2,0,27,0,606241,0,0
0,29,22,1,0,26,0,858529,0,1
1,28,11,2,0,25,0,957524,0,0
0,78,33,1,0,45,1,2983564,0,0
1,31,21,2,0,14,0,454896,0,0
1,38,1,3,1,25,0,3728334,0,0
1,51,22,3,1,55,0,752824,0,0
1,53,34,0,2,109,1,1069068,0,0
1,52,33,3,1,25,1,834864,0,0
1,32,18,2,0,27,0,756375,0,0
1,39,34,3,3,14,0,2019579,0,1
1,47,33,3,2,61,1,1100209,1,0
1,57,18,3,0,69,1,597572,1,0
1,30,33,2,0,26,0,675688,0,0
0,28,19,3,0,21,0,370934,0,0
0,30,6,2,0,19,0,857132,1,0
0,46,4,3,1,25,1,1210026,0,0
1,44,26,3,2,44,0,700634,0,1
1,36,27,2,0,33,0,609240,1,0
0,32,20,2,0,26,0,277288,0,0
0,33,19,3,1,25,0,503143,0,0
1,34,4,1,0,26,0,304753,0,0
1,35,30,2,0,20,0,1574543,1,0
1,79,18,1,3,13,1,483723,0,0
0,57,34,1,2,97,0,1784138,0,0
0,28,5,1,0,26,1,451399,0,0
0,29,10,2,0,31,0,384266,0,0
1,65,34,1,2,92,0,2228106,0,1
1,29,6,2,0,13,0,686359,0,0
1,27,25,2,0,27,0,699112,0,1
1,31,4,2,0,33,0,2559818,1,0
0,25,30,1,0,13,0,688023,0,0
1,32,19,2,0,32,0,1246996,0,0
0,27,2,2,0,21,0,581962,0,0
0,29,1,2,0,27,0,735407,0,0
1,30,34,2,0,33,0,1938927,0,0
0,29,0,2,0,27,0,622314,0,0
1,73,34,1,0,80,0,1489601,0,1
0,27,25,2,0,25,0,587391,0,0
1,39,33,3,1,20,0,1595360,0,1
1,51,33,3,1,69,0,435690,0,1
0,26,0,2,0,21,0,680093,0,0
1,55,4,3,2,121,1,900226,0,0
1,46,13,3,1,74,0,678687,1,0
1,33,34,2,0,27,0,2652778,0,0
1,29,25,2,0,14,0,865195,0,0
1,42,30,3,1,14,1,474993,1,0
1,67,5,1,2,49,1,1345208,0,0
0,26,14,1,0,13,0,107156,0,0
1,38,22,3,0,27,0,477458,0,0
0,33,27,2,0,31,0,670615,0,0
0,45,27,2,1,26,1,457593,1,0
0,26,32,2,0,21,0,904969,0,0
0,27,1,2,0,20,0,252582,0,0
1,83,30,1,2,127,1,1865715,1,1
0,35,11,2,0,20,1,1105068,1,1
1,58,18,3,2,103,1,975751,0,0
1,27,1,2,0,19,0,334996,0,0
0,76,33,1,2,129,0,1312465,0,1
1,51,18,3,2,115,0,1173714,0,1
1,34,18,2,1,25,1,716841,1,0
0,39,4,3,1,21,0,862338,0,1
0,25,19,2,0,15,0,679888,0,0
0,85,18,1,1,38,1,486927,0,0
1,40,19,3,1,13,0,1054365,0,1
1,31,1,1,0,25,0,1003733,0,0
1,58,7,3,2,67,0,568006,0,0
1,44,4,3,1,56,1,2107502,1,1
0,44,20,3,3,15,0,588138,0,1
0,42,32,3,1,31,0,437043,0,1
1,26,17,2,2,25,1,778349,0,0
1,25,20,2,0,15,0,452609,0,0
1,61,2,3,3,8,0,1091255,0,1
1,48,18,3,2,39,1,1604207,0,0
1,27,0,2,0,25,0,623516,0,1
0,29,7,2,0,26,0,3276526,0,0
1,61,33,3,1,87,1,1467182,1,0
1,47,34,3,2,56,1,1884886,1,0
1,24,4,2,0,13,0,978047,0,1
0,59,27,3,1,32,0,786252,0,1
1,42,30,3,1,14,0,719832,0,1
0,72,19,1,1,27,1,1808043,0,0
1,60,11,3,1,31,1,1166095,1,1
0,54,33,2,2,91,1,749273,1,0
1,60,33,1,2,129,1,1553788,1,1
0,33,1,3,3,14,0,1048535,0,0
1,56,19,1,2,103,1,3307702,1,1
0,78,18,1,0,57,1,1127354,0,0
1,28,27,2,0,19,0,1049416,0,0
1,52,28,3,2,33,0,518540,0,1
1,39,34,2,0,31,0,936466,1,0
1,46,18,1,2,99,1,1401402,1,1
1,55,34,3,2,97,0,2074456,1,1
0,28,1,2,0,32,1,376149,0,0
0,28,18,2,0,33,0,1450228,0,0
1,60,10,3,2,105,1,550883,1,1
0,29,4,1,0,27,0,1955089,0,0
0,50,18,3,2,109,0,674032,0,0
1,37,34,1,3,14,0,3353760,0,1
1,27,4,2,0,26,0,2619270,0,0
1,49,27,3,2,122,0,377538,0,1
1,59,32,3,2,37,0,1005984,0,0
1,63,34,1,2,87,0,601061,0,0
0,59,34,3,2,128,1,422331,0,0
0,41,34,3,1,39,1,1840600,0,0
1,62,33,1,2,86,1,2825785,1,1
1,49,4,3,2,98,0,751720,0,1
1,28,14,2,0,31,0,697243,0,1
0,52,18,3,1,69,1,1325672,0,0
0,32,22,3,1,26,0,357975,0,1
1,62,19,1,1,91,1,1100013,1,0
0,28,13,1,0,20,0,339152,0,0
1,65,30,1,2,50,1,1309465,0,0
1,47,30,1,2,15,1,1619728,1,0
1,28,2,1,0,25,0,699985,0,0
0,54,18,3,2,105,1,1092012,1,0
0,55,11,1,2,57,0,931776,0,0
1,42,4,3,1,75,1,431917,0,1
0,27,27,2,0,19,0,545374,0,0
1,52,28,3,1,85,0,592775,0,1
0,28,20,2,0,25,0,626177,0,0
1,34,2,2,0,26,0,512275,0,0
0,47,18,3,1,33,0,3636842,0,1
1,51,33,0,2,115,1,1622754,0,0
1,45,33,3,2,93,0,692428,1,0
1,36,10,2,0,32,0,276727,0,0
0,50,19,3,1,75,0,1745476,0,1
0,32,20,2,0,33,1,487052,0,0
1,30,27,2,0,33,0,1984611,0,0
0,27,32,2,0,25,0,914857,0,0
1,60,4,1,2,123,1,689928,1,1
1,53,18,3,1,32,0,1242315,1,1
1,35,11,2,0,13,1,1437172,0,0
0,28,28,2,0,25,0,1202051,0,0
0,35,14,2,0,21,0,253730,0,0
1,63,31,1,1,31,1,1693331,0,1
0,29,27,2,0,33,0,847093,0,0
0,44,2,3,1,13,1,568594,1,0
1,32,2,2,0,15,0,1067110,0,0
1,35,14,2,0,25,0,561883,0,0
1,28,9,2,0,32,0,641841,1,0
1,62,34,1,0,45,1,930797,0,0
0,48,33,1,1,49,0,2142319,0,1
0,54,34,2,1,93,1,844351,1,1
1,74,33,1,1,93,0,3105468,0,1
1,47,34,3,0,49,1,765222,0,0
1,31,2,2,0,26,0,478962,0,0
1,44,11,3,0,26,0,992439,0,0
0,66,30,1,1,15,0,479496,0,0
0,29,20,2,0,31,0,337372,0,0
1,32,20,2,0,20,0,408652,0,0
1,52,13,3,1,93,1,674477,0,0
1,49,26,3,1,74,0,786662,0,1
0,60,18,3,2,27,1,1209260,0,1
1,50,22,3,2,111,1,687097,0,0
1,27,4,2,0,15,0,1919160,1,0
1,54,15,3,0,93,1,260058,1,0
0,39,18,0,3,8,1,1091353,0,0
0,31,11,2,0,20,0,834891,0,0
0,56,27,3,2,105,0,628811,0,1
0,50,30,3,1,14,1,338315,0,0
1,28,17,2,0,32,0,219358,1,0
1,43,30,3,2,91,0,759428,0,1
1,35,33,3,1,20,0,1233406,0,1
0,26,34,2,0,26,0,1073028,0,0
1,58,18,3,0,39,1,1708835,0,0
1,59,34,3,0,19,0,2332476,0,1
1,31,4,1,0,25,0,1458425,0,0
1,28,7,2,0,32,0,1407330,0,0
1,31,7,3,1,32,0,455849,0,1
0,35,33,3,0,33,0,1817985,0,1
0,30,27,2,0,25,0,535174,1,0
1,57,27,3,1,32,1,637836,0,0
0,29,27,2,0,19,0,582300,0,0
0,43,33,3,2,86,1,2647260,0,0
0,34,30,2,0,31,0,1970869,0,0
0,25,18,2,0,13,0,848428,0,0
1,28,11,2,0,32,0,1637724,0,0
1,28,4,1,0,26,0,778527,0,0
1,25,20,2,0,15,1,662996,0,0
1,59,18,3,1,21,1,784686,0,0
0,30,4,1,0,27,1,454585,0,0
0,52,33,3,0,85,1,1935669,0,1
0,46,33,3,2,81,0,1028484,0,1
0,46,24,1,0,20,0,410868,1,0
0,47,18,1,2,62,0,1444754,0,1
1,57,3,1,2,87,1,847974,0,0
1,42,21,1,0,31,0,788851,0,0
0,46,18,3,1,15,0,430733,0,1
0,32,11,3,0,19,0,717206,0,0
1,77,24,1,1,25,0,1150850,0,0
0,57,17,3,2,103,1,467018,0,0
1,28,27,1,0,33,0,614874,0,0
0,27,34,2,0,19,0,557754,0,1
0,55,33,3,2,92,1,2504148,1,1
0,29,1,2,0,14,0,1223865,1,0
0,32,18,3,3,13,0,616066,0,0
1,74,16,1,2,105,1,472910,0,1
0,31,34,2,0,26,0,963772,0,1
1,30,27,3,0,33,0,1611069,0,0
1,46,18,3,0,51,0,693407,0,0
1,30,19,2,0,20,0,1081768,0,0
0,31,27,2,0,33,0,1085995,0,0
1,27,19,2,0,19,0,1885945,0,0
1,36,27,3,0,32,0,465728,0,0
0,30,18,2,0,15,0,602156,0,1
1,39,33,3,1,20,1,460049,0,0
0,32,4,2,0,14,0,1165997,0,1
1,45,13,3,1,68,1,608608,0,0
1,29,27,2,2,13,0,523729,0,1
1,47,27,1,1,80,1,1198082,0,1
1,58,6,3,3,14,0,980352,0,1
1,49,33,3,1,21,1,970758,0,0
0,28,33,3,2,26,0,740132,0,1
1,44,34,3,1,44,1,2138153,1,1
0,29,26,3,0,27,0,1453895,0,1
0,27,14,2,0,26,0,949122,0,0
0,51,18,3,0,37,1,1266754,0,0
1,52,4,1,1,44,0,1583158,0,1
1,28,27,2,0,33,0,749157,0,0
1,59,33,1,2,128,1,900831,1,0
0,29,34,2,0,21,0,1737769,0,1
1,72,22,1,2,75,0,748134,1,0
0,62,18,1,0,13,1,1215241,0,1
1,28,12,2,0,21,0,1171943,1,0
1,51,34,1,1,62,0,771870,0,1
0,31,2,3,0,25,0,1084215,0,0
0,40,27,1,2,56,0,566814,0,1
0,28,20,2,0,14,0,507024,0,0
0,42,18,3,2,109,0,1609858,0,0
1,43,33,3,1,67,0,570418,0,1
1,47,19,1,2,39,0,744520,0,0
0,34,14,2,0,31,0,547919,0,0
1,60,4,1,2,19,1,985443,0,0
1,29,30,2,0,15,0,2543611,0,0
1,26,16,2,0,13,0,851240,0,0
0,38,32,1,0,33,0,1061956,0,0
0,44,33,1,1,32,0,1056438,0,1
1,71,34,1,0,14,1,1557989,0,1
1,25,24,1,0,14,1,877548,0,0
0,79,27,1,1,97,1,354949,0,1
0,26,34,3,1,25,0,1617664,0,0
0,46,18,3,2,81,1,1510000,0,1
1,50,34,3,1,80,1,593977,0,0
1,76,3,1,1,92,0,2199724,0,0
1,34,23,2,0,25,0,551363,0,0
0,27,33,2,0,33,0,637106,0,0
0,29,7,1,0,20,0,200970,0,0
0,27,30,2,0,15,0,415852,0,0
0,39,4,2,0,20,1,553802,0,0
1,42,33,3,1,14,1,3418854,1,1
1,53,24,3,2,62,0,1192422,0,1
1,35,21,2,0,21,0,937748,0,1
1,59,15,3,1,67,0,864190,0,1
1,25,11,1,0,20,1,821407,0,0
0,45,31,3,1,50,0,1331902,0,0
1,56,4,1,1,110,1,1318775,1,0
1,40,27,3,3,14,0,1452631,0,1
0,29,11,2,0,26,0,1099541,0,1
0,44,18,3,2,92,0,426301,0,1
1,54,33,1,2,86,1,1971341,0,0
1,81,1,1,2,87,1,329478,0,1
1,48,4,3,0,31,0,803999,0,1
1,34,4,2,0,27,1,668336,1,1
1,78,34,1,2,98,1,2645284,1,0
1,29,20,2,0,33,1,478188,0,0
0,58,18,3,0,15,1,739954,0,0
0,35,7,3,1,37,0,345426,0,1
0,30,33,2,0,32,0,1254188,0,1
0,33,33,2,0,25,0,1037811,0,0
1,26,27,1,0,25,0,1452239,0,0
1,48,4,3,1,92,1,832132,1,1
0,28,19,2,0,31,0,1172610,0,0
1,28,20,2,0,20,0,488868,0,0
0,45,18,3,2,104,0,1115205,0,1
1,45,5,3,1,55,1,1448608,0,1
1,45,33,3,1,67,1,2132119,0,0
0,32,27,2,0,19,0,483065,0,0
0,48,34,3,1,79,0,917509,0,1
1,43,13,3,1,49,1,473239,0,1
0,46,18,3,2,99,1,1122583,0,1
1,55,34,3,1,49,0,1047432,0,0
1,57,27,3,1,21,0,811947,0,0
0,50,20,3,1,19,0,1819266,0,1
0,33,31,2,0,27,0,973775,0,1
1,32,20,2,0,15,0,110021,0,0
0,41,34,3,0,44,1,487194,0,0
1,42,1,1,1,33,0,122348,0,1
1,32,23,2,0,32,1,1114449,0,0
0,36,31,1,0,32,1,672946,1,1
0,51,33,3,2,93,1,1533381,1,1
1,29,31,2,0,31,0,654479,0,0
1,46,19,3,2,49,0,556294,0,0
1,27,23,2,0,13,0,788976,0,1
1,35,31,2,0,20,0,839011,0,0
1,69,30,1,2,43,0,715177,0,0
1,54,18,1,2,50,1,1316265,0,0
1,76,4,1,2,110,0,883503,0,1
0,30,19,1,0,27,0,992038,0,0
1,30,4,1,0,31,0,3333236,0,0
1,47,11,3,0,25,0,972182,0,0
1,33,2,1,0,14,0,545196,0,0
1,40,15,3,3,15,1,581321,0,0
0,28,18,2,0,33,0,871140,0,0
1,26,27,2,0,14,0,465683,0,0
1,61,24,3,2,14,1,1431217,0,1
0,29,4,2,0,21,0,1393793,0,1
0,27,19,2,0,26,0,535833,0,0
0,64,16,1,1,86,0,344625,0,1
1,48,30,3,2,93,0,878483,0,1
0,54,33,1,2,121,0,2077055,0,0
1,27,18,2,0,20,0,1814015,0,1
1,62,9,1,1,25,1,664402,0,0
0,74,33,1,0,21,1,1505719,0,0
0,29,2,3,0,15,0,495071,0,1
1,49,18,3,1,98,0,806927,0,1
0,52,18,3,2,13,0,3036324,1,0
1,58,32,3,2,91,0,327172,0,1
1,65,34,1,2,104,0,2003149,0,1
1,27,26,2,2,26,1,371138,0,0
1,56,19,3,2,87,0,777833,0,1
0,27,29,2,0,13,1,999283,1,0
0,28,24,1,0,32,0,1017483,0,0
0,32,21,3,0,31,0,603704,0,0
0,75,33,1,2,86,1,2366857,0,0
1,74,34,1,2,93,1,2618789,1,0
0,49,34,3,2,81,0,1561745,0,1
0,27,33,2,0,14,0,854773,0,0
1,43,29,3,1,50,1,826747,0,0
0,71,11,1,1,68,0,914822,0,0
1,33,27,2,2,31,1,1166104,0,0
1,26,9,2,0,14,0,502200,0,0
0,24,27,2,0,15,0,1805934,0,1
0,28,11,1,0,15,0,291475,0,0
1,61,34,3,2,104,1,4969537,0,0
1,26,30,2,0,14,0,1498510,0,0
0,63,33,1,2,45,0,1317280,0,1
1,56,26,3,1,25,1,833404,1,0
1,56,34,3,2,123,0,3200235,0,1
1,84,18,1,2,91,0,3555318,1,1
1,43,33,1,1,50,1,1792050,0,0
0,50,27,3,1,62,1,1733292,0,0
1,70,0,1,1,99,0,660878,0,0
1,60,14,3,1,74,1,894672,0,0
0,30,3,1,0,21,0,471940,0,0
0,59,34,3,2,37,1,1376598,0,0
0,57,29,3,2,79,0,566823,0,1
0,26,4,2,0,20,0,1178449,0,1
0,57,27,1,2,14,1,1438088,0,0
0,56,19,3,1,26,1,607905,0,0
0,29,19,3,0,25,1,955014,1,0
0,29,1,2,0,25,1,657095,0,1
0,52,33,3,1,37,0,1825256,0,1
0,34,33,3,0,20,1,1859752,0,0
1,26,21,2,0,20,0,580903,0,0
1,28,24,2,0,15,0,780254,0,0
1,77,33,1,0,93,1,364686,1,1
1,65,18,1,2,93,1,1398252,0,0
1,79,9,1,1,92,0,523195,0,1
0,49,18,1,2,92,1,690631,1,1
1,55,18,3,1,91,0,849985,0,1
1,28,30,2,0,19,0,496264,0,0
1,66,34,1,0,55,0,1717833,0,0
0,28,4,2,0,27,0,2106541,0,0
0,51,31,3,0,75,0,671914,1,1
1,37,30,3,1,26,0,1055913,1,1
1,28,25,2,0,27,1,601088,0,0
1,35,29,3,2,20,0,848392,0,1
0,30,0,2,0,32,0,801676,0,0
1,60,24,3,1,104,0,687471,0,1
1,58,2,3,1,92,1,653518,0,1
0,32,20,2,0,20,0,779515,0,0
0,42,29,3,1,39,0,702405,0,0
0,27,25,2,0,13,1,511260,0,0
1,41,29,3,2,45,0,617624,0,1
0,32,20,2,0,31,0,1159403,0,0
0,57,18,3,2,128,1,1188150,0,1
1,44,34,3,1,39,1,1475815,1,1
0,36,28,3,1,27,0,811261,0,1
0,52,4,3,1,33,0,1802855,0,1
1,27,19,1,0,25,0,636661,0,0
1,26,21,3,0,13,0,645534,0,0
1,47,11,3,1,26,1,992901,1,1
0,27,30,2,1,13,1,737694,0,0
1,50,8,3,1,98,0,491030,0,1
0,40,19,2,2,27,1,408661,1,0
1,31,19,2,0,27,0,913736,0,0
0,39,5,3,1,19,1,624076,1,0
1,28,6,1,0,31,0,1054614,0,0
1,30,32,1,0,20,0,426657,0,0
1,39,33,3,1,37,0,2382814,0,0
1,52,33,3,2,85,1,416386,1,0
0,48,4,3,2,68,1,785665,0,1
1,32,27,2,0,25,0,1214645,1,0
1,25,19,2,0,21,0,753821,0,0
1,54,33,1,2,81,1,1200930,1,0
1,67,31,1,2,56,0,1765573,0,0
0,29,4,2,0,33,0,1295875,0,1
1,34,32,2,0,32,0,1077585,0,0
0,26,4,3,0,19,0,567900,0,0
0,72,33,1,1,13,0,1354170,0,1
0,51,4,3,2,57,0,869992,0,0
1,33,2,2,0,31,0,539322,0,0
1,50,8,3,2,57,0,1073384,0,0
1,85,26,1,2,75,0,2711064,1,0
1,68,4,1,1,92,0,343326,0,0
0,29,33,2,2,20,0,962081,0,0
1,29,0,2,0,26,1,656312,0,0
0,26,32,3,0,20,1,554728,0,0
0,26,34,1,0,15,0,1734788,0,1
1,51,4,0,2,115,1,2260608,1,1
1,29,30,1,1,26,0,366226,0,1
1,33,27,2,0,26,0,1956780,0,0
1,61,8,3,2,79,1,320115,0,0
1,53,33,3,2,57,0,2088536,0,1
1,26,2,2,0,19,0,712249,0,0
0,30,10,2,0,31,0,605947,0,0
1,24,33,2,0,13,0,1339441,0,1
1,36,19,3,1,20,1,726017,0,0
0,26,5,2,0,14,0,1166540,0,0
1,35,30,3,2,19,1,425384,0,0
0,30,13,1,0,32,0,1219620,0,0
1,28,21,2,0,21,0,539304,0,0
1,26,19,2,0,19,1,1504473,0,0
1,32,7,2,0,27,0,595685,0,0
1,27,18,1,0,19,1,2863850,0,0
0,32,14,1,0,32,0,256987,0,0
1,31,18,2,0,27,0,1143009,0,1
0,31,4,2,0,27,0,1117902,0,0
0,32,0,2,0,19,0,667313,0,0
0,62,34,1,2,15,0,407005,0,1
0,77,18,1,2,51,0,1913090,0,0
1,54,18,3,1,85,0,1970718,0,1
1,68,4,1,2,92,0,1630702,1,1
1,57,28,1,1,68,0,1090881,0,1
0,30,22,2,0,27,0,477146,0,0
1,42,33,3,1,68,0,1066949,0,1
0,35,16,3,2,21,0,263226,0,1
1,30,20,2,0,21,1,990961,0,0
0,34,4,3,2,69,0,401763,1,0
0,67,4,1,2,67,0,930557,0,1
1,27,4,1,0,26,0,1137348,0,1
1,72,28,1,2,110,0,928670,0,1
1,61,32,3,2,121,1,857390,0,0
0,41,30,3,2,49,0,1088203,0,1
0,54,34,1,3,15,0,1790902,0,1
0,48,4,3,2,26,1,2809756,0,0
