Age,Workclass,fnlwgt,Education,Education_Num,Martial_Status,Occupation,Relationship,Race,Sex,Capital_Gain,Capital_Loss,Hours_per_week,Country,target
50,4,131982,11,9,2,7,0,1,1,0,0,60,34,0
23,2,219835,15,10,4,10,3,4,1,0,0,40,25,0
20,2,204641,11,9,4,0,3,4,1,0,0,20,38,0
66,0,47358,0,6,2,2,0,4,1,3471,0,40,38,0
31,1,204470,12,14,4,9,1,4,1,0,0,43,38,0
19,2,311974,11,9,4,2,2,4,1,0,0,25,25,0
18,2,184277,11,9,4,11,3,4,0,0,0,25,38,0
56,2,151474,6,5,0,11,4,4,0,0,0,40,38,0
26,2,153434,11,9,4,7,3,4,1,0,0,24,38,0
35,2,376455,15,10,2,3,0,4,1,15024,0,60,38,1
49,2,121602,9,13,2,3,0,4,1,0,0,40,38,0
34,4,203488,11,9,2,2,0,4,1,0,0,60,38,0
63,2,213945,9,13,2,11,0,4,1,15024,0,40,19,1
31,5,78291,9,13,4,9,1,4,0,0,0,40,38,0
36,3,213008,7,12,2,3,0,4,1,0,0,40,38,1
18,2,182643,15,10,4,5,3,4,1,0,0,9,38,0
23,2,269687,8,11,4,12,1,4,1,0,0,40,38,0
50,2,269095,11,9,0,0,1,4,0,0,0,40,38,0
27,2,289147,9,13,4,9,3,4,0,0,0,40,38,0
50,3,251240,12,14,2,11,0,4,1,0,0,40,38,1
41,2,806552,15,10,2,11,0,4,1,0,0,50,38,1
44,2,205051,0,6,0,0,4,4,0,0,0,40,38,0
32,2,175052,11,9,0,0,4,4,0,0,0,40,38,0
21,2,176356,7,12,4,0,3,4,0,0,0,20,38,0
36,3,242080,14,15,2,9,0,4,1,0,0,80,38,1
32,4,56026,9,13,2,11,2,4,1,0,0,45,38,0
34,4,313729,9,13,2,11,0,4,1,0,0,60,38,1
32,1,29235,15,10,2,10,5,4,0,0,0,40,9,1
45,2,209912,9,13,2,3,0,1,1,0,0,40,18,1
27,2,176683,8,11,2,7,0,4,1,0,0,60,38,0
34,2,212781,9,13,2,3,0,4,1,0,0,40,38,1
45,2,148995,9,13,2,2,0,4,1,15024,0,40,38,1
42,2,366180,15,10,2,3,0,4,1,0,0,55,38,1
23,2,172232,11,9,4,12,3,4,1,0,0,50,38,0
44,2,157217,7,12,2,9,0,4,1,0,0,40,38,1
32,2,97723,11,9,2,2,0,4,1,0,1672,40,38,0
27,2,37599,15,10,4,7,1,4,1,0,0,24,38,0
41,2,166740,11,9,2,6,0,4,1,0,0,40,38,0
53,2,30447,11,9,0,6,1,4,1,0,0,50,38,0
38,2,33001,9,13,2,3,0,4,1,0,0,55,38,1
36,2,43712,0,6,2,2,0,4,1,0,0,40,38,0
61,2,226297,9,13,2,3,0,4,1,0,0,40,38,0
43,2,220109,15,10,2,7,0,4,1,0,1672,44,38,0
47,4,213745,15,10,0,7,4,4,0,0,0,45,38,0
19,2,278915,2,8,4,5,3,2,0,0,0,52,38,0
90,2,139660,15,10,0,11,4,2,0,0,0,37,38,0
35,2,215310,1,7,0,5,2,4,1,0,0,40,38,0
23,2,223019,11,9,4,0,3,4,0,0,0,40,38,0
61,2,176839,9,13,2,9,0,4,1,15024,0,50,38,1
22,2,177125,15,10,4,0,1,4,1,0,0,50,38,0
41,1,132125,11,9,2,10,0,4,1,0,0,40,38,0
35,4,190895,12,14,2,11,0,4,1,0,0,40,38,1
39,2,269722,9,13,2,3,0,4,1,0,0,70,38,0
49,2,122066,11,9,2,3,0,4,1,0,0,30,17,0
44,2,156815,11,9,0,0,1,4,0,0,0,40,38,0
22,2,127185,6,5,4,6,1,4,0,0,0,40,38,0
28,0,56651,9,13,4,9,3,2,0,0,0,40,38,0
50,2,187465,1,7,0,11,1,4,0,0,0,40,38,0
44,4,343190,15,10,2,2,0,4,1,0,1887,55,38,1
31,2,47296,15,10,2,0,5,4,0,0,1740,20,38,0
39,1,222572,12,14,4,9,4,4,0,0,0,43,38,0
28,2,210945,7,12,2,0,5,2,0,0,0,35,13,0
29,2,250679,11,9,4,2,1,4,1,0,0,40,38,0
32,2,188048,9,13,4,0,3,4,0,0,0,40,38,0
47,2,270079,5,4,2,2,0,4,1,0,0,40,38,0
34,2,228873,9,13,4,3,3,4,1,0,0,40,38,0
37,2,103121,9,13,2,3,5,4,0,0,1848,40,38,1
42,2,83411,15,10,0,3,1,4,1,0,1408,40,38,0
58,2,250206,0,6,2,2,0,4,1,5178,0,40,38,1
33,2,172498,15,10,0,5,3,4,1,0,0,40,38,0
45,2,170846,8,11,2,3,5,4,0,0,0,40,38,1
55,1,177163,12,14,6,9,4,4,0,914,0,50,38,0
26,2,84619,9,13,2,2,0,4,1,0,0,40,38,1
23,2,200677,0,6,4,6,1,4,0,0,0,40,38,0
56,4,172618,9,13,2,9,0,4,1,7688,0,40,38,1
33,2,529104,1,7,2,5,0,4,1,0,0,50,38,0
20,2,82777,15,10,4,11,3,4,1,0,0,16,38,0
18,2,111476,1,7,4,5,3,4,1,0,0,40,38,0
37,2,99357,7,12,4,7,1,4,0,0,0,30,38,0
29,2,46987,11,9,4,0,1,4,0,0,0,55,38,0
70,2,145419,11,9,6,0,4,4,0,0,0,5,38,0
30,2,66278,11,9,4,0,1,4,0,0,0,40,38,0
39,2,168894,9,13,0,0,4,4,0,0,0,20,38,0
32,2,108116,9,13,2,3,0,4,1,0,1902,60,38,1
30,2,66194,9,13,4,9,1,4,0,0,0,60,27,0
41,5,75409,9,13,2,9,5,4,0,0,0,40,38,1
36,2,22494,15,10,0,3,4,4,0,0,0,40,38,0
39,2,63021,15,10,0,7,1,4,0,0,0,20,38,0
42,2,175935,11,9,0,13,1,4,1,0,1980,46,38,0
32,2,42485,11,9,0,2,4,4,1,0,0,40,38,0
50,4,231196,9,13,0,11,1,4,1,0,0,50,38,0
36,2,154835,11,9,5,0,3,1,0,0,0,40,29,0
28,2,175262,15,10,2,5,0,2,1,0,0,40,25,0
29,2,200511,11,9,2,11,0,4,1,0,0,50,38,0
42,2,212894,8,11,2,0,0,4,1,2407,0,40,38,0
30,2,241583,15,10,2,6,0,4,1,0,0,40,38,0
20,2,471452,15,10,4,7,3,4,1,0,0,30,38,0
54,2,94055,9,13,2,7,0,4,1,0,0,40,38,0
71,2,187493,11,9,2,10,0,4,1,0,0,40,38,1
25,2,148300,15,10,4,7,3,4,0,0,0,35,38,0
49,2,182752,15,10,2,0,5,4,0,0,0,40,38,1
20,2,151790,15,10,4,0,3,4,0,0,0,30,38,0
58,4,204021,11,9,6,3,1,4,1,0,0,50,38,0
27,2,406662,11,9,4,0,1,4,1,4416,0,40,38,0
29,2,214702,11,9,4,2,1,4,1,0,1974,35,38,0
60,1,232618,11,9,2,7,0,4,1,0,0,40,38,0
45,2,347321,11,9,4,2,1,4,1,0,0,40,38,0
38,4,403391,9,13,2,3,0,4,1,0,0,60,38,0
30,1,370990,12,14,4,9,1,4,0,0,0,40,38,0
59,4,32855,5,4,2,4,0,4,1,0,0,70,38,0
38,2,220783,11,9,0,7,1,4,0,0,0,20,38,0
46,2,169324,11,9,5,7,1,2,0,0,0,45,22,0
47,4,162236,9,13,4,2,1,4,0,0,0,40,38,0
38,0,214542,15,10,0,5,4,2,0,0,0,40,38,0
36,2,411797,9,13,4,9,3,4,0,0,0,35,38,1
38,2,165472,9,13,2,9,0,4,1,0,0,40,38,1
61,2,40269,15,10,2,11,0,4,1,0,0,40,38,1
39,2,176101,9,13,2,2,0,4,1,0,0,40,38,0
23,2,199070,11,9,4,10,3,2,1,0,0,16,38,0
32,2,209103,15,10,2,3,0,4,1,3464,0,40,38,0
46,2,161508,0,6,4,6,1,2,1,0,0,40,38,0
29,2,160279,11,9,0,6,4,4,1,0,0,40,38,0
50,2,177927,11,9,0,10,1,4,1,0,0,40,38,0
40,1,33155,11,9,4,7,3,4,1,0,0,40,38,0
40,1,101795,11,9,4,10,1,4,1,0,0,42,38,0
36,2,43701,15,10,6,11,1,4,0,0,0,20,38,0
32,2,26803,15,10,2,6,0,4,1,0,0,84,38,1
31,0,34862,7,12,2,11,0,1,1,0,0,40,38,0
24,2,54560,11,9,2,13,0,4,1,0,0,45,38,0
34,2,229732,8,11,2,2,0,4,1,0,0,40,38,0
50,5,161075,11,9,6,12,4,2,0,0,0,40,38,0
53,2,152883,11,9,6,0,1,2,0,0,0,40,38,0
29,3,206903,14,15,2,9,0,4,1,0,0,55,38,1
30,2,208668,7,12,4,9,1,2,0,0,0,25,38,0
43,2,182437,9,13,4,9,1,4,1,0,0,45,38,1
59,2,195835,5,4,0,13,1,4,1,0,0,40,38,0
24,2,330571,9,13,2,9,5,4,0,0,0,40,38,0
48,5,44434,12,14,2,9,0,4,1,0,0,61,38,1
29,2,319149,2,8,2,13,0,4,1,0,0,40,25,0
49,3,246891,9,13,2,0,0,4,1,0,0,40,38,1
21,2,131230,15,10,4,11,3,4,1,0,0,10,38,0
29,2,146949,8,11,2,9,0,4,1,0,0,43,38,0
42,2,266084,15,10,2,2,0,4,1,7298,0,45,38,1
17,2,239947,1,7,4,0,3,4,1,0,0,40,38,0
19,2,318822,1,7,4,8,1,4,0,0,0,35,38,0
32,2,473133,12,14,2,9,0,4,1,0,0,40,38,1
62,2,131117,5,4,0,12,4,4,0,0,0,38,3,0
43,2,221172,9,13,2,12,0,4,1,0,0,24,38,1
47,2,304857,12,14,5,12,1,4,1,27828,0,40,38,1
34,5,278378,11,9,2,13,0,2,1,0,0,40,38,0
28,2,201954,7,12,4,3,1,4,1,0,0,65,38,1
39,2,234901,7,12,5,0,4,4,1,0,0,40,38,0
23,4,184370,11,9,0,7,1,4,0,0,0,40,38,0
35,2,379959,11,9,0,7,1,4,0,0,0,40,38,0
56,2,231232,9,13,2,0,0,4,1,0,0,30,1,0
53,4,108815,11,9,2,2,0,4,1,0,0,60,38,0
47,2,606752,12,14,0,12,1,4,1,0,0,40,38,0
38,2,33887,11,9,4,6,2,4,1,0,0,40,38,0
45,2,175925,11,9,2,2,0,4,1,0,0,40,38,0
25,4,217030,11,9,4,7,4,4,0,0,0,30,38,0
58,2,281792,9,13,2,9,0,4,1,0,0,40,38,1
28,2,114158,15,10,4,0,3,4,0,0,0,26,38,0
58,2,117273,15,10,2,11,0,4,1,0,0,40,38,1
18,2,79443,1,7,4,7,3,4,1,0,0,8,38,0
34,2,191834,8,11,2,2,0,4,1,0,0,48,38,0
69,2,145656,15,10,6,0,1,4,0,0,0,24,38,0
41,2,244945,15,10,2,3,0,4,1,0,0,40,38,0
21,2,43475,11,9,4,10,1,4,1,0,0,40,38,0
58,2,349910,11,9,2,3,0,4,1,7688,0,40,38,1
21,5,39236,15,10,4,12,1,4,0,0,0,50,38,0
43,4,271665,11,9,2,11,0,4,1,0,0,45,38,0
20,2,193586,15,10,4,9,1,4,0,0,0,18,38,0
41,5,365986,11,9,0,10,1,4,1,0,0,40,38,1
42,2,65372,15,10,4,0,3,4,0,0,0,40,38,0
42,2,269028,10,16,2,9,0,4,1,0,0,40,9,0
35,2,77146,8,11,0,3,1,4,1,0,0,45,38,0
33,2,112358,15,10,4,7,1,4,1,0,0,32,38,0
27,2,130807,7,12,2,12,0,4,1,0,0,40,38,0
23,2,189072,9,13,4,12,1,2,0,0,0,45,38,0
36,2,174887,15,10,4,12,1,4,0,0,0,40,38,0
74,2,192290,0,6,2,0,0,4,1,0,0,20,38,0
24,2,388885,11,9,4,6,1,4,1,0,0,48,38,0
59,2,99131,12,14,6,3,1,4,0,0,0,40,38,1
26,2,134287,8,11,4,11,3,4,0,0,0,35,38,0
32,2,207201,9,13,4,9,1,4,1,0,0,45,38,1
41,4,120539,15,10,2,6,0,4,1,3103,0,40,38,1
35,2,228190,11,9,2,13,0,2,1,0,0,40,38,0
31,2,219509,11,9,2,7,0,4,1,0,0,40,25,1
20,2,125010,11,9,4,7,3,4,0,0,0,30,38,0
40,2,374367,8,11,5,11,1,2,1,0,0,44,38,0
32,2,101352,15,10,2,12,5,4,0,0,0,32,38,1
42,3,188615,9,13,2,11,0,4,1,0,0,60,38,1
21,2,434102,15,10,4,0,1,4,0,0,0,40,38,0
26,2,291968,11,9,2,13,0,4,1,0,0,44,38,0
31,2,191001,11,9,4,11,1,4,0,0,0,40,38,0
19,2,310158,15,10,4,13,3,4,1,0,0,30,38,0
37,2,211154,15,10,0,6,1,4,1,0,0,52,38,0
34,2,299635,12,14,2,3,0,4,1,0,1902,50,38,1
21,2,410439,15,10,4,11,3,4,1,0,0,24,38,0
54,2,133403,15,10,2,6,0,4,1,0,0,40,38,0
47,4,131826,15,10,2,11,0,4,1,0,0,40,38,0
31,4,119411,9,13,0,3,4,4,1,0,0,60,38,1
32,2,79870,15,10,2,3,3,4,0,2597,0,40,23,0
44,2,54507,11,9,4,6,1,4,0,0,0,40,38,0
22,2,408383,15,10,4,13,3,4,1,0,0,40,38,0
56,2,98418,11,9,0,13,1,4,1,0,0,30,38,0
56,2,110003,12,14,2,9,0,4,1,0,0,40,38,1
43,2,388849,7,12,2,5,0,4,1,0,0,60,38,0
31,2,219619,11,9,4,11,2,4,1,0,0,48,38,0
36,2,54229,7,12,2,3,5,4,0,0,0,37,38,0
48,2,93476,11,9,5,0,1,4,0,0,2001,40,38,0
38,2,207568,9,13,2,3,0,4,1,5178,0,40,38,1
19,2,262601,11,9,4,7,3,4,0,0,0,14,38,0
24,2,119156,11,9,4,13,3,4,1,0,0,50,38,0
27,2,50295,15,10,2,13,0,4,1,0,0,48,38,0
23,2,249277,11,9,4,3,3,2,1,0,0,75,38,0
43,2,101950,9,13,0,7,1,4,0,0,0,35,38,0
51,2,101432,11,9,2,2,0,4,1,0,0,40,38,0
25,2,154941,9,13,2,11,0,4,1,0,0,40,38,1
35,2,65706,11,9,0,7,4,4,0,0,0,40,38,0
39,2,176634,7,12,4,12,1,4,0,0,0,40,38,0
41,2,197919,11,9,2,0,5,4,0,0,0,60,38,0
27,2,188576,9,13,5,9,1,1,1,0,0,40,29,1
38,2,33105,9,13,2,9,0,0,1,0,0,70,38,1
69,2,228921,9,13,6,9,1,4,1,0,2282,40,38,1
39,2,196673,11,9,2,7,5,4,0,5013,0,40,38,0
26,2,171114,15,10,4,4,1,4,0,0,0,38,38,0
71,2,99894,4,3,6,8,1,1,0,0,0,75,38,0
57,4,264148,11,9,2,4,0,4,1,0,0,45,38,0
31,2,169583,11,9,4,3,3,4,0,0,0,40,38,0
18,2,301814,11,9,4,11,1,4,0,0,0,20,38,0
50,2,202296,8,11,5,9,4,4,0,0,0,40,38,0
57,2,176079,12,14,0,9,1,4,0,0,0,40,38,0
25,2,106377,15,10,4,0,3,4,1,0,0,40,38,0
62,4,173631,15,10,2,3,0,4,1,0,0,70,38,0
41,1,160893,13,1,4,5,3,4,0,0,0,30,38,0
61,2,101265,2,8,6,6,4,4,0,0,0,40,21,0
32,0,566117,15,10,0,0,4,4,0,0,0,40,38,0
20,2,219262,6,5,4,13,1,4,1,0,0,50,38,0
90,1,187749,7,12,2,0,0,1,1,0,0,20,29,0
42,4,67065,11,9,2,4,0,4,1,0,0,60,38,0
23,1,115244,9,13,4,9,3,4,0,0,0,60,38,0
28,2,64307,5,4,2,2,0,4,1,0,0,40,38,0
35,2,111387,6,5,4,2,1,4,1,0,0,40,38,0
48,4,107231,9,13,2,3,0,4,1,99999,0,50,38,1
22,2,203240,0,6,4,0,1,4,0,0,0,40,38,0
54,3,298215,9,13,2,3,0,4,1,0,0,50,38,1
24,2,177526,8,11,4,2,3,4,1,0,0,40,38,0
36,1,241998,9,13,2,9,0,4,1,0,1672,50,38,0
38,3,124665,9,13,4,2,1,4,0,0,0,20,38,0
22,2,215395,11,9,4,13,1,4,1,0,0,37,38,0
68,2,194746,10,16,0,9,1,4,0,0,0,40,4,0
39,0,243872,7,12,4,9,1,4,1,0,0,40,38,1
34,0,190228,9,13,2,10,0,4,1,0,1902,48,38,1
38,0,122493,9,13,2,9,0,4,1,4064,0,40,38,0
50,2,92811,9,13,2,12,0,4,1,0,0,40,38,0
24,0,312017,15,10,4,3,3,4,1,0,0,40,38,0
35,2,46028,7,12,0,7,4,4,0,0,0,50,38,0
37,2,324019,7,12,4,0,1,4,0,0,0,40,38,0
22,2,62507,9,13,4,9,3,4,0,0,0,40,38,0
46,2,117502,11,9,2,0,5,4,0,0,0,40,38,0
40,0,196456,15,10,4,0,3,4,0,0,0,40,38,0
38,2,48093,11,9,2,5,0,4,1,0,0,40,38,0
29,2,40295,11,9,2,9,0,4,1,0,0,40,38,0
49,5,102308,9,13,2,9,0,4,1,0,0,42,38,1
27,2,177057,11,9,4,6,1,4,1,0,0,40,38,0
29,2,82393,11,9,2,7,3,1,1,0,0,25,29,0
22,2,290504,11,9,4,7,2,4,1,0,0,40,38,0
19,2,220001,15,10,4,4,3,4,1,0,0,50,38,0
21,2,275291,15,10,4,11,3,4,1,0,0,12,38,0
50,1,199995,9,13,0,10,1,4,1,0,0,40,38,1
38,2,126675,11,9,0,2,1,4,1,0,2205,40,38,0
60,3,93272,5,4,2,11,0,4,1,0,0,60,38,0
49,1,268234,11,9,2,10,0,4,1,0,0,40,38,1
21,2,145389,15,10,4,9,1,4,0,0,0,25,38,0
70,2,405362,5,4,6,7,4,2,0,0,0,38,38,0
38,1,161463,14,15,2,9,0,2,1,0,0,40,38,1
61,2,219886,15,10,2,12,5,4,0,0,0,40,38,1
34,2,122616,15,10,2,12,0,4,1,0,0,84,38,1
47,2,326857,8,11,2,2,0,4,1,5013,0,40,38,0
53,2,246117,11,9,2,2,0,4,1,0,0,40,25,0
27,2,68037,15,10,4,3,1,4,1,0,0,45,38,0
43,2,117915,12,14,4,0,1,4,1,0,0,40,38,0
47,2,664821,9,13,2,7,0,4,1,0,0,40,7,0
18,2,302859,11,9,4,11,3,4,1,0,0,20,38,0
73,3,191540,9,13,2,11,0,4,1,0,0,50,38,1
21,2,231573,15,10,4,7,1,4,0,0,0,40,38,0
42,2,306496,11,9,2,7,0,4,1,0,0,40,38,0
53,2,126368,15,10,4,0,1,4,0,0,0,50,38,1
25,5,328697,15,10,0,10,2,4,1,0,0,45,38,0
18,2,60981,15,10,4,11,3,4,0,2176,0,35,38,0
24,2,653574,11,9,4,2,3,4,1,0,0,40,7,0
63,1,41161,11,9,2,3,0,4,1,0,0,55,38,0
31,2,127595,11,9,0,9,1,4,0,0,0,40,38,0
19,0,234151,11,9,4,0,4,2,0,0,0,40,38,0
65,2,111095,11,9,2,13,0,4,1,0,0,16,38,0
43,2,403467,9,13,2,3,0,2,1,7688,0,40,38,1
46,2,42972,12,14,2,9,5,4,0,0,0,22,38,1
45,2,51664,15,10,2,11,0,4,1,0,0,40,38,0
48,2,348144,15,10,0,13,1,4,1,3325,0,53,38,0
20,2,216472,15,10,4,11,3,4,0,0,0,25,38,0
31,2,229636,15,10,2,2,0,4,1,0,0,45,25,0
25,3,182750,9,13,4,11,1,4,1,0,0,45,38,1
42,5,160369,11,9,4,10,1,4,1,0,0,40,38,1
25,2,51201,11,9,2,2,0,4,1,0,0,35,38,0
64,3,161325,7,12,2,11,0,4,1,0,1887,50,38,1
37,2,336880,15,10,2,13,0,4,1,0,0,50,38,0
41,2,280167,12,14,2,3,0,4,1,15024,0,70,38,1
59,1,93211,9,13,2,3,5,4,0,0,0,22,38,1
37,3,51264,8,11,2,11,0,4,1,0,0,40,38,1
45,4,315984,11,9,2,2,0,4,1,7688,0,50,38,1
20,2,147171,15,10,4,0,4,1,0,0,0,40,39,0
30,2,447739,10,16,4,9,1,4,1,0,0,60,38,0
31,2,45781,12,14,4,9,1,4,0,14084,0,50,38,1
40,5,269733,8,11,4,2,1,4,1,0,0,40,38,0
24,2,86745,9,13,2,9,2,1,0,0,0,40,29,0
28,4,195607,11,9,2,11,5,4,0,0,0,40,38,0
44,3,320984,15,10,2,11,0,4,1,5178,0,60,38,1
41,4,408498,11,9,2,3,0,4,1,0,0,50,38,0
55,2,227158,9,13,6,0,4,4,0,0,0,40,38,0
18,2,266489,15,10,4,3,1,4,1,0,0,50,38,0
59,2,143372,0,6,0,0,1,2,0,0,0,40,38,0
28,1,50512,9,13,4,9,1,4,0,2202,0,50,38,0
43,2,211860,11,9,4,7,4,2,0,0,0,24,38,0
57,2,255109,11,9,4,3,1,4,0,0,0,45,38,0
30,2,345705,15,10,2,3,2,4,1,0,0,40,38,0
49,2,50474,11,9,2,3,0,4,1,0,0,40,38,0
30,2,156718,11,9,4,12,1,4,0,0,0,40,38,0
69,2,168139,11,9,2,11,5,4,0,0,0,40,38,0
28,2,375655,9,13,4,11,4,4,1,0,0,50,38,0
34,2,236318,11,9,4,6,4,4,1,0,0,40,38,0
27,2,278581,9,13,4,11,3,4,0,0,0,40,38,0
24,2,230475,11,9,2,2,0,4,1,0,0,44,38,0
47,4,168109,11,9,2,4,0,4,1,15024,0,50,38,1
28,2,242482,11,9,2,11,0,4,1,0,0,40,38,0
35,2,185556,12,14,2,9,0,4,1,0,1887,40,38,1
44,2,267521,9,13,0,0,4,4,0,0,0,40,38,0
29,2,140863,15,10,2,12,0,4,1,0,0,40,38,0
26,2,485117,9,13,4,13,3,4,1,0,0,20,38,0
21,2,197583,15,10,4,0,3,4,0,0,0,20,38,0
32,2,273241,9,13,2,3,5,4,0,0,0,40,38,1
30,1,145692,15,10,4,10,1,2,1,0,1974,40,38,0
26,2,39212,11,9,2,6,0,4,1,0,0,45,38,0
49,4,126268,9,13,2,2,0,4,1,0,0,50,38,0
25,2,200318,11,9,2,13,0,4,1,0,0,60,38,0
33,2,94235,14,15,4,9,3,4,1,0,0,42,38,1
53,3,220786,15,10,6,11,1,4,0,0,0,60,38,0
31,2,162160,11,9,2,2,0,4,1,0,0,47,38,0
24,2,215243,9,13,4,0,1,4,0,0,0,42,38,0
35,2,385847,15,10,2,2,0,4,1,0,0,40,38,0
30,2,177531,11,9,4,11,4,2,0,0,0,25,38,0
25,2,195118,11,9,4,5,2,4,1,0,0,35,38,0
27,2,177119,15,10,0,0,4,4,0,0,0,44,38,0
22,2,126613,15,10,4,11,3,4,0,0,0,20,38,0
35,2,140915,9,13,4,11,3,1,1,0,1590,40,34,0
30,4,229741,11,9,2,2,0,4,1,0,0,40,38,0
61,2,183735,15,10,2,11,0,4,1,0,0,45,38,1
46,2,358886,11,9,2,6,0,4,1,0,0,40,38,0
31,2,500002,3,2,2,4,0,4,1,0,0,45,25,0
35,2,93034,11,9,4,6,1,1,1,0,0,40,0,0
19,2,229756,11,9,4,11,3,4,1,0,0,50,38,0
42,2,245317,11,9,2,11,0,4,1,0,0,50,38,0
27,2,328981,11,9,4,6,4,2,1,0,0,40,38,0
26,2,179010,15,10,4,2,1,4,1,0,0,65,38,0
59,2,170148,15,10,0,7,4,4,0,0,0,32,38,0
51,2,305147,9,13,4,9,1,4,1,0,0,40,38,0
33,2,295589,9,13,4,9,1,2,1,0,0,50,38,1
43,2,26915,8,11,2,3,0,4,1,0,0,45,38,1
22,2,51985,15,10,4,2,3,4,1,0,0,30,38,0
37,2,166497,9,13,0,2,1,4,1,0,0,35,38,0
28,1,179759,15,10,3,0,4,4,0,0,0,40,38,0
23,2,409230,9,13,4,11,1,4,1,0,0,25,38,0
22,2,401690,15,10,4,11,3,4,0,0,0,20,25,0
56,2,193622,11,9,5,2,4,4,1,0,0,40,38,0
31,3,41493,9,13,4,4,1,4,0,0,0,45,38,0
46,2,332884,9,13,2,3,0,4,1,7298,0,65,38,1
31,1,143392,15,10,0,0,1,4,0,0,0,35,38,0
57,1,190748,15,10,0,3,4,4,0,0,0,35,38,0
50,2,134766,9,13,2,3,0,4,1,0,1902,50,38,1
22,2,216181,1,7,4,2,3,4,1,0,0,45,38,0
19,2,236396,1,7,4,5,1,4,1,0,0,40,38,0
30,2,487330,15,10,2,6,0,4,1,0,0,30,38,0
53,2,36327,11,9,2,11,0,4,1,0,0,40,38,1
63,5,194682,10,16,2,3,0,4,1,0,1902,50,38,1
29,4,179008,7,12,2,11,0,4,1,0,0,50,38,0
45,2,107682,12,14,0,3,1,4,0,0,0,40,38,1
30,1,311913,11,9,2,0,5,4,0,0,0,40,38,1
59,1,114401,11,9,6,7,1,4,0,0,1504,19,38,0
29,2,179498,11,9,2,3,0,4,1,0,0,40,10,0
27,2,257302,7,12,2,12,5,4,0,0,0,38,38,0
22,5,151991,15,10,4,12,3,4,1,0,0,20,38,0
21,2,116788,11,9,4,2,3,4,1,0,0,40,38,0
46,2,159869,11,9,0,3,1,4,1,0,0,44,38,0
31,2,257644,11,9,4,9,1,4,1,0,0,43,38,0
31,2,196788,11,9,2,0,5,4,0,0,0,40,38,0
39,2,117166,0,6,2,6,0,4,1,2635,0,40,38,0
32,4,154950,15,10,2,2,0,4,1,0,0,30,38,0
24,2,200089,11,9,2,2,0,4,1,0,0,60,25,1
37,2,379522,9,13,2,11,0,4,1,0,0,55,38,1
35,4,185621,9,13,4,9,3,4,0,0,0,40,38,0
58,1,212864,11,9,2,10,0,4,1,3908,0,40,38,0
33,2,340332,9,13,5,3,1,2,0,0,0,45,38,0
50,2,320510,9,13,2,3,0,4,1,0,1902,40,38,1
64,3,165667,10,16,2,9,0,4,1,7688,0,60,1,1
49,5,122066,12,14,2,9,0,4,1,0,0,45,38,1
57,4,102058,12,14,2,9,0,4,1,0,0,40,38,1
51,3,162327,1,7,0,11,1,4,1,0,0,40,38,0
54,2,24108,15,10,5,3,1,4,0,0,0,40,38,0
59,2,107833,0,6,2,13,0,4,1,0,1485,40,38,1
51,2,129177,11,9,0,0,1,4,0,0,0,38,38,0
43,5,438427,15,10,0,0,1,2,0,0,0,40,38,0
46,2,146919,11,9,5,11,1,4,0,0,0,40,38,0
29,2,183111,8,11,2,6,0,4,1,0,0,40,38,0
72,2,33404,0,6,6,0,1,4,0,0,0,20,38,0
84,2,388384,5,4,2,9,0,2,1,0,0,10,38,0
37,5,74163,9,13,4,9,1,4,0,0,0,40,38,0
46,2,164379,9,13,0,11,4,2,0,0,0,35,38,1
56,2,109015,15,10,2,3,5,4,0,7688,0,50,38,1
38,2,159179,11,9,2,2,0,4,1,0,0,40,38,0
34,2,30433,9,13,4,11,1,4,0,0,0,35,38,0
35,2,99156,9,13,4,11,1,4,1,0,0,50,38,0
33,2,205152,8,11,4,3,1,4,1,0,0,55,38,1
73,2,301210,3,2,2,13,0,4,1,0,1735,20,38,0
58,2,247276,5,4,6,7,1,3,0,0,0,30,38,0
39,2,342448,9,13,2,0,0,4,1,0,0,45,38,0
37,2,99270,11,9,4,13,2,4,0,0,0,40,38,0
57,2,301514,11,9,2,11,0,4,1,0,0,40,38,0
34,1,226296,9,13,2,10,0,4,1,0,0,40,38,1
36,1,109766,9,13,4,10,1,4,1,0,0,60,38,0
49,5,175109,15,10,2,9,0,4,1,0,0,50,38,1
45,2,175625,11,9,5,0,4,4,0,0,0,38,38,0
32,2,207113,0,6,0,2,4,4,1,0,0,40,38,0
44,4,155930,9,13,2,3,0,4,1,0,0,60,38,0
26,2,171114,8,11,5,0,4,4,0,0,0,35,38,0
32,2,189838,11,9,4,11,1,4,0,0,0,50,38,0
47,2,274883,11,9,2,13,0,4,1,0,0,40,38,0
22,2,326334,15,10,4,2,3,4,1,0,0,35,38,0
29,2,289991,11,9,4,13,4,4,1,0,0,55,38,0
58,2,193568,1,7,6,7,1,4,0,0,0,40,38,0
32,2,324386,9,13,4,9,3,4,1,0,0,40,38,0
39,2,269323,15,10,2,3,0,4,1,0,0,40,38,1
44,4,35166,9,13,2,4,0,4,1,0,0,90,38,0
38,2,206535,15,10,0,12,4,4,0,0,0,50,38,0
33,2,182423,11,9,0,7,4,2,1,0,0,40,38,0
46,1,14878,14,15,2,9,0,1,1,0,0,40,29,1
35,2,187693,11,9,4,6,3,4,1,0,0,40,38,0
20,3,95997,11,9,4,4,3,4,1,0,0,70,38,0
