Gender,customer_type,age,type_of_travel,customer_class,flight_distance,inflight_wifi_service,departure_arrival_time_convenient,ease_of_online_booking,gate_location,food_and_drink,online_boarding,seat_comfort,inflight_entertainment,onboard_service,leg_room_service,baggage_handling,checkin_service,inflight_service,cleanliness,departure_delay_in_minutes,arrival_delay_in_minutes,target
1,0,51,0,0,1990,3,3,3,3,5,5,5,5,3,3,5,5,3,5,157,160.0,1
0,0,21,1,1,735,4,1,4,3,1,4,1,1,2,1,3,1,3,1,0,0.0,0
1,0,60,0,0,2934,2,2,2,2,3,5,5,4,4,4,4,4,4,4,16,15.0,1
0,0,49,0,0,3269,3,1,1,1,2,1,2,3,3,3,3,4,3,4,0,0.0,0
1,0,52,1,1,204,4,4,0,4,3,0,3,3,1,5,3,5,5,3,0,0.0,0
1,0,16,0,0,1978,5,5,5,5,5,4,5,5,3,2,2,2,4,5,5,0.0,1
1,0,46,0,0,2665,4,4,4,4,3,4,4,4,4,4,4,3,4,4,17,14.0,1
1,0,12,1,1,308,4,5,5,2,5,5,5,5,5,5,4,3,4,5,0,0.0,1
1,0,40,0,0,794,4,4,4,4,3,4,1,5,5,5,5,1,5,4,0,0.0,1
0,1,29,0,1,978,1,1,1,4,5,1,5,5,3,2,3,2,1,5,0,0.0,0
1,0,73,0,0,223,4,2,4,4,1,3,1,5,5,5,4,4,5,5,0,0.0,1
0,1,23,0,0,2475,4,0,4,3,4,4,4,4,4,2,4,5,5,4,0,0.0,1
0,0,33,0,0,985,1,1,1,1,3,5,5,4,4,4,4,3,4,5,16,6.0,1
0,0,61,0,0,2119,0,4,1,4,5,2,4,4,4,4,4,5,4,3,0,0.0,1
0,1,24,0,0,1258,4,4,4,3,2,4,2,2,5,5,5,3,4,2,3,0.0,1
0,0,7,1,2,1129,2,2,3,4,1,3,1,1,4,4,4,1,4,1,61,50.0,0
1,0,65,1,2,182,3,4,3,4,2,3,2,2,1,2,4,1,3,2,0,0.0,0
1,0,7,1,2,1671,2,5,2,2,4,2,4,4,2,3,5,2,1,4,0,0.0,0
1,0,42,0,0,3576,2,2,2,2,3,5,4,4,4,4,4,3,4,3,0,0.0,1
0,1,22,0,1,763,2,1,1,4,4,1,4,4,1,2,3,1,3,4,0,0.0,0
1,1,21,0,0,235,4,0,4,5,3,4,2,3,4,5,4,3,5,3,2,0.0,1
0,0,46,1,2,1620,3,4,2,1,5,4,5,4,4,2,4,3,4,5,0,1.0,0
0,0,47,0,1,746,3,1,1,1,3,3,3,3,3,3,3,1,3,1,101,108.0,0
1,0,45,1,1,862,4,4,5,4,3,5,3,3,3,4,5,4,5,3,8,12.0,1
0,0,58,0,0,1464,1,1,1,1,3,4,5,5,5,5,5,4,5,3,6,2.0,1
1,0,25,0,2,612,2,5,5,5,2,2,1,2,3,3,3,3,4,2,0,4.0,0
1,0,43,0,0,416,3,3,3,3,2,5,4,5,5,5,5,3,5,3,50,56.0,1
0,1,24,0,1,588,2,5,2,3,1,2,1,1,1,5,4,2,5,1,0,0.0,0
0,0,67,1,1,2419,1,4,1,3,1,1,1,3,5,4,4,1,3,1,48,49.0,0
1,0,52,1,1,700,2,4,2,4,3,2,4,3,5,5,5,5,4,3,22,3.0,0
1,0,34,0,0,1009,1,1,1,1,3,4,5,5,5,5,5,4,5,5,23,3.0,1
0,0,40,0,0,228,1,1,5,1,5,1,3,4,4,4,4,3,4,3,0,0.0,1
0,0,51,0,0,1618,1,1,1,1,2,3,5,5,5,5,5,2,5,3,0,0.0,1
1,1,29,0,1,1024,4,4,4,4,5,4,5,5,4,2,4,4,4,5,0,15.0,0
1,0,40,1,1,1190,2,5,2,2,5,2,5,5,3,3,3,4,4,5,23,4.0,0
1,0,55,1,0,337,3,5,3,4,5,5,4,4,4,3,4,4,4,3,0,0.0,0
0,0,40,1,1,1626,4,5,4,4,4,4,5,4,5,4,4,3,5,4,0,9.0,0
1,0,38,0,0,359,3,3,3,3,1,5,5,4,4,4,4,2,4,4,0,1.0,1
0,0,19,0,2,159,3,4,4,4,3,3,3,3,3,5,4,4,3,3,0,0.0,0
0,0,32,0,0,1895,4,4,4,4,5,5,5,5,4,5,1,5,1,5,0,0.0,1
0,0,49,0,0,628,5,5,5,5,3,4,4,2,2,2,2,3,2,3,0,15.0,1
1,0,22,0,0,2552,1,1,1,1,5,5,5,5,1,2,4,2,1,5,0,0.0,1
0,0,54,0,0,3613,4,4,4,4,5,4,5,4,4,4,4,3,4,5,0,0.0,1
0,0,50,0,0,2625,4,4,2,4,2,4,5,4,4,4,4,3,4,4,3,0.0,1
1,1,27,0,1,2072,3,3,3,3,5,3,5,5,3,4,3,2,2,5,0,0.0,0
0,0,52,0,0,3096,4,4,4,4,4,2,5,4,4,4,4,5,4,3,0,0.0,1
1,1,37,1,1,577,5,4,5,1,1,5,1,1,5,2,5,5,4,1,20,24.0,1
0,1,30,0,1,129,4,1,5,4,1,5,1,1,1,3,3,1,3,1,0,0.0,0
0,0,37,1,1,1500,4,3,4,4,4,4,4,4,1,3,3,2,4,4,0,0.0,1
1,0,32,0,1,265,2,3,1,3,2,2,2,2,1,2,4,4,3,2,2,0.0,0
0,0,63,1,1,258,2,4,2,3,3,2,3,4,4,2,4,1,4,1,0,0.0,0
0,1,26,0,0,546,3,4,3,3,1,3,1,1,4,3,4,5,4,1,3,11.0,0
1,0,38,1,2,302,2,2,2,3,4,2,4,4,4,3,4,2,3,4,0,0.0,0
1,0,45,0,1,712,2,2,2,2,2,2,2,2,3,5,3,3,3,2,0,0.0,0
0,0,15,1,1,2342,2,1,2,2,4,2,4,4,1,4,2,1,3,4,1,6.0,0
1,0,27,1,1,255,4,4,4,4,4,4,4,4,5,4,1,1,1,4,39,43.0,0
0,0,43,0,0,2504,3,3,3,3,2,5,4,5,5,5,5,5,5,5,4,0.0,1
0,0,40,0,1,147,4,4,4,4,4,4,4,4,4,5,1,4,2,4,0,0.0,1
0,0,42,0,1,595,3,4,5,4,3,3,4,3,3,3,3,3,3,2,2,3.0,0
1,1,26,0,0,775,4,5,5,4,3,5,3,3,4,3,5,3,5,3,11,4.0,0
0,0,22,0,1,1773,3,1,1,1,3,3,2,3,4,3,2,3,3,3,13,16.0,0
1,1,70,0,0,785,1,1,1,2,1,1,1,1,4,1,2,2,3,1,0,0.0,0
0,0,54,1,1,692,2,2,2,3,1,3,4,4,4,2,4,3,4,1,20,20.0,0
0,0,47,0,0,1464,2,2,2,2,4,4,5,5,5,5,5,4,5,5,0,0.0,1
0,0,41,0,0,2043,2,2,4,2,4,4,5,4,4,4,4,3,4,4,5,0.0,1
0,0,49,0,1,1028,4,3,3,3,1,3,4,4,4,4,4,4,4,2,38,17.0,1
1,0,44,0,0,2823,4,4,4,4,4,4,3,4,4,3,4,3,4,3,0,0.0,1
0,0,57,0,0,2079,3,3,3,3,4,4,5,5,5,4,5,4,5,4,0,0.0,1
0,1,39,0,0,447,3,3,3,3,2,3,4,2,3,2,5,4,4,2,1,0.0,0
0,1,39,0,0,907,5,5,5,2,5,5,5,5,4,5,4,4,5,5,0,0.0,1
0,1,25,0,0,1123,5,3,5,2,1,5,1,1,4,4,5,3,4,1,1,0.0,1
0,0,26,1,1,641,3,1,3,4,5,3,5,5,2,5,4,1,3,5,0,0.0,0
0,0,37,1,1,926,2,4,2,4,1,2,1,1,3,4,5,5,4,1,0,2.0,0
0,0,56,0,1,109,5,1,1,1,5,4,3,5,5,5,5,5,5,1,47,46.0,1
0,0,79,0,0,1900,2,2,1,1,5,2,2,2,2,2,2,4,2,1,0,0.0,0
1,0,36,0,2,651,2,3,3,3,2,2,2,2,4,5,3,2,3,2,0,0.0,0
0,0,35,0,0,1619,3,3,3,3,3,3,4,3,3,3,3,1,3,4,15,0.0,0
0,0,47,0,0,3967,3,3,3,3,3,4,4,5,5,5,5,4,5,5,0,0.0,1
0,0,41,0,1,226,5,1,1,1,5,5,5,5,3,5,2,1,1,5,0,0.0,1
1,0,56,0,0,1173,3,3,5,3,4,4,4,3,3,3,3,3,3,1,0,0.0,0
0,0,57,0,0,685,2,2,2,2,5,4,5,4,4,4,4,4,4,4,0,0.0,1
0,0,57,1,1,744,4,5,5,2,2,4,5,1,1,5,1,4,1,4,0,4.0,0
1,0,41,0,0,2530,4,4,5,4,1,2,2,4,4,4,4,3,4,4,100,97.0,1
0,0,44,1,1,533,2,1,5,3,2,2,2,2,2,5,2,1,2,3,0,0.0,0
0,0,50,0,0,3467,4,2,2,2,5,3,3,4,4,3,4,1,4,3,65,67.0,0
0,0,23,1,1,451,4,3,4,3,4,4,4,4,4,2,3,4,3,4,0,0.0,1
0,0,63,1,1,1303,1,5,1,3,4,3,5,2,2,1,2,4,2,4,7,0.0,0
1,0,24,1,1,666,3,1,3,2,3,3,3,3,2,5,2,2,2,3,0,0.0,0
1,0,58,0,0,2108,5,5,5,5,2,4,5,5,5,5,5,3,5,3,5,1.0,1
1,1,40,0,1,160,4,4,4,3,5,4,5,5,2,3,2,3,4,5,0,1.0,0
1,0,58,0,0,534,5,5,5,5,3,4,4,5,5,5,5,4,5,3,0,0.0,1
0,0,56,0,0,2181,4,4,4,4,2,4,5,4,4,4,4,5,4,3,19,20.0,1
0,0,44,0,0,1162,4,4,4,4,4,1,2,4,4,4,4,2,4,2,0,4.0,1
1,0,59,0,0,3824,1,1,1,1,4,5,4,4,4,4,4,4,4,4,3,7.0,1
0,0,39,0,0,308,0,0,0,4,4,5,5,1,1,1,1,5,1,3,1,0.0,1
1,1,26,0,1,583,5,3,5,1,4,5,4,4,1,3,1,3,3,4,0,0.0,1
1,0,20,0,0,1576,3,1,2,2,3,3,3,3,2,1,4,4,3,3,1,24.0,0
1,0,42,0,0,3044,3,3,3,3,2,5,4,4,4,5,4,4,4,3,0,0.0,1
1,0,58,1,1,2419,2,2,3,3,2,3,1,2,1,1,3,3,4,2,0,0.0,0
0,1,26,0,0,187,2,5,2,4,4,2,5,4,5,3,5,3,5,4,4,3.0,0
1,0,61,1,1,364,0,2,0,3,3,0,3,3,2,1,4,3,4,3,2,0.0,1
0,0,54,0,0,214,4,4,4,4,5,5,5,5,5,5,4,5,5,4,0,0.0,1
1,0,49,1,0,507,1,5,3,3,3,4,5,3,3,3,3,5,3,4,12,0.0,0
0,0,48,0,0,3552,3,2,4,2,3,4,4,1,1,1,3,4,1,1,0,0.0,0
0,0,25,0,0,1188,1,1,1,1,5,5,5,5,3,3,5,4,4,5,3,0.0,1
1,1,21,0,1,277,1,1,1,2,1,1,1,4,2,3,2,1,2,1,111,160.0,0
1,1,17,0,0,1747,5,5,5,4,4,5,4,4,4,5,4,5,5,4,1,0.0,1
1,0,41,1,1,200,2,3,2,3,1,2,4,1,5,3,5,2,2,1,23,17.0,0
1,0,47,0,2,228,2,5,5,5,2,2,2,2,2,4,4,4,3,2,49,41.0,0
0,0,33,0,0,1589,1,1,1,1,5,5,5,5,5,4,5,3,5,3,0,0.0,1
0,1,37,0,1,591,1,0,1,2,4,1,3,4,4,1,5,2,1,4,0,0.0,0
1,0,58,1,0,316,2,5,1,3,1,4,1,4,4,1,3,5,4,1,0,1.0,0
1,0,30,0,0,2168,4,4,4,4,5,5,5,5,1,3,1,3,2,5,0,0.0,1
1,0,58,0,0,372,4,4,4,4,2,4,4,5,5,4,5,4,5,5,58,50.0,1
1,0,46,0,0,2422,4,4,3,4,2,4,4,4,4,4,4,5,4,5,26,18.0,1
0,0,59,0,0,1013,4,5,5,5,5,3,3,4,4,4,4,1,4,2,22,27.0,0
0,1,39,0,0,1440,3,2,2,2,4,2,4,4,2,2,2,3,2,4,33,35.0,0
0,1,24,0,0,577,3,2,3,4,2,3,2,2,2,4,4,3,3,2,75,77.0,0
1,1,17,0,0,223,4,1,4,4,4,4,4,4,2,1,4,3,4,4,0,0.0,0
0,0,59,0,0,1961,4,4,4,4,5,4,4,5,5,5,5,3,5,3,0,0.0,1
0,0,25,1,1,356,3,4,2,2,2,2,5,2,5,2,5,4,4,2,0,0.0,0
0,0,12,0,2,503,4,3,3,3,4,4,3,4,3,4,1,5,5,4,4,4.0,1
0,0,65,0,0,2223,1,2,2,2,5,3,3,3,3,3,1,2,3,3,0,0.0,0
1,0,49,0,0,406,5,5,5,5,2,5,4,4,4,4,4,5,4,3,0,0.0,1
0,0,38,0,0,1085,1,1,1,1,3,5,4,4,4,4,4,4,4,5,8,0.0,1
0,0,68,1,1,1182,3,4,3,4,2,3,4,1,1,3,1,4,1,3,0,0.0,0
1,0,25,1,1,170,2,4,2,2,4,2,4,4,3,3,4,4,5,4,1,21.0,0
1,0,17,1,1,646,3,4,3,1,3,3,2,3,5,1,2,4,4,3,0,2.0,0
0,0,32,1,2,1050,2,4,2,3,2,2,2,2,4,4,5,5,5,2,0,0.0,0
0,0,16,0,0,1560,2,3,3,3,2,2,2,2,4,5,4,2,4,2,8,0.0,0
1,0,64,1,1,237,3,4,3,5,5,3,3,5,4,5,5,4,5,5,0,0.0,0
0,0,28,0,0,1705,3,5,5,5,3,2,3,3,3,1,2,4,2,3,19,4.0,0
1,0,50,1,1,479,2,0,5,2,5,5,5,5,4,2,4,3,4,5,0,0.0,0
0,0,51,0,1,793,5,5,5,5,4,3,3,5,5,5,5,5,5,4,8,3.0,1
0,1,27,0,0,639,5,5,5,3,3,5,3,3,5,4,5,5,4,3,10,0.0,1
1,0,49,1,1,624,1,5,1,4,3,1,3,3,3,2,5,4,5,3,0,23.0,0
1,0,21,1,1,867,4,4,4,2,1,4,1,1,4,4,1,4,3,1,0,0.0,0
0,0,65,0,0,2650,2,2,2,2,4,4,4,3,3,3,2,3,3,3,9,19.0,0
1,0,59,0,0,341,2,2,5,2,5,4,5,4,4,4,4,5,4,4,8,15.0,1
0,0,54,1,1,1355,2,3,2,4,5,4,3,4,4,2,4,3,4,4,0,6.0,0
1,0,67,1,1,868,3,2,3,3,4,3,4,4,3,4,2,1,2,4,0,0.0,0
1,0,71,0,0,2327,1,1,1,1,5,4,2,4,4,4,4,2,4,2,0,0.0,1
0,1,29,0,1,602,3,2,3,3,4,3,4,4,3,3,4,4,4,4,9,7.0,0
0,0,33,0,0,1464,3,3,3,3,5,5,5,4,4,4,4,3,4,5,47,42.0,1
1,0,29,0,0,2778,4,4,4,4,4,4,4,4,3,5,5,5,4,4,0,0.0,1
0,1,36,0,1,274,3,5,3,5,2,3,2,2,1,1,4,1,2,2,0,0.0,0
1,0,46,1,1,667,2,1,2,3,1,2,4,1,4,5,4,1,3,1,5,1.0,0
0,1,21,0,0,371,2,2,2,3,1,2,1,1,4,5,3,3,4,1,0,0.0,0
0,0,49,0,0,134,3,3,3,3,4,4,5,5,5,5,4,3,5,4,0,0.0,1
1,0,68,1,1,1123,3,5,3,1,1,3,1,1,5,2,4,4,5,1,0,0.0,0
1,0,45,0,0,295,0,0,0,3,3,5,4,1,1,1,1,4,1,4,29,28.0,1
1,0,50,0,0,3459,1,1,1,1,3,5,5,3,3,3,3,5,3,5,0,0.0,1
1,0,51,0,0,3462,4,4,4,4,4,5,4,4,4,4,4,5,4,5,0,0.0,1
1,0,70,0,0,488,1,3,1,1,5,4,5,4,4,4,4,4,4,4,2,17.0,1
1,0,55,1,0,192,3,3,3,4,2,3,3,1,1,3,1,2,1,4,15,14.0,0
1,0,29,0,0,3740,1,3,3,3,1,1,1,1,4,1,4,2,4,1,34,24.0,0
0,0,52,0,0,3742,5,5,5,5,2,4,4,5,5,4,5,5,5,4,0,4.0,1
0,0,55,0,0,173,0,4,0,1,3,4,4,5,5,5,5,5,5,5,29,25.0,1
0,0,50,0,0,991,3,2,2,2,2,3,3,3,3,3,3,1,3,2,6,7.0,0
1,0,44,0,0,937,4,4,4,4,4,5,4,5,5,5,5,3,5,4,35,15.0,1
0,0,43,0,0,2029,2,2,2,2,2,5,4,4,4,4,4,4,4,4,4,15.0,1
1,1,10,0,1,860,3,3,3,2,3,3,3,3,5,2,4,5,5,3,6,0.0,0
1,0,32,0,0,270,2,2,2,2,4,4,4,4,5,2,5,3,5,4,0,0.0,1
0,0,27,0,0,546,5,5,5,5,5,5,5,5,3,5,2,1,4,5,40,27.0,1
1,0,16,1,1,89,2,5,2,5,5,2,5,5,5,2,4,4,5,5,0,0.0,0
1,0,34,0,0,1846,1,1,1,1,4,4,5,5,5,5,5,3,5,4,5,0.0,1
1,0,44,1,1,859,2,4,2,5,2,2,2,2,3,4,4,5,4,2,129,114.0,0
0,0,61,1,2,268,2,0,2,3,4,5,1,1,1,2,2,2,1,4,7,0.0,0
1,0,62,0,0,113,3,1,1,1,5,4,4,3,3,3,3,2,3,3,0,36.0,0
1,0,33,0,2,224,3,3,3,3,3,3,3,3,3,1,4,3,3,3,62,58.0,0
0,1,25,0,1,1069,1,1,1,4,2,1,2,2,1,5,4,2,3,2,41,47.0,0
0,0,53,0,0,1963,2,2,2,2,4,5,5,4,4,4,4,4,4,3,1,1.0,1
1,1,23,0,1,929,3,3,3,3,3,3,3,3,3,4,5,5,5,3,0,0.0,0
1,1,29,0,1,502,4,2,4,3,2,4,2,2,4,3,3,4,4,2,8,68.0,0
0,0,48,0,0,1464,5,5,2,5,2,5,5,4,4,4,4,5,4,4,0,0.0,1
1,0,39,0,1,550,5,2,2,2,5,5,5,5,3,5,3,3,2,5,89,73.0,1
0,0,23,0,0,1842,0,0,0,2,3,3,3,3,5,3,4,4,4,3,8,0.0,1
1,1,21,0,1,208,1,5,1,3,5,1,5,5,1,1,4,2,4,5,0,0.0,0
1,0,55,0,0,1276,2,2,2,2,5,5,4,5,5,5,5,5,5,3,0,0.0,1
1,0,47,0,0,1121,1,1,3,1,3,5,5,5,5,5,5,5,5,4,14,27.0,1
1,0,27,1,1,899,3,1,4,2,4,4,2,4,2,1,2,1,3,4,0,0.0,0
1,0,52,0,0,861,5,5,5,5,3,4,4,5,5,5,5,3,5,4,0,0.0,1
1,0,28,0,0,2207,0,5,0,2,2,2,2,2,4,3,2,1,5,2,0,0.0,1
0,1,26,0,1,794,1,1,1,4,4,1,4,4,5,5,2,1,2,4,4,1.0,0
0,1,37,0,1,500,2,3,2,2,3,2,3,3,2,2,5,3,3,3,0,0.0,0
1,0,45,0,0,1444,2,2,2,2,2,5,4,4,4,4,4,5,4,5,30,17.0,1
0,0,42,0,0,1024,5,5,5,5,3,5,5,5,5,4,5,5,5,5,11,5.0,1
1,0,22,1,1,524,4,4,4,4,2,4,4,2,4,2,5,4,5,2,10,6.0,0
0,0,38,1,2,1399,1,5,1,2,5,1,5,5,3,5,3,3,4,5,8,38.0,0
1,0,26,1,1,1009,3,5,3,5,5,3,5,5,4,4,2,2,3,5,0,0.0,0
0,1,31,0,1,1061,1,1,1,4,4,1,4,4,1,4,4,1,3,4,0,0.0,0
1,1,27,0,0,528,4,4,4,2,2,4,2,2,4,4,4,3,4,2,4,0.0,1
0,0,51,1,1,919,2,4,3,1,3,4,5,4,4,3,4,4,4,5,4,8.0,0
1,0,54,0,1,591,5,3,3,3,5,5,5,5,1,1,3,4,1,5,28,26.0,1
0,0,54,1,1,1013,2,1,2,3,3,4,4,2,2,2,2,4,2,1,28,25.0,0
0,0,37,0,1,325,2,2,2,2,2,2,2,2,2,4,3,4,4,2,0,0.0,0
0,0,45,0,0,1587,2,2,2,2,4,4,4,4,4,4,4,4,4,3,0,0.0,1
1,0,40,0,0,3693,2,2,4,2,5,4,4,4,4,4,4,5,4,5,0,0.0,1
1,0,36,0,0,2162,3,5,4,5,3,3,4,1,1,1,3,1,1,3,14,1.0,0
0,0,39,0,0,2909,3,2,2,2,2,3,3,1,1,1,3,3,1,1,0,0.0,0
1,1,33,0,0,404,2,2,2,5,4,2,5,4,4,3,5,4,5,4,0,0.0,0
0,0,48,0,0,835,4,4,4,4,3,5,4,4,4,4,4,4,4,3,0,0.0,1
0,0,39,1,1,821,3,4,3,1,1,3,1,1,3,1,1,5,5,1,10,27.0,0
0,0,63,0,0,2681,1,1,1,1,5,4,1,5,5,5,5,2,5,1,5,0.0,1
1,0,49,0,1,967,2,2,2,2,2,2,2,2,4,2,3,2,2,2,0,0.0,1
1,0,26,0,0,1334,1,1,1,1,4,4,4,4,4,2,4,5,5,4,10,9.0,1
1,0,66,0,0,280,4,4,4,4,5,4,5,4,4,4,4,5,4,4,60,50.0,1
1,0,39,0,0,2990,1,1,1,1,2,5,4,4,4,4,5,4,4,3,7,10.0,1
0,0,66,1,1,677,4,3,4,1,1,5,2,1,1,4,1,1,1,1,61,48.0,0
0,0,46,0,0,1832,0,5,0,2,1,2,4,1,1,1,1,3,1,3,0,0.0,1
0,0,51,0,0,965,1,1,1,1,2,5,4,5,5,5,5,5,5,4,1,18.0,1
1,0,27,0,0,1089,2,2,2,2,5,5,5,4,3,5,5,5,5,5,215,254.0,1
1,0,30,0,0,472,5,5,5,5,4,4,4,4,3,2,5,4,4,4,27,20.0,1
0,0,24,0,2,1195,1,1,1,1,1,1,4,1,3,2,4,4,4,1,3,2.0,0
1,0,39,0,0,1724,0,3,0,1,1,2,3,4,4,4,4,3,4,4,0,0.0,1
0,0,19,1,1,1521,2,4,2,1,4,2,4,4,3,5,3,5,5,4,63,56.0,0
1,0,32,1,1,1463,3,4,3,3,2,3,2,2,1,4,4,2,3,2,122,125.0,0
1,0,70,1,1,542,2,3,2,4,3,2,3,3,1,3,5,4,4,3,0,0.0,0
0,0,42,0,1,101,5,2,2,2,3,3,3,5,5,5,5,2,5,3,3,7.0,1
0,0,17,0,0,2390,2,2,2,2,5,5,5,5,1,1,4,2,4,5,0,0.0,1
0,0,45,0,0,2064,5,5,5,5,2,4,5,5,5,5,5,3,5,3,5,0.0,1
0,0,45,0,0,1581,2,5,5,5,2,3,4,2,2,2,2,4,2,2,24,13.0,0
1,1,54,0,0,1111,3,3,3,5,4,3,4,4,5,2,5,3,5,4,31,22.0,0
0,1,25,0,1,1069,3,4,4,3,3,3,3,3,2,3,3,4,4,3,0,0.0,0
1,0,46,0,0,259,1,1,1,1,3,5,5,4,4,4,4,3,4,3,13,3.0,1
0,1,26,0,0,611,2,2,2,3,2,5,5,2,4,3,4,5,1,5,186,203.0,0
1,0,27,1,1,67,2,5,2,3,4,2,4,4,3,3,5,3,4,4,6,15.0,0
0,0,22,1,1,738,5,4,5,3,3,4,3,3,4,4,5,5,5,3,0,3.0,1
1,0,17,0,1,127,2,1,1,1,2,2,2,2,4,3,3,2,4,2,0,0.0,0
0,1,45,0,0,282,3,3,3,4,5,3,5,5,1,4,3,1,3,5,2,0.0,0
1,1,27,0,1,159,2,1,2,2,2,2,2,2,4,3,2,1,2,2,19,11.0,0
1,0,68,1,1,109,2,2,2,3,5,2,5,5,3,4,3,2,4,5,0,0.0,0
0,0,11,0,1,610,5,1,1,1,5,5,5,5,5,4,1,2,5,5,82,65.0,1
0,1,26,0,0,1400,4,4,4,1,3,4,3,3,4,3,4,3,4,3,38,31.0,1
1,1,27,0,0,1144,5,5,5,1,3,5,3,3,4,1,4,1,3,3,0,0.0,1
1,0,30,1,1,589,1,5,1,3,3,1,3,3,4,5,5,4,4,3,8,1.0,0
1,1,36,0,1,1040,2,2,2,1,4,2,4,4,1,3,1,5,3,4,12,0.0,0
0,0,55,1,1,67,2,4,0,2,3,4,4,3,3,0,3,5,3,5,0,0.0,0
0,0,43,0,0,1250,3,3,3,3,4,5,4,4,4,4,4,3,4,3,9,5.0,1
1,0,41,0,1,1069,3,4,4,4,3,3,3,3,2,4,3,1,4,3,0,0.0,0
0,0,33,0,1,86,4,3,3,3,4,4,4,4,5,1,2,3,2,4,0,0.0,1
0,0,38,1,1,888,3,2,3,3,1,3,1,1,3,1,4,1,3,1,0,0.0,0
1,1,25,0,1,715,3,3,3,5,3,3,3,3,3,3,4,1,1,3,120,119.0,0
0,0,46,1,2,1587,0,2,0,3,3,3,3,4,4,0,4,4,4,1,5,0.0,1
1,0,36,0,0,3491,5,5,5,5,4,4,4,3,3,3,3,5,3,4,0,4.0,1
0,0,12,1,1,946,2,4,2,1,1,2,1,1,2,1,2,5,5,1,26,0.0,0
1,0,50,0,0,2926,5,5,5,5,2,4,5,5,5,5,5,3,5,5,0,0.0,1
1,0,66,1,0,789,3,4,3,4,3,4,5,3,3,3,3,3,3,4,15,2.0,0
0,0,47,0,0,1797,1,1,5,1,2,5,4,3,3,4,3,5,3,4,7,16.0,1
1,0,41,1,1,728,4,2,4,3,2,4,2,2,3,3,2,4,3,2,0,0.0,0
1,0,41,1,1,337,4,4,4,4,5,4,5,5,5,5,5,3,5,5,39,33.0,1
1,0,25,1,2,746,3,4,3,5,1,3,2,1,5,4,4,4,4,1,20,9.0,0
0,0,41,1,1,598,3,2,3,3,4,3,4,4,3,2,4,2,3,4,0,0.0,0
1,0,44,0,0,1510,1,1,4,1,3,5,4,4,4,4,4,3,4,4,21,20.0,1
1,1,38,0,1,801,4,4,4,3,2,4,3,2,1,2,4,1,5,2,34,53.0,1
1,0,24,1,1,190,2,2,2,3,4,2,4,4,4,3,4,4,3,4,0,0.0,0
0,1,21,0,1,1028,4,4,4,5,3,4,3,3,3,3,2,5,4,3,0,0.0,1
0,0,33,0,0,3271,2,5,5,5,5,3,3,2,2,2,2,1,2,1,0,0.0,0
0,0,28,1,1,733,2,1,2,4,4,2,4,4,1,3,4,3,3,4,30,47.0,0
0,0,49,0,0,1643,3,3,3,3,1,3,3,3,3,3,3,2,3,3,18,34.0,0
1,0,59,1,2,665,3,2,3,4,5,3,5,5,1,1,4,4,3,5,1,0.0,0
1,0,35,0,0,1761,2,4,2,2,5,4,4,5,5,5,5,4,5,5,0,0.0,1
0,0,48,0,0,1535,4,4,4,4,5,4,5,5,5,5,5,5,5,3,5,0.0,1
0,0,52,0,0,539,4,4,1,4,3,5,4,2,2,2,2,3,2,5,6,1.0,1
0,1,22,0,1,571,3,0,2,3,4,2,4,4,4,1,4,4,5,4,0,0.0,0
1,0,57,1,1,192,3,2,3,4,3,3,3,3,4,4,4,4,4,3,0,0.0,0
1,1,49,0,0,283,2,2,2,4,5,2,5,5,4,4,4,5,4,5,5,10.0,0
1,0,31,0,0,3119,3,3,3,3,5,5,5,5,3,5,3,5,5,5,3,0.0,1
1,0,36,0,0,2153,2,2,2,2,3,4,5,5,5,5,5,4,5,4,0,0.0,1
1,0,62,0,0,3038,3,1,1,1,2,3,3,3,3,3,3,4,3,4,2,0.0,0
0,1,15,0,1,466,0,3,0,2,5,0,5,5,1,3,4,3,1,5,0,0.0,1
1,0,50,1,1,1491,2,3,2,3,2,2,2,2,2,2,2,1,4,2,10,12.0,0
1,0,59,1,0,1068,5,4,4,2,5,5,4,4,4,4,4,4,4,3,1,2.0,1
1,0,61,0,1,331,4,5,5,5,4,4,4,4,1,2,1,5,3,4,0,0.0,1
0,0,29,0,0,2278,2,3,2,2,5,5,5,5,4,3,5,5,5,5,0,0.0,1
0,1,20,0,1,965,1,0,0,2,2,0,2,2,4,4,5,5,4,2,35,34.0,0
0,0,61,1,1,1025,1,5,1,4,2,5,4,5,5,1,2,5,5,5,0,0.0,0
0,0,48,0,0,3249,0,0,0,1,4,5,4,5,5,5,5,4,5,4,0,0.0,1
1,1,27,0,0,416,4,4,4,5,4,4,4,4,3,5,4,5,4,4,17,18.0,1
1,0,47,0,0,3244,1,4,4,4,4,3,4,1,1,2,1,1,1,4,0,0.0,0
0,0,42,1,1,590,3,2,3,3,2,4,4,4,4,3,4,4,4,4,0,0.0,0
0,1,59,0,0,247,4,4,4,2,4,4,4,4,5,5,4,3,4,4,0,0.0,1
0,0,70,1,1,475,1,4,1,1,1,5,5,1,1,1,1,5,1,5,63,50.0,0
1,0,8,1,1,102,2,5,2,3,4,2,4,4,3,3,4,4,4,4,6,5.0,0
1,1,36,0,0,337,3,3,3,2,5,3,5,5,5,2,5,3,5,5,0,0.0,0
