Unnamed: 0,age,job,marital,education,default,balance,housing,loan,contact,day,month,duration,campaign,pdays,previous,poutcome,target
2132,49,1,0,0,0,0,1,0,0,29,5,468,2,-1,0,3,0
2133,40,7,0,0,0,4,1,0,0,7,8,171,2,-1,0,3,0
2134,56,4,1,2,0,830,1,1,2,6,8,1201,1,-1,0,3,1
2135,41,10,1,0,0,183,1,0,0,29,5,271,1,-1,0,3,0
2136,48,9,1,1,0,10655,0,0,1,31,5,5,3,-1,0,3,0
2137,31,7,1,0,0,997,1,0,0,3,3,256,1,190,3,0,0
2138,54,10,1,1,0,582,1,0,0,15,8,693,5,372,2,0,1
2139,48,9,1,1,0,-205,1,1,0,9,5,112,1,-1,0,3,0
2140,27,9,2,1,0,204,0,0,0,28,5,471,2,-1,0,3,1
2141,34,0,1,2,0,899,1,0,2,12,9,114,1,170,3,0,1
2142,30,10,2,1,0,2424,0,0,0,12,9,110,1,279,1,0,1
2143,51,2,1,0,0,805,1,0,0,8,1,132,4,-1,0,3,0
2144,31,0,1,1,0,941,1,0,0,8,0,213,4,-1,0,3,0
2145,60,4,1,2,0,13546,0,0,0,17,0,452,3,-1,0,3,1
2146,59,5,1,0,0,5521,1,1,2,13,8,94,1,-1,0,3,0
2147,22,8,2,3,0,1,0,0,1,15,6,263,4,-1,0,3,0
2148,48,1,1,0,0,719,0,1,0,11,1,418,5,-1,0,3,1
2149,42,9,0,1,0,305,1,0,0,28,1,82,4,-1,0,3,0
2150,29,4,1,2,0,2417,1,0,0,7,8,126,2,-1,0,3,0
2151,32,4,1,2,0,0,0,0,0,29,1,183,2,-1,0,3,0
2152,42,4,1,2,0,1275,1,1,0,21,9,925,5,-1,0,3,1
2153,35,9,1,2,0,7050,0,0,0,10,3,278,3,187,1,2,1
2154,32,3,0,1,0,-613,1,0,0,15,0,266,2,-1,0,3,0
2155,47,9,0,2,0,694,1,0,0,11,8,1001,4,-1,0,3,0
2156,40,9,1,1,0,8379,0,0,2,12,6,52,6,-1,0,3,0
2157,34,2,1,1,0,3119,1,0,2,21,8,250,4,-1,0,3,0
2158,57,5,1,1,0,427,0,0,0,29,4,246,1,-1,0,3,0
2159,37,4,2,2,0,427,1,0,2,20,8,121,1,-1,0,3,0
2160,59,1,1,3,0,337,0,0,2,18,6,100,4,-1,0,3,0
2161,39,6,1,2,0,1047,0,0,2,6,6,554,1,-1,0,3,1
2162,60,5,1,1,0,0,0,0,0,5,1,143,3,-1,0,3,0
2163,55,1,0,1,0,1613,1,0,0,3,0,296,1,270,3,0,1
2164,50,4,2,2,0,297,1,0,2,5,8,119,1,-1,0,3,0
2165,33,4,2,2,0,312,0,0,0,11,1,271,1,369,3,0,0
2166,32,4,2,2,0,537,0,0,2,29,8,187,3,-1,0,3,0
2167,31,7,2,1,0,181,0,0,0,12,1,182,1,104,1,2,1
2168,56,5,1,1,0,1044,0,0,1,3,5,353,2,-1,0,3,1
2169,48,1,1,0,0,418,1,0,2,9,8,102,3,-1,0,3,0
2170,52,5,1,3,0,293,0,0,2,11,6,706,1,-1,0,3,1
2171,46,4,1,2,0,110,1,1,0,20,1,243,5,-1,0,3,0
2172,56,4,1,0,0,870,0,0,0,16,9,257,1,-1,0,3,1
2173,35,9,1,1,0,0,0,0,0,14,5,125,2,-1,0,3,0
2174,48,0,0,1,0,362,0,0,0,13,1,529,1,-1,0,3,1
2175,25,1,2,1,0,-247,1,0,0,23,5,633,1,-1,0,3,1
2176,32,7,1,0,0,228,1,0,0,21,5,1017,6,-1,0,3,1
2177,42,1,1,1,0,1598,1,1,0,16,0,1463,2,-1,0,3,1
2178,53,9,2,1,0,-165,1,0,0,9,5,89,1,-1,0,3,0
2179,60,5,0,1,0,514,0,0,0,16,7,263,1,124,9,1,1
2180,32,0,1,1,0,8749,1,1,2,21,10,294,1,-1,0,3,1
2181,37,9,0,1,0,141,1,0,0,6,8,848,1,364,3,0,1
2182,47,4,1,3,0,4189,1,0,0,19,9,489,3,-1,0,3,1
2183,54,11,1,1,0,2206,0,0,0,12,9,104,1,99,2,1,1
2184,51,1,1,0,0,129,1,0,0,15,8,611,2,-1,0,3,1
2185,64,5,1,1,0,466,1,0,0,18,10,526,1,-1,0,3,1
2186,25,8,2,1,0,154,0,0,0,3,7,141,1,180,2,0,1
2187,45,7,1,1,0,222,0,0,0,25,1,119,11,-1,0,3,0
2188,44,4,2,2,0,483,0,0,0,6,7,207,2,199,6,2,1
2189,35,1,1,0,0,994,1,0,2,23,8,1349,8,-1,0,3,1
2190,37,10,2,2,0,1316,1,0,0,10,7,350,2,112,3,0,1
2191,58,4,0,2,0,50,1,0,2,3,6,109,4,-1,0,3,0
2192,47,0,1,1,0,368,0,0,0,23,3,269,1,187,5,2,1
2193,39,1,1,1,0,0,1,0,2,6,8,262,1,-1,0,3,0
2194,42,1,1,1,0,1958,1,0,2,30,8,124,3,-1,0,3,0
2195,35,9,1,2,0,944,0,0,0,8,1,351,2,-1,0,3,0
2196,37,10,2,1,0,443,0,0,0,29,4,1600,1,-1,0,3,1
2197,40,7,1,1,0,0,1,0,0,2,6,297,1,28,3,0,0
2198,27,10,2,2,0,3060,0,0,0,30,4,533,1,-1,0,3,0
2199,58,0,1,1,0,855,0,0,0,14,1,81,2,-1,0,3,0
2200,34,9,2,1,0,440,1,0,0,6,8,445,2,345,2,0,0
2201,52,3,1,0,0,10943,0,0,0,16,11,292,1,-1,0,3,1
2202,39,4,2,2,0,307,0,0,0,22,8,182,2,-1,0,3,1
2203,28,6,2,2,0,805,0,0,0,16,3,331,1,-1,0,3,1
2204,44,9,0,1,0,982,1,0,2,20,8,650,3,-1,0,3,1
2205,30,0,0,1,0,377,1,0,2,4,6,524,15,-1,0,3,1
2206,51,4,2,1,0,1610,1,0,2,16,6,1248,3,-1,0,3,1
2207,28,4,2,1,0,171,0,0,0,10,7,93,1,-1,0,3,1
2208,34,4,2,2,0,0,1,0,2,21,8,759,1,-1,0,3,0
2209,24,8,2,1,0,423,1,0,2,5,8,226,3,-1,0,3,0
2210,47,0,1,1,0,3676,0,0,0,15,5,415,2,342,1,1,1
2211,24,6,2,2,0,931,1,0,2,28,8,200,4,-1,0,3,0
2212,38,9,1,1,0,0,1,0,0,22,5,1545,1,-1,0,3,1
2213,20,8,2,1,0,1819,0,0,0,9,0,245,3,-1,0,3,1
2214,35,4,1,2,0,178,0,0,0,14,1,76,2,-1,0,3,0
2215,35,4,0,2,0,1723,1,0,0,25,5,862,1,-1,0,3,1
2216,52,9,0,1,0,204,0,0,0,7,1,134,2,-1,0,3,0
2217,25,9,2,1,0,938,0,0,0,1,6,1048,1,-1,0,3,1
2218,37,10,1,2,0,7620,0,0,1,23,3,367,1,176,6,0,1
2219,40,4,2,1,0,10378,1,0,0,17,9,523,3,-1,0,3,0
2220,32,1,2,1,0,138,1,0,0,15,8,215,2,-1,0,3,0
2221,38,9,1,0,0,217,1,0,2,9,6,491,6,-1,0,3,1
2222,38,4,1,2,0,165,1,0,0,17,0,526,1,260,2,1,1
2223,62,5,1,1,0,2801,1,1,0,9,11,261,1,183,1,2,1
2224,31,0,2,1,0,523,0,1,0,2,3,323,1,109,5,0,0
2225,27,1,2,1,0,513,1,1,0,18,8,351,1,-1,0,3,1
2226,35,3,2,1,0,1015,1,0,2,5,6,406,2,-1,0,3,1
2227,32,7,1,1,0,689,1,1,0,16,6,162,3,-1,0,3,1
2228,39,4,2,2,0,5047,0,0,0,29,0,218,4,-1,0,3,1
2229,39,4,1,2,0,1363,0,0,0,21,1,294,3,-1,0,3,0
2230,27,7,1,1,0,1303,1,1,2,21,8,364,1,-1,0,3,0
2231,27,0,1,1,0,1293,1,0,0,8,0,1665,3,-1,0,3,1
2232,53,1,1,0,1,-462,0,0,0,29,4,470,1,-1,0,3,1
2233,34,1,1,1,0,405,1,0,2,21,8,103,1,-1,0,3,0
2234,47,0,1,1,0,70,1,0,0,5,0,144,4,374,2,2,1
2235,39,0,0,1,0,399,1,1,0,14,1,133,2,-1,0,3,0
2236,32,9,2,2,0,392,1,0,0,21,9,148,2,-1,0,3,0
2237,27,9,1,1,0,241,0,1,2,26,3,889,1,-1,0,3,0
2238,29,7,1,1,0,1386,1,0,2,28,8,166,1,-1,0,3,0
2239,34,9,1,1,0,1026,0,0,0,12,9,319,1,100,6,0,0
2240,40,1,1,1,0,746,1,1,0,2,3,241,1,262,3,1,0
2241,30,4,2,2,0,502,0,0,0,11,10,463,3,95,6,2,1
2242,41,10,2,2,0,79,0,0,1,9,9,394,1,390,2,2,1
2243,35,9,1,2,0,1354,0,0,0,2,6,250,2,-1,0,3,1
2244,28,4,2,2,0,5474,0,0,0,28,5,486,5,-1,0,3,1
2245,34,9,1,2,0,1539,1,0,0,15,6,441,1,56,1,1,1
2246,53,4,1,1,0,90,1,0,1,20,0,67,5,-1,0,3,0
2247,46,6,0,1,0,0,0,0,2,10,1,6,1,-1,0,3,0
2248,34,4,1,2,0,3031,0,0,0,14,1,94,6,-1,0,3,0
2249,66,5,1,1,0,995,0,0,0,27,3,131,2,-1,0,3,1
2250,32,4,2,2,0,0,1,1,0,17,9,107,2,-1,0,3,0
2251,53,4,1,2,0,1624,0,0,0,30,0,284,3,84,3,2,1
2252,33,4,0,2,0,387,0,0,0,6,3,17,5,-1,0,3,0
2253,36,9,2,1,0,664,0,0,0,22,1,309,3,-1,0,3,0
2254,59,10,1,1,0,1047,0,0,0,21,1,438,1,184,3,2,1
2255,53,4,1,2,0,9072,0,0,0,18,9,117,2,-1,0,3,0
2256,49,0,2,1,0,293,0,0,0,28,6,452,1,-1,0,3,1
2257,33,9,1,2,0,16992,1,0,2,29,8,58,1,-1,0,3,0
2258,40,9,0,2,0,0,0,0,2,17,6,522,1,-1,0,3,1
2259,54,5,0,2,0,6102,1,1,2,21,8,86,6,-1,0,3,0
2260,28,0,1,1,0,157,1,1,0,28,5,164,2,-1,0,3,0
2261,60,5,0,1,0,1099,0,0,0,11,5,764,2,-1,0,3,1
2262,38,1,1,0,0,4592,1,0,0,12,8,360,1,-1,0,3,0
2263,41,6,1,1,0,305,1,0,0,13,8,174,2,-1,0,3,0
2264,42,4,0,1,0,-272,0,0,0,8,5,186,1,-1,0,3,0
2265,35,4,1,2,0,354,0,1,0,9,3,117,4,12,2,1,0
2266,48,2,1,1,0,4037,0,0,2,6,6,23,1,-1,0,3,0
2267,40,1,1,1,0,188,1,1,2,20,6,570,2,-1,0,3,1
2268,40,9,1,1,0,-496,0,0,1,28,5,22,2,-1,0,3,0
2269,53,1,1,1,0,1093,1,1,2,16,6,244,3,-1,0,3,0
2270,28,1,2,1,0,97,1,0,2,7,8,67,1,-1,0,3,0
2271,39,9,1,1,0,130,0,0,0,8,5,202,2,-1,0,3,0
2272,59,4,1,3,0,3428,1,1,0,19,9,103,1,-1,0,3,0
2273,40,1,0,3,0,528,1,0,0,13,8,340,2,357,5,0,0
2274,34,4,2,2,0,-578,1,0,0,18,8,767,2,-1,0,3,1
2275,64,5,1,1,0,5966,1,0,0,22,6,983,1,-1,0,3,1
2276,39,7,1,1,0,52,0,0,1,2,3,1420,3,-1,0,3,1
2277,39,0,2,1,0,223,0,0,0,4,3,277,1,-1,0,3,0
2278,39,0,0,1,0,878,1,0,0,15,8,611,5,-1,0,3,1
2279,54,0,0,1,0,1693,0,0,0,30,0,1277,1,87,2,1,1
2280,34,4,1,2,0,101,0,0,0,8,1,472,2,-1,0,3,0
2281,32,9,1,1,0,473,0,1,0,7,8,292,3,-1,0,3,1
2282,25,4,2,2,0,493,1,0,2,4,6,301,1,-1,0,3,0
2283,30,1,0,0,0,1,1,0,2,6,6,63,9,-1,0,3,0
2284,34,1,1,0,0,329,1,0,0,17,0,952,1,343,1,0,1
2285,53,1,1,1,0,1653,0,0,2,17,6,88,2,-1,0,3,0
2286,53,9,2,1,0,925,0,0,0,25,1,930,3,-1,0,3,1
2287,35,4,1,2,0,495,0,0,0,30,0,266,1,87,1,0,1
2288,35,0,1,1,0,1345,1,0,0,23,5,135,1,-1,0,3,0
2289,34,9,2,1,0,179,0,0,0,19,1,294,3,-1,0,3,0
2290,25,7,2,1,0,333,0,1,0,15,5,1056,2,-1,0,3,1
2291,32,4,2,2,0,522,0,0,0,22,1,576,2,-1,0,3,1
2292,28,1,2,1,0,-193,0,0,0,18,5,580,7,-1,0,3,0
2293,72,5,1,1,0,1129,0,0,0,25,9,208,1,91,1,2,1
2294,61,3,1,0,0,211,0,0,0,31,1,443,2,186,3,0,1
2295,46,0,2,1,0,272,0,0,0,31,5,149,4,-1,0,3,0
2296,35,1,1,3,0,1201,0,0,2,18,6,537,1,-1,0,3,1
2297,56,1,1,1,0,771,1,1,2,19,6,254,1,-1,0,3,0
2298,58,6,1,0,0,1013,1,0,0,11,1,206,1,461,1,0,1
2299,43,9,0,3,0,4389,0,0,0,8,0,618,1,-1,0,3,1
2300,30,4,2,2,0,114,0,0,0,14,1,65,4,-1,0,3,0
2301,37,9,1,1,0,588,1,0,0,14,1,65,4,-1,0,3,0
2302,36,9,2,1,0,651,0,0,0,7,1,876,1,-1,0,3,1
2303,26,1,2,1,0,277,0,0,2,14,8,514,2,-1,0,3,0
2304,63,5,0,1,0,1490,0,0,0,8,6,506,1,-1,0,3,1
2305,51,1,1,1,0,955,0,1,0,17,2,221,3,-1,0,3,1
2306,25,9,2,1,0,4859,0,0,0,12,4,227,1,-1,0,3,1
2307,32,9,2,2,0,2481,0,0,0,18,1,547,11,-1,0,3,0
2308,23,8,2,1,0,8494,0,0,0,25,1,158,2,-1,0,3,0
2309,34,0,2,1,0,601,0,0,0,17,9,184,3,-1,0,3,0
2310,33,1,1,1,0,661,1,0,0,18,5,968,1,-1,0,3,1
2311,46,9,1,1,0,536,1,0,2,16,6,750,2,-1,0,3,1
2312,37,9,1,1,0,3720,1,0,0,28,4,561,1,-1,0,3,0
2313,37,4,1,2,0,620,1,0,0,17,9,93,3,-1,0,3,0
2314,35,0,1,1,0,0,1,0,0,20,0,18,5,-1,0,3,0
2315,30,4,2,2,0,720,0,0,0,15,4,1265,4,210,4,1,1
2316,46,6,1,1,0,706,0,0,0,21,8,588,1,386,3,0,1
2317,40,0,2,1,0,100,1,0,0,11,1,221,1,461,1,2,1
2318,41,6,1,1,1,0,1,0,0,17,9,789,1,-1,0,3,1
2319,44,9,1,2,0,4580,1,0,2,15,8,911,2,-1,0,3,1
2320,44,4,1,2,0,-600,1,0,0,18,1,360,1,-1,0,3,0
2321,41,9,1,1,0,978,0,0,0,29,5,55,2,-1,0,3,0
2322,33,9,2,1,0,161,0,0,0,25,1,66,9,-1,0,3,0
2323,33,1,1,0,0,141,1,0,2,21,8,578,2,-1,0,3,0
2324,60,3,1,0,0,352,0,1,2,17,6,81,2,-1,0,3,0
2325,53,9,1,3,0,2242,0,0,0,10,5,154,14,-1,0,3,0
2326,48,1,2,0,0,316,0,0,2,5,6,560,2,-1,0,3,0
2327,34,0,1,1,0,2378,1,1,1,10,5,92,1,-1,0,3,0
2328,51,0,0,1,0,520,0,1,0,10,5,157,1,-1,0,3,0
2329,32,6,2,2,0,0,1,0,0,6,8,767,1,-1,0,3,1
2330,38,4,1,2,0,1354,1,0,0,29,4,50,2,-1,0,3,0
2331,61,4,1,2,0,477,1,0,0,29,10,377,1,520,1,1,1
2332,78,5,0,1,0,3417,0,0,0,12,8,309,1,181,1,2,1
2333,51,10,1,2,0,1801,0,0,0,16,0,838,3,-1,0,3,1
2334,28,4,2,2,0,1584,1,0,0,1,11,222,2,-1,0,3,1
2335,45,9,1,1,0,2776,1,0,0,27,5,287,2,181,1,2,1
2336,30,0,2,1,0,523,0,1,0,3,7,83,1,-1,0,3,1
2337,46,7,1,2,0,2520,1,0,0,19,9,144,1,-1,0,3,0
2338,38,3,0,2,0,4312,0,0,0,15,8,67,4,175,6,0,0
2339,29,4,2,2,0,1026,0,0,0,12,9,226,1,92,1,1,1
2340,35,2,1,1,0,1163,1,0,2,20,8,284,1,-1,0,3,0
2341,51,0,1,1,0,50,0,0,0,26,1,178,2,-1,0,3,0
2342,45,4,0,2,0,6200,0,0,0,29,5,103,2,-1,0,3,0
2343,38,6,2,2,0,5774,1,0,0,15,8,406,4,359,5,1,1
2344,33,6,2,2,0,61,0,0,0,19,1,836,3,-1,0,3,1
2345,51,9,1,1,0,-1944,1,0,0,7,8,623,1,-1,0,3,1
2346,31,4,2,2,0,533,0,0,0,12,9,90,3,93,6,2,1
2347,27,7,2,1,0,223,1,1,0,13,8,297,2,-1,0,3,0
2348,34,7,2,1,0,267,0,0,0,8,5,449,2,-1,0,3,1
2349,34,7,1,0,0,31,0,1,0,9,5,53,3,-1,0,3,0
2350,30,0,1,1,0,-170,1,1,2,26,8,130,1,-1,0,3,0
2351,26,4,2,2,0,3,1,0,0,23,5,106,1,-1,0,3,0
2352,43,1,1,0,0,56,0,0,0,12,8,365,2,-1,0,3,0
2353,31,4,1,2,0,1164,1,1,0,18,5,238,3,-1,0,3,0
2354,52,5,0,2,0,3687,1,1,2,16,6,741,4,-1,0,3,1
2355,47,4,1,3,0,1128,0,0,0,28,4,65,2,-1,0,3,0
2356,30,4,1,2,0,1390,0,0,0,20,1,552,4,-1,0,3,0
2357,30,0,1,1,0,0,0,0,0,1,6,318,1,-1,0,3,1
2358,39,1,1,0,0,867,1,0,2,7,8,481,1,-1,0,3,0
2359,56,1,1,1,0,1521,1,1,0,21,9,19,2,179,3,1,0
2360,32,4,2,2,0,11,1,1,0,5,8,399,1,-1,0,3,0
2361,57,5,2,0,0,604,0,0,0,19,9,187,1,-1,0,3,0
2362,49,1,1,0,0,239,0,0,0,22,1,90,3,-1,0,3,0
2363,39,10,2,2,0,7,1,0,0,20,9,931,4,-1,0,3,1
2364,26,7,2,1,0,531,1,1,0,6,3,184,1,-1,0,3,0
2365,39,9,1,1,0,8,0,1,0,17,9,333,2,96,2,0,0
2366,29,4,2,2,0,91,0,0,0,30,0,99,1,274,4,1,0
2367,36,9,1,1,0,1368,0,0,0,1,6,516,1,292,5,0,1
2368,34,4,1,2,0,123,0,0,0,3,3,301,3,-1,0,3,1
2369,59,1,1,1,1,-918,1,0,2,16,6,253,2,-1,0,3,0
2370,34,1,1,3,0,391,1,1,2,23,8,34,2,-1,0,3,0
2371,28,8,2,1,0,1925,0,0,0,25,8,252,1,88,4,0,1
2372,30,4,2,2,0,3773,1,0,0,9,3,75,4,258,1,0,0
2373,38,4,1,2,0,1199,0,0,0,3,1,482,1,-1,0,3,1
2374,31,9,2,2,0,208,0,0,0,12,1,1344,7,-1,0,3,1
2375,34,1,2,1,0,215,0,0,0,5,6,329,1,94,3,2,0
2376,67,5,1,1,0,2048,0,0,0,16,11,452,5,195,4,1,1
2377,33,7,0,1,0,327,1,0,2,7,8,109,1,-1,0,3,0
2378,41,10,2,0,0,216,0,0,0,5,6,577,3,-1,0,3,1
2379,37,1,1,1,0,1590,0,0,2,12,6,305,2,-1,0,3,0
2380,36,0,0,1,0,592,0,0,0,13,10,204,2,99,5,0,1
2381,32,1,2,1,0,118,1,0,0,17,5,1275,1,-1,0,3,1
2382,27,4,1,2,0,159,1,0,0,25,5,295,2,-1,0,3,0
2383,38,9,0,2,0,304,1,0,0,20,0,8,2,-1,0,3,0
2384,31,9,2,1,0,2088,0,0,0,9,3,15,14,-1,0,3,0
2385,59,9,1,1,0,116,0,0,0,12,1,398,4,422,3,0,1
2386,45,9,1,1,0,1412,1,0,0,11,8,764,4,-1,0,3,0
2387,37,0,1,1,0,1314,1,0,0,22,8,74,1,14,9,0,0
2388,54,4,2,2,0,4393,1,0,2,16,8,1297,3,-1,0,3,1
2389,37,1,1,1,0,-97,1,0,2,5,6,135,2,-1,0,3,0
2390,45,0,0,1,0,0,1,0,0,17,9,102,1,-1,0,3,0
2391,48,0,0,1,0,83,1,0,0,13,8,1101,1,-1,0,3,1
2392,44,1,2,0,0,1308,0,1,2,19,6,161,1,-1,0,3,0
2393,27,0,2,3,0,861,0,0,0,14,6,212,4,-1,0,3,1
2394,38,7,2,0,0,3715,1,0,1,13,8,41,2,327,17,0,0
2395,45,9,1,1,0,1441,1,0,0,18,9,93,1,113,2,1,0
2396,40,1,1,0,0,46,1,0,2,6,8,119,1,-1,0,3,0
2397,39,4,1,2,0,562,0,0,0,13,11,303,2,-1,0,3,0
2398,61,5,1,1,0,569,0,0,0,4,1,219,1,-1,0,3,1
2399,32,4,1,2,0,713,1,0,0,11,1,76,7,-1,0,3,0
2400,61,0,1,3,0,4629,1,0,0,27,4,181,1,92,1,2,1
2401,69,5,1,3,0,426,0,0,1,10,11,211,2,185,2,2,1
2402,30,6,2,2,0,916,0,0,0,29,7,92,2,90,2,2,1
2403,39,4,1,2,0,-190,0,1,2,11,6,893,8,-1,0,3,1
2404,34,0,0,1,0,0,1,0,0,6,8,153,1,-1,0,3,0
2405,35,1,1,1,0,260,1,0,1,13,8,155,6,-1,0,3,0
2406,57,4,0,2,0,3287,0,0,0,30,7,277,2,337,1,2,1
2407,36,10,2,2,0,1291,0,0,0,3,3,298,1,-1,0,3,1
2408,67,5,1,1,0,1146,0,0,0,13,9,259,1,92,2,0,1
2409,47,1,1,1,0,1568,1,0,0,21,8,226,3,91,8,2,1
2410,49,7,2,1,0,1884,1,0,0,8,8,43,1,-1,0,3,0
2411,32,3,1,0,0,51,1,0,0,12,8,324,1,-1,0,3,0
2412,61,6,0,2,0,52587,0,0,0,10,1,290,1,-1,0,3,1
2413,55,0,1,1,0,512,0,0,0,18,1,115,4,-1,0,3,0
2414,80,5,1,1,0,1610,0,0,0,12,1,71,1,-1,0,3,0
2415,34,1,1,0,0,267,1,0,2,7,8,362,1,-1,0,3,0
2416,38,1,2,1,0,13156,1,0,0,17,0,291,4,331,1,0,0
2417,33,0,1,2,0,640,0,0,0,24,5,318,1,-1,0,3,0
2418,33,9,1,1,0,3572,1,0,0,18,9,85,2,-1,0,3,0
2419,30,7,2,1,0,438,1,0,0,18,8,98,1,178,1,0,0
2420,50,1,1,0,0,0,0,0,2,9,6,199,4,-1,0,3,0
2421,61,5,1,2,0,3140,1,1,0,6,1,975,4,98,1,3,1
2422,59,5,1,2,0,1296,0,0,0,11,1,862,11,-1,0,3,0
2423,38,9,1,2,0,1042,1,0,0,4,3,419,2,-1,0,3,0
2424,34,0,1,1,0,0,1,0,0,10,3,97,1,85,1,0,1
2425,37,4,1,2,0,2672,1,0,0,11,1,549,1,-1,0,3,0
2426,25,0,2,1,0,82,0,1,0,7,0,104,2,-1,0,3,1
2427,59,5,1,1,0,5678,1,0,2,14,8,238,2,-1,0,3,0
2428,43,1,1,1,0,953,1,0,0,4,3,765,2,-1,0,3,1
2429,33,7,1,1,0,210,1,0,0,13,8,1207,2,-1,0,3,1
2430,20,1,2,1,0,423,1,0,0,16,0,498,1,-1,0,3,1
2431,44,1,2,1,0,25,1,0,0,12,8,244,3,-1,0,3,0
2432,42,1,1,1,0,879,1,0,0,18,9,140,1,-1,0,3,0
2433,33,1,1,1,0,89,1,0,0,18,5,278,2,-1,0,3,1
2434,30,9,2,1,0,-754,1,1,2,26,8,974,1,-1,0,3,0
2435,33,4,1,2,0,1323,0,0,0,1,6,327,1,-1,0,3,1
2436,50,9,1,1,0,3176,0,0,0,7,1,670,1,-1,0,3,1
2437,55,7,0,0,0,2923,1,0,2,15,8,104,2,-1,0,3,0
2438,44,9,0,2,0,9192,1,0,2,6,6,59,3,-1,0,3,0
2439,32,4,1,2,0,4945,0,0,0,4,6,160,1,119,2,1,1
2440,27,8,2,2,0,3733,1,0,1,13,3,299,6,-1,0,3,1
2441,45,6,0,2,1,75,1,1,0,4,3,236,1,-1,0,3,0
2442,46,9,1,2,0,0,0,0,2,6,6,159,1,-1,0,3,0
2443,33,8,1,1,0,1536,0,0,0,6,1,258,2,178,4,2,1
2444,37,0,1,1,0,2061,1,1,0,22,6,459,1,109,3,0,1
2445,44,1,1,0,0,1265,1,0,0,16,5,555,1,-1,0,3,1
2446,42,9,0,1,0,19,0,0,0,20,1,875,4,-1,0,3,1
2447,54,3,2,1,0,1213,0,0,0,12,9,241,1,-1,0,3,1
2448,46,4,1,2,0,242,0,0,0,4,1,120,2,96,1,2,1
2449,36,4,2,3,0,62,0,0,0,13,5,311,1,91,2,2,1
2450,33,9,0,1,0,801,0,0,0,7,1,341,5,-1,0,3,1
2451,39,9,1,2,0,437,0,0,1,27,8,186,2,-1,0,3,0
2452,21,4,2,2,0,243,0,1,0,17,6,181,2,-1,0,3,0
2453,31,1,1,0,0,50,1,0,2,8,8,300,2,-1,0,3,0
2454,37,4,1,2,0,156,0,0,0,19,9,366,3,-1,0,3,1
2455,49,1,1,1,0,1127,1,1,0,17,0,162,2,281,1,0,0
2456,48,10,0,1,0,201,0,0,0,10,3,406,2,92,2,2,1
2457,47,1,2,3,0,2443,0,0,2,18,6,422,1,-1,0,3,0
2458,44,1,0,1,0,579,1,0,2,6,8,198,2,-1,0,3,0
2459,34,0,1,1,0,155,0,0,0,5,3,696,2,-1,0,3,1
2460,30,9,2,2,0,1289,1,0,2,21,8,1697,2,-1,0,3,1
2461,59,5,0,0,0,81,1,0,2,5,8,107,1,-1,0,3,0
2462,26,4,2,2,0,194,0,0,0,22,0,407,2,-1,0,3,1
2463,40,1,2,0,0,1530,1,0,0,20,0,8,3,315,1,0,0
2464,28,1,2,1,0,38,1,0,2,23,8,31,1,-1,0,3,0
2465,45,10,2,1,0,33,0,0,0,5,3,437,1,-1,0,3,0
2466,32,0,2,1,0,184,1,0,2,8,8,230,4,-1,0,3,0
2467,31,4,2,2,0,518,1,0,0,18,8,399,1,-1,0,3,0
2468,44,2,1,2,0,3463,1,1,0,28,1,210,3,-1,0,3,0
2469,30,9,2,2,0,106,1,0,0,13,8,119,3,-1,0,3,0
2470,27,0,2,1,0,192,0,0,1,28,5,1076,17,-1,0,3,1
2471,36,1,1,1,0,4438,1,0,2,20,8,446,1,-1,0,3,1
2472,30,4,2,2,0,3773,1,0,2,27,8,99,1,-1,0,3,0
2473,37,1,1,3,0,1508,0,1,2,6,6,381,2,-1,0,3,1
2474,31,4,1,2,0,156,0,0,0,13,1,657,7,-1,0,3,1
2475,48,0,2,1,0,1544,1,0,1,30,6,263,1,450,2,0,1
2476,43,1,1,1,0,1324,1,0,1,12,8,179,5,-1,0,3,0
2477,62,5,1,1,0,3,0,0,0,4,1,151,1,-1,0,3,0
2478,36,1,2,0,0,3214,1,0,2,16,6,124,2,-1,0,3,0
2479,43,1,2,0,0,-399,0,1,0,28,5,662,3,-1,0,3,1
2480,23,0,1,1,0,299,1,0,2,19,6,104,1,-1,0,3,0
2481,60,1,0,1,0,1310,0,0,2,7,8,152,2,-1,0,3,0
2482,43,0,0,1,0,729,1,0,2,30,8,668,2,-1,0,3,0
2483,51,1,1,1,0,7180,1,0,2,14,8,927,1,-1,0,3,1
2484,54,5,1,1,0,522,0,1,0,14,5,81,3,-1,0,3,0
2485,37,7,1,1,0,1498,1,0,0,20,0,107,1,-1,0,3,0
2486,31,9,2,1,0,1222,1,0,0,20,0,186,3,-1,0,3,0
2487,24,1,2,1,0,1857,1,0,0,8,10,147,1,92,5,1,1
2488,40,1,1,0,0,57,1,0,0,31,5,1007,9,-1,0,3,1
2489,60,4,1,3,0,264,0,0,1,1,3,265,1,-1,0,3,1
2490,54,11,1,3,0,390,0,0,0,20,1,68,5,-1,0,3,0
2491,29,4,2,2,0,2955,0,0,0,29,0,226,2,-1,0,3,1
2492,27,4,2,3,0,3196,0,0,0,9,3,10,2,-1,0,3,0
2493,37,9,1,2,0,341,0,0,0,13,1,287,3,182,3,2,1
2494,28,1,2,1,0,-197,1,0,2,9,8,2016,2,-1,0,3,1
2495,78,5,0,1,0,3219,0,0,0,24,3,151,1,-1,0,3,1
