39, State-gov,77516, Bachelors,13, Never-married, Adm-clerical, Not-in-family, White, Male,2174,0,40, United-States,target
30,2,118861,15,10,2,0,0,1,1,0,0,50,38,1
26,2,36201,9,13,4,11,1,4,1,0,0,50,38,0
50,5,24647,15,10,2,0,0,4,1,0,0,40,38,1
23,2,209034,11,9,2,6,5,4,0,3942,0,40,38,0
44,2,228057,11,9,5,0,1,4,0,0,0,40,32,0
20,2,436253,15,10,4,7,3,4,1,0,0,35,38,0
45,3,188330,9,13,2,3,0,4,1,0,0,60,38,0
38,2,172927,11,9,2,11,0,4,1,0,0,50,38,0
61,2,96660,15,10,2,0,5,4,0,15024,0,34,38,1
57,5,32694,12,14,2,9,0,4,1,0,0,50,38,1
35,0,84848,15,10,4,5,4,4,0,0,0,40,38,0
50,5,116211,14,15,2,3,0,4,1,0,0,52,38,1
63,2,203783,11,9,0,9,1,4,0,0,0,72,38,0
31,4,108468,14,15,2,9,0,4,1,0,0,60,38,1
22,2,122272,9,13,4,0,3,4,0,0,0,35,38,0
27,2,62737,8,11,2,12,0,4,1,0,0,40,38,0
50,2,182360,11,9,5,9,4,3,0,0,0,60,32,0
23,1,203078,15,10,2,10,0,2,1,0,0,40,38,0
23,2,312017,15,10,4,3,1,4,1,0,0,40,38,0
56,2,238806,5,4,2,2,0,4,1,0,0,26,38,0
68,3,136218,11,9,6,7,4,4,0,0,0,15,38,0
55,2,154580,0,6,2,7,0,2,1,2580,0,40,38,0
62,4,123170,15,10,2,3,0,4,1,0,0,10,38,0
22,2,208946,15,10,4,0,3,4,1,0,0,25,38,0
43,1,598995,9,13,0,9,4,2,0,0,0,42,38,0
51,4,388496,15,10,0,2,1,4,1,0,0,8,32,1
46,2,109089,11,9,0,2,1,4,1,0,0,37,38,0
27,2,206903,9,13,4,5,4,4,1,0,0,35,38,0
54,2,174102,9,13,2,3,0,4,1,0,0,40,38,1
41,2,221947,15,10,2,3,0,4,1,0,1887,50,38,1
23,1,247731,11,9,0,0,3,4,0,0,0,40,4,0
34,2,93169,15,10,0,7,4,2,0,0,0,40,38,0
47,2,30840,12,14,0,9,1,4,1,0,0,40,38,1
35,2,57640,11,9,2,2,0,4,1,0,0,35,38,0
43,3,155293,9,13,2,11,0,4,1,0,0,60,38,1
18,2,214617,15,10,4,11,3,4,1,0,0,16,38,0
27,0,409815,15,10,4,0,4,2,0,0,0,40,38,0
31,2,500002,3,2,2,4,0,4,1,0,0,45,25,0
22,2,204226,11,9,4,3,3,4,0,0,0,40,38,0
45,2,146497,15,10,6,3,4,4,0,0,0,55,38,0
23,4,519627,11,9,4,4,1,4,1,0,0,25,25,0
21,2,206354,11,9,4,7,4,2,0,0,0,35,38,0
31,2,217460,11,9,2,13,0,4,1,0,0,45,38,1
45,2,320192,3,2,2,7,5,4,0,0,0,40,38,0
61,2,72442,1,7,2,7,0,4,1,0,0,40,38,1
30,2,152453,1,7,2,7,0,4,1,0,0,40,25,0
49,5,154493,11,9,0,3,4,4,0,0,0,44,38,0
38,2,96330,8,11,0,0,4,2,0,0,0,40,38,0
69,5,50468,14,15,2,0,0,4,1,0,0,34,38,1
59,2,291529,0,6,6,6,1,4,1,0,0,52,38,0
58,2,127264,0,6,2,2,0,4,1,0,0,50,38,0
46,5,327786,8,11,0,12,1,4,0,3325,0,42,38,0
59,2,308118,7,12,6,3,1,4,0,0,0,40,38,1
43,2,168412,11,9,2,11,2,4,0,0,0,44,30,0
39,2,203180,15,10,0,4,4,4,0,0,0,45,38,0
53,0,105788,9,13,0,3,4,2,0,0,0,50,38,1
42,1,182302,11,9,2,2,0,4,1,0,0,40,38,0
42,0,153143,15,10,0,0,2,4,0,0,0,40,32,0
33,2,222221,11,9,2,3,0,4,1,7298,0,45,38,1
42,5,404573,14,15,0,9,4,4,0,0,0,40,38,0
53,2,242859,15,10,5,0,3,4,1,0,0,40,4,0
58,3,21626,8,11,0,11,1,4,1,2202,0,56,38,0
52,2,162238,9,13,2,9,0,4,1,0,0,38,38,1
23,2,245302,15,10,0,11,3,2,0,0,0,40,38,0
23,2,194247,15,10,4,11,1,4,1,0,0,40,38,0
49,2,309033,8,11,2,9,5,4,0,15024,0,60,38,1
58,2,78141,11,9,2,2,0,4,1,0,0,40,38,1
58,1,310085,0,6,2,13,0,4,1,0,0,40,38,0
62,2,110586,15,10,6,8,4,4,0,0,0,40,38,0
23,2,376416,9,13,4,0,1,4,1,0,0,40,38,0
32,5,230224,7,12,2,7,0,4,1,0,0,35,38,0
34,4,203488,11,9,2,2,0,4,1,0,0,60,38,0
43,1,117022,11,9,3,4,4,2,1,0,0,40,38,0
36,2,140583,11,9,0,5,1,4,1,0,0,40,38,0
54,2,36480,11,9,2,11,0,4,1,15024,0,50,38,1
26,2,78172,15,10,1,10,0,4,1,0,0,40,38,0
85,2,115364,11,9,6,11,4,4,1,0,0,35,38,0
40,4,280433,9,13,2,2,0,4,1,0,0,50,38,0
48,2,186172,9,13,2,3,0,4,1,0,0,45,38,1
57,2,220871,5,4,6,6,4,2,0,0,0,40,38,0
57,2,162301,11,9,0,0,1,4,0,0,0,45,38,0
35,2,30381,9,13,2,11,0,4,1,0,0,45,38,1
24,2,99970,9,13,4,12,3,4,1,0,0,40,38,0
44,2,123983,9,13,0,7,1,1,1,0,0,40,2,0
41,2,324629,9,13,2,3,0,4,1,0,0,40,40,0
58,2,104333,15,10,2,2,0,4,1,0,0,40,38,1
45,2,194772,15,10,2,13,0,4,1,0,0,55,38,0
47,4,131826,15,10,2,11,0,4,1,0,0,40,38,0
90,2,313986,1,7,4,5,3,4,1,0,0,40,38,0
34,2,384150,9,13,2,3,0,4,1,0,0,40,38,1
23,2,168009,0,6,2,6,3,1,0,0,0,40,39,0
37,2,259089,9,13,0,3,1,4,1,0,0,40,38,0
37,2,173968,11,9,2,13,0,4,1,0,0,40,38,0
84,4,155057,9,13,2,4,0,4,1,0,0,20,38,0
37,2,174503,9,13,6,9,1,4,0,0,0,50,38,0
28,2,83879,11,9,2,6,0,2,1,0,0,40,38,0
28,2,115945,10,16,4,0,3,4,1,0,0,18,38,0
44,2,52028,3,2,2,7,5,1,0,0,0,40,39,0
17,2,165918,1,7,4,5,3,4,1,0,0,20,28,0
43,0,95902,7,12,2,9,5,2,0,0,0,40,38,0
39,4,126569,14,15,2,9,0,4,1,15024,0,60,38,1
18,2,256005,11,9,4,7,3,4,1,0,0,40,38,0
47,1,51579,15,10,2,10,0,4,1,0,0,50,38,0
67,4,195066,11,9,2,4,0,4,1,0,0,50,38,0
20,2,243878,15,10,4,2,3,4,1,0,0,40,38,0
36,2,342642,12,14,4,3,1,4,1,0,0,15,38,0
51,4,85902,0,6,6,13,2,4,0,0,0,40,38,0
51,2,145166,11,9,2,0,0,4,1,0,0,50,38,0
24,2,121313,15,10,4,13,3,4,1,0,0,50,38,0
45,2,199625,15,10,0,9,4,4,0,0,0,20,38,0
24,2,229393,1,7,4,4,4,4,1,2463,0,40,38,0
47,1,39986,9,13,2,9,0,4,1,0,0,40,38,0
27,4,207948,15,10,4,7,1,2,1,0,0,40,38,0
48,1,334409,9,13,2,9,5,4,0,0,0,50,38,1
41,5,48997,11,9,2,13,0,2,1,0,0,40,38,0
25,2,390657,15,10,4,7,1,2,1,0,0,40,38,0
29,2,79481,15,10,4,12,1,4,0,0,0,40,38,0
50,0,172046,15,10,2,3,0,4,1,0,0,40,38,1
21,2,45607,15,10,4,7,3,4,0,0,0,40,38,0
37,2,140854,9,13,2,3,0,4,1,0,0,50,38,1
31,0,206823,9,13,0,10,1,4,1,0,0,50,38,1
22,2,140001,9,13,4,0,1,4,1,0,0,40,38,0
29,2,210959,7,12,2,0,0,4,1,0,0,40,38,0
49,2,83444,11,9,0,3,1,4,1,0,0,40,38,0
49,2,72393,6,5,0,6,1,4,0,0,0,40,38,0
37,2,324947,9,13,2,5,0,4,1,0,0,40,38,0
58,2,102509,0,6,0,13,1,2,1,0,0,50,38,0
45,0,358242,9,13,2,9,0,4,1,0,0,45,38,1
33,2,245777,11,9,0,11,1,4,1,0,0,40,38,0
61,2,160037,5,4,0,7,1,4,1,0,0,35,38,0
43,3,150533,7,12,2,3,0,4,1,0,0,50,38,0
36,2,208068,13,1,0,7,1,3,1,0,0,72,25,0
35,1,215419,15,10,0,0,4,4,0,0,0,40,38,0
53,2,95519,11,9,2,9,0,4,1,0,0,42,38,1
28,2,183155,9,13,2,9,0,4,1,0,0,55,38,0
33,2,123920,15,10,4,3,1,2,0,0,0,40,38,0
50,5,103063,9,13,2,3,0,4,1,0,0,40,38,1
34,2,199227,15,10,2,3,0,4,1,0,0,55,38,0
25,2,169100,12,14,2,3,0,4,1,0,0,40,38,0
45,3,142719,11,9,2,11,0,4,1,0,0,40,38,0
36,0,359249,15,10,5,0,1,2,1,0,0,40,38,0
52,2,183611,3,2,2,4,0,4,1,0,0,40,38,0
25,2,180212,11,9,4,0,4,2,0,0,0,40,38,0
64,2,210082,11,9,6,0,1,4,0,0,0,40,38,0
44,5,174675,11,9,2,9,5,4,0,0,0,40,38,1
23,5,33551,9,13,2,12,0,4,1,0,0,38,38,0
32,2,256362,11,9,2,2,0,4,1,0,0,40,38,1
17,2,108909,11,9,4,11,3,4,0,0,0,20,38,0
36,2,112512,2,8,5,7,4,4,0,0,0,40,25,0
26,2,456618,11,9,4,7,1,4,1,0,0,40,25,0
59,1,236426,7,12,0,9,1,4,0,0,0,50,38,0
26,4,213258,11,9,0,4,4,4,1,0,0,65,38,0
46,2,97883,9,13,4,11,1,4,0,0,0,35,38,0
47,2,368561,15,10,2,2,0,4,1,0,0,40,38,1
57,2,205708,15,10,2,2,0,4,1,0,0,40,30,0
30,2,633742,15,10,4,2,1,2,1,0,0,45,38,0
36,2,336595,11,9,2,3,0,4,1,0,0,50,38,1
45,2,188386,11,9,2,5,0,4,1,0,1628,45,38,0
21,2,766115,0,6,2,5,0,4,1,0,0,35,38,0
50,2,297906,15,10,2,11,0,1,1,0,0,50,38,1
50,3,219420,11,9,2,11,0,4,1,0,0,50,38,1
36,1,410034,9,13,2,9,0,4,1,0,1887,40,38,1
50,3,120781,9,13,2,11,0,1,1,0,0,60,34,1
35,2,101387,11,9,0,11,1,4,0,0,0,50,38,0
25,2,80312,8,11,4,0,1,4,0,4865,0,40,38,0
28,2,186239,15,10,4,0,4,2,0,0,0,40,38,0
22,2,109039,11,9,4,3,1,4,0,0,0,55,38,0
44,2,215479,11,9,0,13,1,2,1,0,0,20,13,0
55,2,436861,12,14,0,9,1,4,0,14084,0,40,38,1
26,3,160340,11,9,2,3,0,4,1,0,0,60,38,0
34,2,265807,15,10,5,2,1,4,1,0,0,45,38,0
45,2,187969,8,11,4,11,1,4,0,0,0,38,38,0
19,2,44797,15,10,4,4,1,4,0,0,0,15,38,0
52,2,67090,11,9,2,11,0,4,1,0,0,44,38,0
33,2,238002,6,5,2,13,2,4,1,0,0,40,25,0
29,4,162312,15,10,4,3,3,1,1,0,0,45,34,0
18,2,446839,11,9,4,11,1,4,1,0,0,30,38,0
52,3,51048,9,13,2,11,0,4,1,0,0,55,38,0
20,2,312017,15,10,4,10,3,4,1,0,0,40,10,0
19,2,206874,8,11,4,0,3,2,0,0,0,40,38,0
32,2,400535,11,9,2,2,0,4,1,3781,0,40,38,0
53,2,194259,15,10,2,0,5,4,0,4386,0,40,38,1
61,1,95450,9,13,2,3,0,4,1,5178,0,50,38,1
36,2,186035,1,7,2,2,0,4,1,5178,0,40,38,1
37,2,238311,11,9,2,6,0,2,1,0,0,36,38,1
52,2,145155,11,9,6,0,1,4,0,0,0,40,38,0
28,2,395022,8,11,0,9,4,4,0,0,0,40,38,0
49,2,160167,8,11,2,0,0,4,1,0,0,40,38,0
25,2,219130,15,10,4,7,1,3,0,0,0,40,38,0
56,2,31782,0,6,2,11,0,4,1,0,0,40,38,0
33,2,175412,6,5,0,2,4,4,1,114,0,55,38,0
50,2,171225,9,13,2,3,0,1,1,0,0,40,29,1
44,4,172296,15,10,5,11,4,4,1,0,0,60,38,0
39,5,126336,11,9,0,9,1,4,1,0,0,40,38,0
61,3,113544,12,14,2,11,0,4,1,0,0,40,38,1
23,2,291011,11,9,4,2,1,4,1,0,0,40,38,0
51,4,175897,6,5,2,2,0,4,1,0,0,20,38,0
23,4,236804,15,10,4,4,3,4,1,0,0,35,38,0
54,2,53407,11,9,2,2,0,4,1,0,0,40,38,0
44,2,177905,15,10,0,6,4,4,1,0,0,58,38,1
44,2,164043,11,9,2,11,0,4,1,0,0,40,38,0
27,2,192936,11,9,0,0,4,4,0,0,0,40,38,0
23,2,216181,15,10,4,11,3,4,1,0,0,36,19,0
34,2,134737,9,13,4,11,3,4,1,0,0,40,38,1
32,2,217460,6,5,2,13,0,4,1,0,0,50,38,0
35,2,123606,15,10,2,5,0,4,1,0,0,40,38,0
33,2,295591,4,3,3,2,1,4,1,0,0,40,25,0
26,2,184872,9,13,2,3,5,4,0,0,0,55,38,1
37,4,353298,11,9,2,11,0,4,1,99999,0,50,38,1
30,2,182177,11,9,4,7,1,4,1,0,0,40,20,0
62,2,210935,11,9,2,7,0,4,1,0,0,20,38,0
51,1,186416,9,13,0,0,1,4,0,0,0,40,38,0
23,2,142766,15,10,4,0,3,4,1,1055,0,20,38,0
36,2,168826,0,6,4,2,1,4,1,0,0,40,38,0
32,2,242150,11,9,4,0,3,4,1,0,0,38,38,0
31,2,100997,15,10,2,9,0,0,1,0,0,40,38,0
45,2,169092,11,9,0,11,1,4,0,0,0,55,38,0
27,2,69757,15,10,4,0,1,4,0,0,0,60,38,0
90,4,282095,15,10,2,4,0,4,1,0,0,40,38,0
29,2,200468,0,6,4,9,1,4,1,0,0,40,38,0
42,1,180318,0,6,4,4,4,4,1,0,0,35,38,0
28,2,191088,9,13,2,3,5,4,0,0,0,40,38,1
46,2,45288,9,13,4,7,1,4,1,0,0,40,38,0
42,2,156580,9,13,2,11,5,4,0,0,0,40,32,0
63,4,217715,4,3,4,11,1,4,0,0,0,3,38,0
54,2,123374,5,4,2,2,0,4,1,0,0,40,38,0
26,2,206307,11,9,2,2,0,4,1,0,0,40,38,1
38,1,134444,15,10,2,10,0,4,1,0,0,72,38,0
20,2,148940,11,9,4,5,3,4,1,0,0,40,38,0
36,2,107410,11,9,2,11,0,4,1,0,0,40,38,0
32,2,230420,11,9,4,6,1,4,1,0,0,45,38,0
38,2,189916,15,10,2,11,5,4,0,0,0,40,38,0
18,2,378707,0,6,4,11,3,4,0,0,0,20,38,0
55,1,253062,15,10,2,9,0,4,1,0,0,40,38,1
27,2,97490,15,10,0,2,4,4,0,0,0,40,38,0
59,2,169982,9,13,2,3,0,4,1,0,2002,50,38,0
41,2,350387,9,13,4,9,1,4,1,0,0,40,38,1
50,2,144361,11,9,2,2,0,4,1,0,0,40,38,0
27,2,156266,6,5,2,4,0,0,1,0,0,40,38,0
35,0,287031,12,14,4,3,1,4,1,8614,0,40,38,1
20,5,39478,15,10,4,3,3,4,1,0,0,54,38,0
52,0,43705,15,10,2,7,0,4,1,0,0,50,38,0
38,0,115433,7,12,2,0,5,4,0,7688,0,33,38,1
44,2,370502,11,9,2,7,0,4,1,0,0,25,25,0
20,2,494784,11,9,4,11,2,2,0,0,0,35,38,0
21,2,83580,15,10,4,9,3,0,0,0,0,4,38,0
21,2,244312,6,5,4,2,3,4,1,0,0,30,7,0
31,2,381153,15,10,4,3,4,4,1,0,0,60,38,0
46,2,422813,15,10,2,0,0,4,1,0,0,40,38,1
46,3,125892,12,14,2,11,0,4,1,0,0,50,38,1
59,4,201263,9,13,2,11,0,4,1,15024,0,55,38,1
34,2,101345,11,9,2,7,5,4,0,0,0,40,38,1
63,2,20323,15,10,0,7,1,4,0,0,0,40,38,0
57,4,102058,12,14,2,9,0,4,1,0,0,40,38,1
51,2,191659,15,10,2,3,0,4,1,0,1887,65,38,1
29,2,383402,15,10,0,7,1,4,0,0,0,35,38,0
31,2,188108,11,9,4,2,3,4,1,4101,0,40,38,0
22,2,184975,11,9,3,7,3,4,0,0,0,3,38,0
43,2,184846,11,9,6,6,4,4,0,0,0,60,38,0
56,2,225267,11,9,2,9,0,4,1,0,0,40,38,0
43,2,106760,11,9,2,0,5,4,0,0,0,50,1,1
47,0,227244,9,13,2,10,0,2,1,0,0,50,38,1
36,4,122493,11,9,2,2,0,4,1,0,0,47,38,0
31,2,90668,0,6,4,7,1,4,0,0,0,40,38,0
44,2,147265,15,10,2,3,0,4,1,0,0,40,38,1
27,2,150025,11,9,4,11,1,4,1,0,0,40,32,0
46,0,78022,11,9,2,0,0,4,1,0,0,40,38,1
46,0,55237,15,10,0,6,4,4,1,0,0,40,38,0
26,2,154966,15,10,2,11,0,4,1,0,0,50,38,1
31,2,446512,15,10,5,7,4,2,0,0,0,40,38,0
22,4,197387,11,9,4,4,3,4,1,0,0,40,38,0
48,2,101299,7,12,2,9,0,4,1,0,0,45,38,0
58,2,234213,11,9,0,2,1,4,1,14344,0,48,38,1
39,1,98587,15,10,0,9,3,4,0,0,0,45,38,0
19,2,225775,15,10,4,0,1,4,1,0,0,40,38,0
41,1,129060,15,10,0,0,4,2,0,0,0,40,38,0
51,2,251841,8,11,4,3,1,4,0,0,0,43,38,0
31,2,156743,12,14,2,11,0,4,1,0,0,76,38,1
35,2,30565,11,9,1,7,5,4,0,0,0,40,38,1
35,2,98283,14,15,4,9,1,1,1,0,0,40,18,1
55,2,325007,7,12,2,12,0,4,1,0,0,25,38,0
41,2,116391,9,13,2,3,0,4,1,0,0,40,38,1
60,2,156889,15,10,0,0,1,4,0,0,0,40,38,0
35,2,172186,15,10,5,2,1,4,1,0,0,40,38,0
52,3,49069,15,10,2,0,5,4,0,0,0,40,38,1
61,2,51170,11,9,2,2,0,4,1,0,0,55,38,0
34,2,339142,11,9,5,5,4,4,0,0,0,40,38,0
20,2,186830,11,9,4,13,2,2,1,0,0,45,38,0
55,2,199763,11,9,5,10,1,4,1,0,0,81,38,0
40,2,388725,15,10,0,3,1,4,1,0,0,40,38,0
17,2,171080,2,8,4,5,3,4,1,0,0,20,38,0
18,2,172076,15,10,4,7,3,4,0,0,0,25,38,0
28,2,197905,11,9,2,2,0,4,1,0,0,50,38,0
23,1,336010,9,13,4,0,1,4,1,0,0,32,38,0
23,2,91842,9,13,4,3,1,4,0,0,0,30,38,0
54,2,466502,5,4,6,7,4,4,1,0,0,30,38,0
33,2,149726,11,9,2,11,0,4,1,0,0,40,38,1
22,2,401762,11,9,4,0,1,4,0,0,0,55,38,0
24,2,300584,11,9,4,5,4,4,1,0,0,40,38,0
28,2,302406,14,15,4,9,1,4,1,0,0,60,38,0
46,2,160474,11,9,0,0,4,4,0,0,1590,43,38,0
24,5,249385,9,13,4,0,2,4,0,0,0,10,38,0
42,1,147510,9,13,5,9,4,4,1,0,0,40,38,0
51,2,189511,8,11,2,7,0,4,1,0,0,50,10,1
51,4,107096,11,9,2,4,0,4,1,0,0,50,38,0
30,2,280069,15,10,4,11,1,4,0,0,0,48,38,0
43,2,145441,9,13,2,3,0,4,1,0,0,50,38,1
31,0,210926,11,9,5,5,4,4,0,0,0,40,38,0
43,2,266324,11,9,2,2,0,4,1,0,1902,99,38,1
23,2,211046,11,9,4,11,1,4,0,2463,0,40,38,0
50,4,29231,11,9,2,3,0,4,1,0,0,45,38,1
47,4,159869,11,9,2,4,0,4,1,0,0,56,38,1
73,2,247355,11,9,2,13,0,4,1,0,0,16,1,0
37,2,177895,15,10,2,12,5,4,0,5013,0,40,38,0
37,2,109133,7,12,2,11,0,4,1,0,1977,45,38,1
35,2,150125,8,11,0,7,4,2,0,0,0,40,38,0
19,2,389755,11,9,4,5,3,4,1,0,0,16,38,0
32,2,188557,11,9,4,6,1,4,1,0,0,40,38,0
25,3,163039,7,12,4,11,1,4,1,0,0,60,38,0
22,1,237811,7,12,4,0,3,2,0,0,0,35,13,0
28,2,133625,11,9,2,13,0,2,1,0,0,40,38,0
45,3,160440,11,9,0,3,1,4,1,0,0,42,38,0
60,2,173960,9,13,0,9,1,4,0,0,0,42,38,0
56,1,155657,9,13,0,3,4,4,0,0,0,40,38,0
47,2,72896,11,9,2,13,0,4,1,0,0,40,38,0
49,2,98010,9,13,0,9,1,4,0,0,0,50,38,0
44,2,226129,8,11,2,9,0,4,1,0,0,50,38,1
50,2,195690,11,9,2,5,0,4,1,0,0,45,38,0
41,1,208174,12,14,0,9,4,4,0,0,0,55,38,0
33,2,171216,9,13,2,3,0,4,1,0,0,50,38,1
44,4,277783,12,14,4,4,3,4,1,0,0,99,38,0
33,2,196385,12,14,2,9,0,4,1,0,0,37,38,1
35,4,190895,12,14,2,11,0,4,1,0,0,40,38,1
38,2,32916,8,11,2,2,0,4,1,0,0,55,38,1
31,4,252752,11,9,2,7,5,4,0,0,2415,40,38,1
51,2,222615,11,9,2,6,0,4,1,0,0,40,38,1
29,2,271579,0,6,4,2,1,4,1,0,0,40,25,0
48,2,318331,11,9,4,11,3,4,1,0,0,40,38,0
27,1,162973,8,11,4,10,1,4,1,0,0,56,38,0
25,2,197303,9,13,4,9,3,4,0,0,0,40,38,0
46,2,248059,11,9,2,2,0,4,1,3464,0,40,38,0
25,4,263300,11,9,4,4,1,4,1,0,0,50,38,0
29,2,464536,9,13,2,7,0,4,1,0,0,40,38,0
49,2,195956,9,13,0,12,4,4,0,0,0,35,38,0
44,2,326232,9,13,0,3,4,4,1,0,2547,50,38,1
32,2,180603,9,13,2,11,0,4,1,0,0,40,38,1
43,1,108945,9,13,0,9,4,4,0,0,0,48,38,0
47,2,46044,12,14,2,3,0,4,1,0,0,40,38,0
32,2,158242,9,13,4,9,1,4,0,0,0,40,38,0
52,2,236180,9,13,3,7,1,4,1,0,0,50,38,0
21,2,315065,5,4,4,7,2,4,1,0,0,48,25,0
26,2,141824,15,10,0,3,1,4,0,0,0,40,38,0
36,0,239074,7,12,2,7,0,4,1,0,0,40,38,0
56,0,317847,9,13,0,0,1,4,1,0,0,40,38,0
29,2,239632,11,9,4,0,1,4,0,0,0,40,38,0
38,2,186191,11,9,2,2,0,4,1,0,0,55,38,0
39,2,326342,1,7,2,7,0,2,1,2635,0,37,38,0
37,2,44780,7,12,0,3,1,4,0,0,0,40,38,0
29,2,286452,7,12,0,11,4,4,0,3418,0,40,38,0
37,2,409189,11,9,2,7,0,4,1,0,0,30,25,0
36,1,348728,9,13,4,9,1,4,0,0,0,35,38,0
56,2,197114,11,9,4,5,3,4,1,0,0,28,38,0
37,2,227545,15,10,2,11,0,4,1,0,0,44,38,1
19,2,224241,15,10,4,11,3,4,0,0,0,20,38,0
37,2,36425,11,9,4,7,1,4,0,0,0,40,38,0
33,2,213002,9,13,4,9,1,4,1,0,1408,36,38,0
27,2,55743,9,13,2,3,5,2,0,0,0,45,38,1
21,2,52753,11,9,4,2,1,4,1,0,1504,40,38,0
32,2,316769,1,7,4,7,4,2,0,0,0,40,22,0
33,5,174171,15,10,5,12,1,4,1,0,0,12,38,0
51,2,305673,8,11,2,2,0,4,1,0,0,40,1,1
43,2,345789,9,13,2,9,5,4,0,15024,0,50,38,1
47,2,155659,11,9,2,3,0,4,1,0,0,60,38,0
33,4,131568,11,9,2,11,0,4,1,0,0,66,38,0
30,2,160634,8,11,4,2,3,4,1,0,0,40,38,1
18,2,200047,2,8,4,0,3,4,1,0,0,35,38,0
36,5,323726,15,10,4,12,4,2,0,0,0,40,38,0
42,3,369781,5,4,0,2,4,4,1,0,0,25,38,0
21,2,98678,15,10,4,7,3,4,1,0,0,15,38,0
48,2,195491,11,9,0,11,1,4,0,0,0,30,38,0
59,2,229939,11,9,2,11,0,4,1,0,0,40,38,0
32,4,182926,12,14,4,9,1,4,1,0,0,40,38,0
33,2,323619,15,10,4,0,4,4,0,0,0,40,38,0
23,2,336360,5,4,4,2,3,2,1,0,0,40,38,0
41,2,29702,8,11,4,2,1,4,1,0,0,30,38,0
46,2,105327,11,9,0,2,1,4,1,0,0,40,38,0
32,0,145983,15,10,2,12,5,4,0,0,0,40,38,0
37,2,123833,15,10,4,11,1,4,1,0,0,60,38,0
18,2,151866,15,10,4,11,1,4,0,0,0,20,38,0
72,2,38360,11,9,6,7,4,4,0,0,0,16,38,0
58,5,159021,6,5,2,4,0,4,1,0,0,40,38,0
43,1,233865,11,9,2,3,0,4,1,0,0,40,38,1
44,1,323790,9,13,2,10,0,4,1,0,0,40,38,1
37,0,141029,12,14,0,9,1,4,0,0,0,40,38,0
39,1,111499,7,12,2,0,5,4,0,0,0,20,38,1
46,2,173243,15,10,2,12,0,4,1,5178,0,40,38,1
34,2,98656,15,10,4,9,1,4,0,0,0,40,38,0
28,2,134566,9,13,2,3,0,4,1,0,0,45,38,0
46,2,146919,11,9,2,0,5,4,0,0,0,40,38,1
59,2,340591,0,6,2,5,0,4,1,3942,0,40,38,0
53,2,127117,11,9,2,6,0,4,1,0,0,40,38,0
40,2,225193,11,9,2,5,0,4,1,0,0,63,38,0
20,2,66917,1,7,2,4,3,4,1,0,0,40,25,0
48,4,167918,12,14,2,11,0,1,1,0,0,50,18,0
61,4,111563,9,13,2,4,0,4,1,0,0,20,38,1
35,2,306678,11,9,2,6,0,4,1,2885,0,40,38,0
29,2,253752,0,6,2,4,5,4,0,0,0,40,38,0
19,2,277695,13,1,4,4,1,4,1,0,0,36,16,0
40,2,164647,15,10,0,9,4,2,0,0,0,38,38,0
20,2,234663,11,9,4,5,3,4,1,0,0,30,38,0
74,2,183701,0,6,6,7,1,2,0,0,0,6,38,0
46,2,192208,0,6,2,2,0,4,1,0,0,45,38,0
27,2,33429,15,10,0,0,4,4,0,0,0,40,38,0
23,2,200089,15,10,2,2,2,4,1,0,0,40,7,0
34,2,185556,15,10,4,9,1,4,0,0,0,12,38,1
31,2,237824,11,9,3,8,2,2,0,0,0,60,22,0
39,1,207853,2,8,2,12,0,4,1,0,0,50,38,0
33,2,121488,9,13,4,11,1,4,0,0,0,40,38,0
29,2,53181,12,14,2,9,0,4,1,0,0,55,38,1
20,0,225515,15,10,4,12,3,4,0,0,0,24,38,0
33,1,190027,15,10,4,0,4,2,0,0,0,18,38,0
44,2,115932,7,12,2,9,0,4,1,0,0,40,38,0
26,2,213799,0,6,4,5,1,4,1,0,0,40,38,0
41,2,160785,8,11,2,3,0,4,1,0,0,40,38,1
22,2,408383,15,10,4,13,3,4,1,0,0,40,38,0
29,2,161857,11,9,3,7,1,3,0,0,0,40,3,0
28,1,407672,9,13,4,9,1,4,0,0,0,40,38,0
61,2,120939,14,15,2,13,0,4,1,0,0,5,38,1
55,4,184702,11,9,2,11,0,4,1,0,0,40,38,0
22,2,141040,11,9,4,11,3,2,0,0,0,35,38,0
58,2,357788,11,9,2,2,0,2,1,0,0,40,38,0
38,1,172855,9,13,2,9,5,2,0,0,1887,40,38,1
47,1,246891,9,13,2,10,0,4,1,0,0,40,38,0
26,2,746432,11,9,4,5,3,2,1,0,0,48,38,0
40,2,347934,11,9,4,7,1,4,0,0,0,35,38,0
20,2,138352,11,9,4,7,2,4,1,0,0,30,38,0
43,2,114351,11,9,0,2,1,4,1,0,0,35,38,0
36,2,287658,11,9,4,0,3,2,1,0,0,40,38,0
55,2,231738,11,9,0,11,1,4,0,0,0,40,8,0
57,2,124771,11,9,2,2,0,4,1,0,0,40,38,0
42,2,203542,11,9,4,2,1,4,1,0,0,40,38,0
18,5,342852,11,9,4,0,3,4,1,0,0,40,38,0
37,2,175643,11,9,2,4,0,4,1,0,0,30,38,0
39,2,198841,12,14,2,9,0,4,1,7688,0,45,38,1
53,2,152657,0,6,2,2,0,2,1,0,0,40,38,0
43,4,73883,9,13,0,11,4,4,1,0,0,45,38,0
44,3,187720,15,10,2,11,0,4,1,0,0,50,38,1
34,2,199539,11,9,2,2,0,4,1,0,0,48,38,1
